"Extraction","Method","test","Bugs","X.","Name","RT","Area","Height","SampleName","Condition","Replicate","Vial","Sample.Set.Name","Channel.Description","Date.Acquired","Area.norm","screen","Ctrl","Area.corrected","Condition.ctrl","Ctrl.ctrl","Bugs.ctrl","Mean.ctrl","Median.ctrl","SD.ctrl","Var.ctrl","IsNA.ctrl","Count.ctrl","Mean.base.ctrl","Condition.smpl","Ctrl.smpl","Mean.smpl","Median.smpl","SD.smpl","Var.smpl","IsNA.smpl","Count.smpl","Mean.base.smpl","Ns","Percentleft","pvalue","Mean.diff","Bugslong","Drugs","ratio","DiffCtrlSample"
"Supernatant","ac",3,"Ece",189,"aceta_peak",1.5,166736,73249,"Eceac_dot_ac_1","Eceac",1,"2:H,7","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 10:15:12 AM CEST",1.024768601035,"Supernatant 3","smpl",1.024768601035,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,0.995883131621015
"Supernatant","ac",3,"Ece",190,"aceta_peak",1.5,168343,74248,"Eceac_dot_ac_2","Eceac",2,"2:H,8","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 10:20:42 AM CEST",0.963451974200047,"Supernatant 3","smpl",0.963451974200047,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,0.876460248187455
"Supernatant","ac",3,"Ece",191,"aceta_peak",1.5,168505,74541,"Eceac_dot_ac_2","Eceac",2,"2:H,8","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 10:26:13 AM CEST",1.01016731711119,"Supernatant 3","smpl",1.01016731711119,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,0.967445046911837
"Supernatant","ac",3,"Ece",188,"aceta_peak",1.5,166520,73395,"Eceac_dot_ac_1","Eceac",1,"2:H,7","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 10:09:42 AM CEST",1.00615098306969,"Supernatant 3","smpl",1.00615098306969,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,0.959622663052417
"Supernatant","ac",3,"Ece",162,"aceta_peak",1.5,0,0,"Ece_dot_ac_1","Ece",1,"1:B,3","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 11:43:19 AM CEST",0,"Supernatant 3","zero",0,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,-1
"Supernatant","ac",3,"Ece",192,"aceta_peak",1.5,182589,71796,"Eceac_dot_ac_3","Eceac",3,"2:H,9","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 10:31:43 AM CEST",1.09459921227272,"Supernatant 3","smpl",1.09459921227272,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,1.13188821501193
"Supernatant","ac",3,"Ece",193,"aceta_peak",1.5,182275,72275,"Eceac_dot_ac_3","Eceac",3,"2:H,9","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 10:37:14 AM CEST",1.0160482953912,"Supernatant 3","smpl",1.0160482953912,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,0.978899091595345
"Supernatant","ac",3,"Ece",161,"aceta_peak",1.5,0,0,"Ece_dot_ac_1","Ece",1,"1:B,3","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 11:37:49 AM CEST",0,"Supernatant 3","zero",0,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Eceac","smpl",1.01919773051331,1.01310780625119,0.0426279071113767,0.00181713846469616,0,6,1.01919773051331,1,2.00478871329407,1.45112267491543e-08,1.00478871329407,"Escherichia coli ED1a","aceta",0.89748523930255,-1
"Supernatant","ac",3,"Fn",157,"aceta_peak",1.256,105759,49838,"Fn_dot_ac_1","Fn",1,"1:A,7","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 11:15:45 AM CEST",0.585280412622165,"Supernatant 3","zero",0.018076205694491,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,-0.964794009112976
"Supernatant","ac",3,"Fn",178,"aceta_peak",1.5,189089,68671,"Fnac_dot_ac_2","Fnac",2,"2:H,2","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 9:14:40 AM CEST",1.09586953120019,"Supernatant 3","smpl",0.528665324272521,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,0.0296511836162751
"Supernatant","ac",3,"Fn",158,"aceta_peak",1.251,103308,50749,"Fn_dot_ac_1","Fn",1,"1:A,7","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 11:21:15 AM CEST",0.549128001233183,"Supernatant 3","zero",-0.0180762056944909,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,-1.03520599088702
"Supernatant","ac",3,"Fn",176,"aceta_peak",1.5,186031,67111,"Fnac_dot_ac_1","Fnac",1,"2:H,1","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 9:03:39 AM CEST",0.940728791617784,"Supernatant 3","smpl",0.37352458469011,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,-0.272507552362764
"Supernatant","ac",3,"Fn",177,"aceta_peak",1.5,186158,67671,"Fnac_dot_ac_1","Fnac",1,"2:H,1","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 9:09:08 AM CEST",1.03082085585187,"Supernatant 3","smpl",0.463616648924191,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,-0.0970403970302218
"Supernatant","ac",3,"Fn",179,"aceta_peak",1.5,189883,70368,"Fnac_dot_ac_2","Fnac",2,"2:H,2","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 9:20:09 AM CEST",1.03240486507941,"Supernatant 3","smpl",0.465200658151734,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,-0.0939553129493938
"Supernatant","ac",3,"Fn",180,"aceta_peak",1.5,188967,71498,"Fnac_dot_ac_3","Fnac",3,"2:H,3","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 9:25:41 AM CEST",1.06027212792818,"Supernatant 3","smpl",0.493067921000506,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,-0.0396798406250672
"Supernatant","ac",3,"Fn",181,"aceta_peak",1.5,192647,72450,"Fnac_dot_ac_3","Fnac",3,"2:H,3","160906_160818_hitvalid3_p2b","PDA Ch1 244nm@4.8nm","9/7/2016 9:31:10 AM CEST",1.1001170659281,"Supernatant 3","smpl",0.53291285900043,"ac","ctrl","BugFreeControl",0.508381618349527,0.513441185407835,0.0215315562694608,0.000463607915384956,0,6,0.508381618349527,"Fnac","smpl",0.476164666006582,0.47913428957612,0.0584380784239296,0.00341500900988134,0,6,0.476164666006582,3,0.936628408305678,0.249710849223758,-0.0633715916943216,"Fusobacterium nucleatum nucleatum","aceta",0.424277861501262,0.0379238638153435
"Supernatant","ac",4,"Ece",115,"aceta_peak",1.427,0,0,"Ece_dot_ac_3","Ece",3,"1:C,3","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 3:57:30 PM CEST",0,"Supernatant 4","zero",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Supernatant","ac",4,"Ece",108,"aceta_peak",1.427,0,0,"Ece_dot_ac_1","Ece",1,"1:C,1","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 3:40:58 PM CEST",0,"Supernatant 4","zero",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Supernatant","ac",4,"Ece",101,"aceta_peak",1.426,0,0,"Ece_dot_ac_2","Ece",2,"1:C,2","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 3:46:29 PM CEST",0,"Supernatant 4","zero",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Supernatant","ac",4,"Ece",104,"aceta_peak",1.426,0,0,"Ece_dot_ac_2","Ece",2,"1:C,2","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 3:51:59 PM CEST",0,"Supernatant 4","zero",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Supernatant","ac",4,"Ece",105,"aceta_peak",1.426,0,0,"Ece_dot_ac_1","Ece",1,"1:C,1","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 3:35:28 PM CEST",0,"Supernatant 4","zero",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Supernatant","ac",4,"Ece",114,"aceta_peak",1.427,0,0,"Ece_dot_ac_3","Ece",3,"1:C,3","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 4:03:02 PM CEST",0,"Supernatant 4","zero",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Supernatant","ac",4,"Eci",111,"aceta_peak",1.427,0,0,"Eci_dot_ac_1","Eci",1,"1:D,7","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 6:54:16 PM CEST",0,"Supernatant 4","zero",0,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,-1
"Supernatant","ac",4,"Eci",99,"aceta_peak",1.425,0,0,"Eci_dot_ac_3","Eci",3,"1:D,9","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 7:21:53 PM CEST",0,"Supernatant 4","zero",0,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,-1
"Supernatant","ac",4,"Eci",112,"aceta_peak",1.427,0,0,"Eci_dot_ac_1","Eci",1,"1:D,7","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 6:59:47 PM CEST",0,"Supernatant 4","zero",0,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,-1
"Supernatant","ac",4,"Eci",107,"aceta_peak",1.427,0,0,"Eci_dot_ac_2","Eci",2,"1:D,8","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 7:05:19 PM CEST",0,"Supernatant 4","zero",0,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,-1
"Supernatant","ac",4,"Eci",110,"aceta_peak",1.427,0,0,"Eci_dot_ac_2","Eci",2,"1:D,8","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 7:10:49 PM CEST",0,"Supernatant 4","zero",0,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,-1
"Supernatant","ac",4,"Eci",84,"aceta_peak",1.349,128969,44228,"Eciac_dot_ac_2","Eciac",2,"1:E,2","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 8:17:08 PM CEST",1.8458158606575,"Supernatant 4","smpl",1.8458158606575,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,0.517628647910955
"Supernatant","ac",4,"Eci",86,"aceta_peak",1.351,128533,44129,"Eciac_dot_ac_2","Eciac",2,"1:E,2","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 8:11:38 PM CEST",1.82905240988715,"Supernatant 4","smpl",1.82905240988715,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,0.503845749156441
"Supernatant","ac",4,"Eci",81,"aceta_peak",1.349,130233,45000,"Eciac_dot_ac_3","Eciac",3,"1:E,3","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 8:22:41 PM CEST",1.96030706705803,"Supernatant 4","smpl",1.96030706705803,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,0.611763246313114
"Supernatant","ac",4,"Eci",88,"aceta_peak",1.351,130070,44798,"Eciac_dot_ac_3","Eciac",3,"1:E,3","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 8:28:13 PM CEST",1.96703213610586,"Supernatant 4","smpl",1.96703213610586,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,0.617292593884402
"Supernatant","ac",4,"Eci",89,"aceta_peak",1.352,128326,44200,"Eciac_dot_ac_1","Eciac",1,"1:E,1","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 8:06:05 PM CEST",1.78876498466685,"Supernatant 4","smpl",1.78876498466685,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,0.470721453300017
"Supernatant","ac",4,"Eci",109,"aceta_peak",1.427,0,0,"Eci_dot_ac_3","Eci",3,"1:D,9","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 7:16:23 PM CEST",0,"Supernatant 4","zero",0,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,-1
"Supernatant","ac",4,"Eci",82,"aceta_peak",1.349,128760,44229,"Eciac_dot_ac_1","Eciac",1,"1:E,1","160920_160917_hits","PDA Ch1 244nm@4.8nm","9/20/2016 8:00:34 PM CEST",1.77791278893154,"Supernatant 4","smpl",1.77791278893154,"ac","ctrl","BugFreeControl",1.16181189132192,1.21625001162063,0.166934425623894,0.0278671024583794,0,6,1.16181189132192,"Eciac","smpl",1.86148087455116,1.83743413527233,0.0830372310445636,0.00689518173954823,0,6,1.86148087455116,1,1.60222226029477,2.78289659937375e-05,0.602222260294775,"Escherichia coli iAi1","aceta",1.31886056058622,0.461798784743696
"Supernatant","ac",5,"Fn",208,"aceta_peak",1.427,0,0,"Fna_dot_ac_1","Fna",1,"1:F,1","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 1:43:28 PM CEST",0,"Supernatant 5","zero",0,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,-1
"Supernatant","ac",5,"Fn",206,"aceta_peak",1.426,0,0,"Fna_dot_ac_3","Fna",3,"1:F,3","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 2:05:28 PM CEST",0,"Supernatant 5","zero",0,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,-1
"Supernatant","ac",5,"Fn",207,"aceta_peak",1.426,0,0,"Fna_dot_ac_3","Fna",3,"1:F,3","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 2:10:58 PM CEST",0,"Supernatant 5","zero",0,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,-1
"Supernatant","ac",5,"Fn",218,"aceta_peak",1.345,129515,38171,"Fnaac_dot_ac_1","Fnaac",1,"1:F,7","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 2:49:39 PM CEST",1.13807314458445,"Supernatant 5","smpl",1.13807314458445,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,0.0734039121285281
"Supernatant","ac",5,"Fn",216,"aceta_peak",1.347,128893,37964,"Fnaac_dot_ac_1","Fnaac",1,"1:F,7","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 2:55:10 PM CEST",1.14345912953993,"Supernatant 5","smpl",1.14345912953993,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,0.0784838468843779
"Supernatant","ac",5,"Fn",214,"aceta_peak",1.344,128380,37848,"Fnaac_dot_ac_2","Fnaac",2,"1:F,8","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 3:00:42 PM CEST",1.11805894238138,"Supernatant 5","smpl",1.11805894238138,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,0.0545269857682711
"Supernatant","ac",5,"Fn",212,"aceta_peak",1.347,128918,38150,"Fnaac_dot_ac_2","Fnaac",2,"1:F,8","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 3:06:13 PM CEST",1.1512488725766,"Supernatant 5","smpl",1.1512488725766,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,0.0858309499153419
"Supernatant","ac",5,"Fn",210,"aceta_peak",1.344,128786,38174,"Fnaac_dot_ac_3","Fnaac",3,"1:F,9","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 3:11:43 PM CEST",1.15846001619142,"Supernatant 5","smpl",1.15846001619142,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,0.0926323315347064
"Supernatant","ac",5,"Fn",221,"aceta_peak",1.341,128464,38053,"Fnaac_dot_ac_3","Fnaac",3,"1:F,9","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 3:17:13 PM CEST",1.13292942120627,"Supernatant 5","smpl",1.13292942120627,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,0.0685524728134683
"Supernatant","ac",5,"Fn",205,"aceta_peak",1.426,0,0,"Fna_dot_ac_2","Fna",2,"1:F,2","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 1:59:58 PM CEST",0,"Supernatant 5","zero",0,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,-1
"Supernatant","ac",5,"Fn",203,"aceta_peak",1.426,0,0,"Fna_dot_ac_1","Fna",1,"1:F,1","160921_160919_hits","PDA Ch1 244nm@4.8nm","9/21/2016 1:48:58 PM CEST",0,"Supernatant 5","zero",0,"ac","ctrl","BugFreeControl",1.14672144667112,1.06024687605963,0.232705768626652,0.0541519747521209,0,6,1.14672144667112,"Fnaac","smpl",1.14037158774668,1.14076613706219,0.0142377126686792,0.000202712462035868,0,6,1.14037158774668,3,0.99446259687313,0.949375871750221,-0.00553740312687034,"Fusobacterium nucleatum nucleatum","aceta",1.07249163431387,-1
