"Extraction","Method","test","Bugs","X.","Name","RT","Area","Height","SampleName","Condition","Replicate","Vial","Sample.Set.Name","Channel.Description","Date.Acquired","Area.norm","screen","Ctrl","Area.corrected","Condition.ctrl","Ctrl.ctrl","Bugs.ctrl","Mean.ctrl","Median.ctrl","SD.ctrl","Var.ctrl","IsNA.ctrl","Count.ctrl","Mean.base.ctrl","Condition.smpl","Ctrl.smpl","Mean.smpl","Median.smpl","SD.smpl","Var.smpl","IsNA.smpl","Count.smpl","Mean.base.smpl","Ns","Percentleft","pvalue","Mean.diff","Bugslong","Drugs","ratio","DiffCtrlSample"
"Supernatant","a",2,"Cs",1470,"aripi_peak",3.362,0,0,"Cs_dot_a_1","Cs",1,"1:C,7","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 10:39:11 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,-1
"Supernatant","a",2,"Cs",1366,"aripi_peak",3.221,70758,30739,"Csa_dot_a_1","Csa",1,"1:F,7","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 5:24:22 AM CEST",0.215592179230537,"Supernatant 2","smpl",0.215592179230537,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,0.0371528458205309
"Supernatant","a",2,"Cs",1473,"aripi_peak",3.362,0,0,"Cs_dot_a_2","Cs",2,"1:C,8","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 10:55:45 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,-1
"Supernatant","a",2,"Cs",1348,"aripi_peak",3.221,68140,30567,"Csa_dot_a_2","Csa",2,"1:F,8","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 5:35:25 AM CEST",0.212282079080838,"Supernatant 2","smpl",0.212282079080838,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,0.0212288925376963
"Supernatant","a",2,"Cs",1472,"aripi_peak",3.362,0,0,"Cs_dot_a_2","Cs",2,"1:C,8","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 10:50:14 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,-1
"Supernatant","a",2,"Cs",1474,"aripi_peak",3.362,0,0,"Cs_dot_a_3","Cs",3,"1:C,9","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 11:01:17 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,-1
"Supernatant","a",2,"Cs",1359,"aripi_peak",3.221,70855,34286,"Csa_dot_a_3","Csa",3,"1:F,9","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 5:46:25 AM CEST",0.217953016521426,"Supernatant 2","smpl",0.217953016521426,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,0.0485101646412033
"Supernatant","a",2,"Cs",1354,"aripi_peak",3.221,69884,30319,"Csa_dot_a_1","Csa",1,"1:F,7","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 5:18:50 AM CEST",0.213293777964974,"Supernatant 2","smpl",0.213293777964974,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,0.0260958890147491
"Supernatant","a",2,"Cs",1475,"aripi_peak",3.362,0,0,"Cs_dot_a_3","Cs",3,"1:C,9","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 11:06:48 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Csa","smpl",0.218333752435124,0.216772597875982,0.00586151524061112,3.43573609159165e-05,0,6,0.218333752435124,1,1.04420519587365,0.00981338355226524,0.0442051958736509,"Clostridium saccharolyticum","aripi",0.923004247259046,-1
"Supernatant","a",2,"med",1487,"aripi_peak",3.362,0,0,"med_dot_a_1","med",1,"2:H,7","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 2:49:49 AM CEST",0,"Supernatant 2","smpl",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"med","smpl",0,0,0,0,0,6,0,1,0,9.28370693087485e-11,-1,NA,"aripi",NA,-1
"Supernatant","a",2,"med",1486,"aripi_peak",3.362,0,0,"med_dot_a_1","med",1,"2:H,7","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 2:44:19 AM CEST",0,"Supernatant 2","smpl",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"med","smpl",0,0,0,0,0,6,0,1,0,9.28370693087485e-11,-1,NA,"aripi",NA,-1
"Supernatant","a",2,"med",1488,"aripi_peak",3.362,0,0,"med_dot_a_2","med",2,"2:H,8","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 2:55:19 AM CEST",0,"Supernatant 2","smpl",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"med","smpl",0,0,0,0,0,6,0,1,0,9.28370693087485e-11,-1,NA,"aripi",NA,-1
"Supernatant","a",2,"med",1489,"aripi_peak",3.362,0,0,"med_dot_a_2","med",2,"2:H,8","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 3:00:49 AM CEST",0,"Supernatant 2","smpl",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"med","smpl",0,0,0,0,0,6,0,1,0,9.28370693087485e-11,-1,NA,"aripi",NA,-1
"Supernatant","a",2,"med",1491,"aripi_peak",3.362,0,0,"med_dot_a_3","med",3,"2:H,9","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 3:11:50 AM CEST",0,"Supernatant 2","smpl",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"med","smpl",0,0,0,0,0,6,0,1,0,9.28370693087485e-11,-1,NA,"aripi",NA,-1
"Supernatant","a",2,"med",1490,"aripi_peak",3.362,0,0,"med_dot_a_3","med",3,"2:H,9","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 3:06:20 AM CEST",0,"Supernatant 2","smpl",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"med","smpl",0,0,0,0,0,6,0,1,0,9.28370693087485e-11,-1,NA,"aripi",NA,-1
"Supernatant","a",2,"Ss",1485,"aripi_peak",3.362,0,0,"Ss_dot_a_3","Ss",3,"1:D,3","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 12:02:02 PM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Ssa","smpl",0.279605549967183,0.281173129678508,0.011776835332685,0.000138693850453177,0,6,0.279605549967183,1,1.33724430975278,1.3562122779536e-05,0.337244309752779,"Streptococcus salivarius","aripi",1.24759160224887,-1
"Supernatant","a",2,"Ss",1480,"aripi_peak",3.362,0,0,"Ss_dot_a_1","Ss",1,"1:D,1","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 11:34:25 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Ssa","smpl",0.279605549967183,0.281173129678508,0.011776835332685,0.000138693850453177,0,6,0.279605549967183,1,1.33724430975278,1.3562122779536e-05,0.337244309752779,"Streptococcus salivarius","aripi",1.24759160224887,-1
"Supernatant","a",2,"Ss",1481,"aripi_peak",3.362,0,0,"Ss_dot_a_1","Ss",1,"1:D,1","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 11:39:57 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Ssa","smpl",0.279605549967183,0.281173129678508,0.011776835332685,0.000138693850453177,0,6,0.279605549967183,1,1.33724430975278,1.3562122779536e-05,0.337244309752779,"Streptococcus salivarius","aripi",1.24759160224887,-1
"Supernatant","a",2,"Ss",1482,"aripi_peak",3.362,0,0,"Ss_dot_a_2","Ss",2,"1:D,2","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 11:45:29 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Ssa","smpl",0.279605549967183,0.281173129678508,0.011776835332685,0.000138693850453177,0,6,0.279605549967183,1,1.33724430975278,1.3562122779536e-05,0.337244309752779,"Streptococcus salivarius","aripi",1.24759160224887,-1
"Supernatant","a",2,"Ss",1483,"aripi_peak",3.362,0,0,"Ss_dot_a_2","Ss",2,"1:D,2","160808_hitvalid2_p1_p2","PDA Ch1 255nm@3.6nm","8/10/2016 11:50:59 AM CEST",0,"Supernatant 2","zero",0,"a","ctrl","BugFreeControl",0.209090850436204,0.207869245212333,0.00280105734370533,7.84592224272555e-06,0,6,0.209090850436204,"Ssa","smpl",0.279605549967183,0.281173129678508,0.011776835332685,0.000138693850453177,0,6,0.279605549967183,1,1.33724430975278,1.3562122779536e-05,0.337244309752779,"Streptococcus salivarius","aripi",1.24759160224887,-1
