KEGG_ORG	KEGG_UNIPROT	KEGG_GENE	KEGG_PATHWAY	KEGG_EC
csh	D9R6T6	csh:Closa_0973	path:map00472	ec:1.4.1.26
csh	D9R873	csh:Closa_1219	path:map00472	ec:2.6.1.21
csh	D9R873	csh:Closa_1219	path:map00473	ec:2.6.1.21
csh	D9RAA6	csh:Closa_1587	path:map00473	ec:5.1.1.1
ecq	B7N2Q8	ecq:ECED1_4767	path:map00473	ec:5.1.1.1
ecq	B7MTW8	ecq:ECED1_1332	path:map00473	ec:5.1.1.1
ecr		ecr:ECIAI1_4284	path:map00473	ec:5.1.1.1
ecr		ecr:ECIAI1_1207	path:map00473	ec:5.1.1.1
lpl		lpl:lp_0523	path:map00473	ec:5.1.1.1
lla		lla:L0103	path:map00473	ec:5.1.1.1
stj		stj:SALIVA_1796	path:map00473	ec:5.1.1.1
lpl		lpl:lp_2019	path:map00473	ec:6.1.1.13
lpl		lpl:lp_1406	path:map00473	ec:6.1.1.13
lpl		lpl:lp_2017	path:map00473	ec:6.1.1.13
lla		lla:L91510	path:map00473	ec:6.1.1.13
lla		lla:L90005	path:map00473	ec:6.1.1.13
stj		stj:SALIVA_1253	path:map00473	ec:6.1.1.13
stj		stj:SALIVA_1255	path:map00473	ec:6.1.1.13
csh	D9R451	csh:Closa_0528	path:map00473	ec:6.3.2.4
csh	D9R8A9	csh:Closa_1258	path:map00473	ec:6.3.2.4
ecq	B7MNV1	ecq:ECED1_0093	path:map00473	ec:6.3.2.4
ecq	B7MPE2	ecq:ECED1_0404	path:map00473	ec:6.3.2.4
ecr		ecr:ECIAI1_0091	path:map00473	ec:6.3.2.4
ecr		ecr:ECIAI1_0377	path:map00473	ec:6.3.2.4
lpl		lpl:lp_2345	path:map00473	ec:6.3.2.4
lla		lla:L140690	path:map00473	ec:6.3.2.4
stj		stj:SALIVA_1639	path:map00473	ec:6.3.2.4
csh	D9R9C5	csh:Closa_3348	path:map00480	ec:1.1.1.42
ecq	B7MTR7	ecq:ECED1_1280	path:map00480	ec:1.1.1.42
ecr		ecr:ECIAI1_1174	path:map00480	ec:1.1.1.42
lla		lla:L71075	path:map00480	ec:1.1.1.42
stj		stj:SALIVA_0802	path:map00480	ec:1.1.1.42
ecq	B7MWU7	ecq:ECED1_2378	path:map00480	ec:1.1.1.44
ecr		ecr:ECIAI1_2109	path:map00480	ec:1.1.1.44
lpl		lpl:lp_1251	path:map00480	ec:1.1.1.44
lpl		lpl:lp_1541	path:map00480	ec:1.1.1.44
lla		lla:L53699	path:map00480	ec:1.1.1.44
lla		lla:L0046	path:map00480	ec:1.1.1.44
ecq	B7MVN8	ecq:ECED1_2057	path:map00480	ec:1.1.1.49
ecr		ecr:ECIAI1_1925	path:map00480	ec:1.1.1.49
lpl		lpl:lp_2681	path:map00480	ec:1.1.1.49
lla		lla:L0044	path:map00480	ec:1.1.1.49
csh	D9R8Q6	csh:Closa_3256	path:map00480	ec:1.11.1.15
csh	D9R0E4	csh:Closa_3862	path:map00480	ec:1.11.1.15
ecq	B7MYB9	ecq:ECED1_2915	path:map00480	ec:1.11.1.15
ecq	B7MUG4	ecq:ECED1_1532	path:map00480	ec:1.11.1.15
ecq	B7MRP5	ecq:ECED1_0604	path:map00480	ec:1.11.1.15
ecr		ecr:ECIAI1_1349	path:map00480	ec:1.11.1.15
ecr		ecr:ECIAI1_2531	path:map00480	ec:1.11.1.15
ecr		ecr:ECIAI1_0590	path:map00480	ec:1.11.1.15
lpl		lpl:lp_2323	path:map00480	ec:1.11.1.15
lla		lla:L135351	path:map00480	ec:1.11.1.15
lla		lla:L101699	path:map00480	ec:1.11.1.15
stj		stj:SALIVA_1106	path:map00480	ec:1.11.1.15
stj		stj:SALIVA_0093	path:map00480	ec:1.11.1.15
csh	D9R8K2	csh:Closa_3201	path:map00480	ec:1.11.1.9
ecq	B7MVI9	ecq:ECED1_1912	path:map00480	ec:1.11.1.9
ecr		ecr:ECIAI1_1766	path:map00480	ec:1.11.1.9
lpl		lpl:lp_0220	path:map00480	ec:1.11.1.9
lla		lla:L0198	path:map00480	ec:1.11.1.9
stj		stj:SALIVA_1372	path:map00480	ec:1.11.1.9
csh	D9RAF3	csh:Closa_1634	path:map00480	ec:1.17.4.1
csh	D9RAF4	csh:Closa_1635	path:map00480	ec:1.17.4.1
ecq	B7MYX9	ecq:ECED1_3130	path:map00480	ec:1.17.4.1
ecq	B7MYY0	ecq:ECED1_3131	path:map00480	ec:1.17.4.1
ecq	B7MXR5	ecq:ECED1_2700	path:map00480	ec:1.17.4.1
ecq	B7MXR6	ecq:ECED1_2701	path:map00480	ec:1.17.4.1
ecr		ecr:ECIAI1_2771	path:map00480	ec:1.17.4.1
ecr		ecr:ECIAI1_2772	path:map00480	ec:1.17.4.1
ecr		ecr:ECIAI1_2312	path:map00480	ec:1.17.4.1
ecr		ecr:ECIAI1_2313	path:map00480	ec:1.17.4.1
lpl		lpl:lp_0692	path:map00480	ec:1.17.4.1
lpl		lpl:lp_0693	path:map00480	ec:1.17.4.1
lla		lla:L0294	path:map00480	ec:1.17.4.1
lla		lla:L0295	path:map00480	ec:1.17.4.1
stj		stj:SALIVA_0797	path:map00480	ec:1.17.4.1
stj		stj:SALIVA_0798	path:map00480	ec:1.17.4.1
ecq	B7N1T4	ecq:ECED1_4169	path:map00480	ec:1.8.1.7
ecr		ecr:ECIAI1_3645	path:map00480	ec:1.8.1.7
lpl		lpl:lp_0369	path:map00480	ec:1.8.1.7
lpl		lpl:lp_1253	path:map00480	ec:1.8.1.7
lpl		lpl:lp_1822	path:map00480	ec:1.8.1.7
lpl		lpl:lp_3267	path:map00480	ec:1.8.1.7
lla		lla:L0197	path:map00480	ec:1.8.1.7
stj		stj:SALIVA_0384	path:map00480	ec:1.8.1.7
ecq	B7N1N6	ecq:ECED1_4120	path:map00480	ec:2.3.2.2
ecr		ecr:ECIAI1_3591	path:map00480	ec:2.3.2.2
csh	D9R322	csh:Closa_0375	path:map00480	ec:2.5.1.16
ecq	B7MNY3	ecq:ECED1_0125	path:map00480	ec:2.5.1.16
ecr	B7M162	ecr:ECIAI1_0119	path:map00480	ec:2.5.1.16
ecq	B7MVB3	ecq:ECED1_1836	path:map00480	ec:2.5.1.18
ecq	B7MQU1	ecq:ECED1_0802	path:map00480	ec:2.5.1.18
ecq	B7MXX9	ecq:ECED1_2765	path:map00480	ec:2.5.1.18
ecr		ecr:ECIAI1_1687	path:map00480	ec:2.5.1.18
ecr		ecr:ECIAI1_0877	path:map00480	ec:2.5.1.18
ecr		ecr:ECIAI1_2377	path:map00480	ec:2.5.1.18
ecq	B7MSZ3	ecq:ECED1_5113	path:map00480	ec:3.4.11.1
ecr	B7M9L9	ecr:ECIAI1_4491	path:map00480	ec:3.4.11.1
ecq	B7MS50	ecq:ECED1_0962	path:map00480	ec:3.4.11.2
ecr		ecr:ECIAI1_0973	path:map00480	ec:3.4.11.2
lpl		lpl:lp_0937	path:map00480	ec:3.4.11.2
lla		lla:L102360	path:map00480	ec:3.4.11.2
stj		stj:SALIVA_1090	path:map00480	ec:3.4.11.2
ecq	B7MYF7	ecq:ECED1_2954	path:map00480	ec:3.4.11.23
ecr	B7M7M6	ecr:ECIAI1_2575	path:map00480	ec:3.4.11.23
ecq	B7N1N6	ecq:ECED1_4120	path:map00480	ec:3.4.19.13
ecr		ecr:ECIAI1_3591	path:map00480	ec:3.4.19.13
ecq	B7N0C0	ecq:ECED1_3638	path:map00480	ec:3.5.1.78
ecr		ecr:ECIAI1_3137	path:map00480	ec:3.5.1.78
ecq	B7MPK9	ecq:ECED1_0685	path:map00480	ec:3.5.2.9
ecq	B7MPK8	ecq:ECED1_0684	path:map00480	ec:3.5.2.9
ecq	B7MPK7	ecq:ECED1_0683	path:map00480	ec:3.5.2.9
ecr	B7M5M7	ecr:ECIAI1_0687	path:map00480	ec:3.5.2.9
ecr		ecr:ECIAI1_0686	path:map00480	ec:3.5.2.9
ecr		ecr:ECIAI1_0685	path:map00480	ec:3.5.2.9
ecq	B7MZR4	ecq:ECED1_3428	path:map00480	ec:4.1.1.17
ecq	B7MPJ6	ecq:ECED1_0672	path:map00480	ec:4.1.1.17
ecr		ecr:ECIAI1_3098	path:map00480	ec:4.1.1.17
ecr		ecr:ECIAI1_0669	path:map00480	ec:4.1.1.17
ecq	B7MU03	ecq:ECED1_1367	path:map00480	ec:4.3.2.7
ecr		ecr:ECIAI1_1240	path:map00480	ec:4.3.2.7
ecq	B7N0C0	ecq:ECED1_3638	path:map00480	ec:6.3.1.8
ecr		ecr:ECIAI1_3137	path:map00480	ec:6.3.1.8
ecq	B7MRL6	ecq:ECED1_0573	path:map00480	ec:6.3.2.2
ecq	B7MYJ3	ecq:ECED1_3142	path:map00480	ec:6.3.2.2
ecr	B7M9D0	ecr:ECIAI1_2783	path:map00480	ec:6.3.2.2
ecr	B7M4R1	ecr:ECIAI1_0562	path:map00480	ec:6.3.2.2
lpl		lpl:lp_2324	path:map00480	ec:6.3.2.2
lpl		lpl:lp_2336	path:map00480	ec:6.3.2.2
stj		stj:SALIVA_1480	path:map00480	ec:6.3.2.2
ecq	B7MZA2	ecq:ECED1_3410	path:map00480	ec:6.3.2.3
ecr		ecr:ECIAI1_3080	path:map00480	ec:6.3.2.3
csh	D9R6Y9	csh:Closa_1028	path:map00500	ec:2.4.1.1
csh	D9R700	csh:Closa_2894	path:map00500	ec:2.4.1.1
ecq	B7N1J5	ecq:ECED1_4078	path:map00500	ec:2.4.1.1
ecq	B7N175	ecq:ECED1_4103	path:map00500	ec:2.4.1.1
ecr		ecr:ECIAI1_3561	path:map00500	ec:2.4.1.1
ecr		ecr:ECIAI1_3574	path:map00500	ec:2.4.1.1
lpl		lpl:lp_0024	path:map00500	ec:2.4.1.1
lla		lla:L99884	path:map00500	ec:2.4.1.1
stj		stj:SALIVA_1484	path:map00500	ec:2.4.1.1
stj		stj:SALIVA_1085	path:map00500	ec:2.4.1.1
ecq	B7N1X2	ecq:ECED1_4211	path:map00500	ec:2.4.1.12
ecr		ecr:ECIAI1_3684	path:map00500	ec:2.4.1.12
stj		stj:SALIVA_2041	path:map00500	ec:2.4.1.12
ecq	B7MVW2	ecq:ECED1_2162	path:map00500	ec:2.4.1.15
ecr		ecr:ECIAI1_1981	path:map00500	ec:2.4.1.15
csh	D9R0X0	csh:Closa_0126	path:map00500	ec:2.4.1.18
csh	D9R0G9	csh:Closa_3888	path:map00500	ec:2.4.1.18
ecq	B7N1M4	ecq:ECED1_4107	path:map00500	ec:2.4.1.18
ecr		ecr:ECIAI1_3578	path:map00500	ec:2.4.1.18
lpl		lpl:lp_0020	path:map00500	ec:2.4.1.18
stj		stj:SALIVA_1488	path:map00500	ec:2.4.1.18
csh	D9R0E3	csh:Closa_3861	path:map00500	ec:2.4.1.20
csh	D9R8M6	csh:Closa_3225	path:map00500	ec:2.4.1.21
ecq	B7N176	ecq:ECED1_4104	path:map00500	ec:2.4.1.21
ecr	B7M2J2	ecr:ECIAI1_3575	path:map00500	ec:2.4.1.21
lpl		lpl:lp_0023	path:map00500	ec:2.4.1.21
lla		lla:L98347	path:map00500	ec:2.4.1.21
stj		stj:SALIVA_1485	path:map00500	ec:2.4.1.21
csh	D9R0G3	csh:Closa_3882	path:map00500	ec:2.4.1.25
ecq	B7N149	ecq:ECED1_4077	path:map00500	ec:2.4.1.25
ecr		ecr:ECIAI1_3560	path:map00500	ec:2.4.1.25
stj		stj:SALIVA_1084	path:map00500	ec:2.4.1.25
csh	D9R4N3	csh:Closa_0589	path:map00500	ec:2.4.1.7
lpl		lpl:lp_0181	path:map00500	ec:2.4.1.8
lpl		lpl:lp_1730	path:map00500	ec:2.4.1.8
lla		lla:L128690	path:map00500	ec:2.4.1.8
csh	D9R0R7	csh:Closa_0073	path:map00500	ec:2.7.1.2
csh	D9R043	csh:Closa_1915	path:map00500	ec:2.7.1.2
ecq	B7MY46	ecq:ECED1_2835	path:map00500	ec:2.7.1.2
ecr	B7M6Q8	ecr:ECIAI1_2454	path:map00500	ec:2.7.1.2
lpl		lpl:lp_1573	path:map00500	ec:2.7.1.2
lla		lla:L84096	path:map00500	ec:2.7.1.2
stj		stj:SALIVA_0781	path:map00500	ec:2.7.1.2
csh	D9R9D7	csh:Closa_3361	path:map00500	ec:2.7.1.201
ecq	B7MTB8	ecq:ECED1_5095	path:map00500	ec:2.7.1.201
ecr		ecr:ECIAI1_4472	path:map00500	ec:2.7.1.201
stj		stj:SALIVA_1952	path:map00500	ec:2.7.1.201
stj		stj:SALIVA_1953	path:map00500	ec:2.7.1.201
csh	D9QZV2	csh:Closa_0008	path:map00500	ec:2.7.1.205
csh	D9QZV4	csh:Closa_0010	path:map00500	ec:2.7.1.205
csh	D9R3V8	csh:Closa_0434	path:map00500	ec:2.7.1.205
csh	D9R3V9	csh:Closa_0435	path:map00500	ec:2.7.1.205
csh	D9R3Z4	csh:Closa_0470	path:map00500	ec:2.7.1.205
csh	D9R3Z6	csh:Closa_0472	path:map00500	ec:2.7.1.205
csh	D9R9Q9	csh:Closa_1511	path:map00500	ec:2.7.1.205
csh	D9R9R0	csh:Closa_1512	path:map00500	ec:2.7.1.205
csh	D9RAV9	csh:Closa_3633	path:map00500	ec:2.7.1.205
csh	D9RAV8	csh:Closa_3632	path:map00500	ec:2.7.1.205
ecq	B7MVL5	ecq:ECED1_1938	path:map00500	ec:2.7.1.205
