KEGG_CPD	KEGG_EC	KEGG_FORMULA	KEGG_EXACT_MASS
cpd:C00005	ec:1.1.1.65	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.69	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.413	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.417	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.42	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.43	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.44	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.47	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.181	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.183	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.184	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.185	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.186	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.243	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.247	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.248	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.25	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.213	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.214	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.215	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.216	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.217	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.218	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.219	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.220	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.224	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.225	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.229	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.256	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.261	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.263	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.264	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.265	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.266	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.267	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.230	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.231	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.232	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.234	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.235	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.236	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.237	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.238	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.294	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.295	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.298	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.299	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.270	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.271	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.272	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.273	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.274	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.276	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.277	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.278	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.279	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.280	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.281	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.282	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.283	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.252	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.300	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.302	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.307	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.312	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.313	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.284	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.285	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.287	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.289	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.292	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.344	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.123	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.124	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.1	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.10	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.100	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.101	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.102	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.104	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.133	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.134	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.135	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.137	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.138	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.111	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.112	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.113	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.115	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.117	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.119	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.120	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.142	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.145	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.146	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.147	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.148	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.149	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.151	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.153	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.154	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.156	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.157	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.126	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.130	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.131	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.187	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.188	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.189	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.19	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.191	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.193	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.194	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.195	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.160	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.162	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.168	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.169	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.170	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.176	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.177	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.196	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.197	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.2	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.20	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.200	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.201	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.206	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.207	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.208	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.209	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.21	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.210	C21H30N7O17P3	745.0911
cpd:C00005	ec:1.1.1.179	C21H30N7O17P3	745.0911
cpd:C00006	ec:4.1.99.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:5.3.3.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.5.10	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.5.12	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.5.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.5.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.99.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.11	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.12	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.13	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.14	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.2.4	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.2.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.2.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.3.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.3.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.10	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.12	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.13	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.16	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.4	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.7	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.7.1.9	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.5.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.9	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.14	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.15	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.18	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.19	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.8.1.7	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.161	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.165	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.111	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.1.1.147	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.1.1.148	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.85	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.86	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.94	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.281	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.287	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.240	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.244	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.252	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.261	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.236	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.237	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.239	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.3.1.170	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.5.1.148	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.5.1.21	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.4.99.20	C21H29N7O17P3	744.0833
cpd:C00006	ec:2.7.1.23	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.40	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.42	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.99	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.79	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.81	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.82	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.83	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.84	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.85	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.86	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.92	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.12	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.13	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.15	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.16	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.17	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.19	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.99.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.10	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.9	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.20	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.21	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.25	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.4	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.20	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.21	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.4.1.7	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.24	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.25	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.27	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.30	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.31	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.32	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.33	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.34	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.38	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.10	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.16	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.19	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.39	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.40	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.41	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.43	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.45	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.46	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.47	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.48	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.49	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.50	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.52	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.5.1.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.6.3.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.96	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.97	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.99	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.23.1.4	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.10	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.100	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.101	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.102	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.103	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.104	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.105	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.107	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.21.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.21.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.32	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.33	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.34	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.36	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.37	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.38	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.39	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.111	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.112	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.113	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.117	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.13	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.15	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.16	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.17	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.23.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.23.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.23.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.45	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.46	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.47	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.48	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.51	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.54	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.57	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.20	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.21	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.22	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.24	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.27	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.93	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.94	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.96	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.97	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.98	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.67	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.69	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.70	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.71	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.72	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.73	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.74	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.75	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.77	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.3.1.78	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.19.48	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.19.55	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.16.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.16.1.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.99.34	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.99.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.16.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.16.1.9	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.17.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.17.1.10	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.17.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.17.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.17.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.16.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.18.1.6	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.18.1.7	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.19.1.1	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.101	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.18.1.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.3	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.30	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.31	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.11	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.13	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.15	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.16	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.17	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.18	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.18.1.4	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.63	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.38	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.4	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.41	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.44	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.49	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.5	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.26	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.28	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.7	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.70	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.75	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.76	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.77	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.79	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.50	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.51	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.52	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.57	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.59	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.8	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.80	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.81	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.83	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.84	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.88	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.89	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.9	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.90	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.91	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.68	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.92	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.2.1.95	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.195	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.196	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.153	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.224	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.225	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.226	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.228	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.2	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.20	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.200	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.208	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.210	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.211	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.232	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.233	C21H29N7O17P3	744.0833
cpd:C00006	ec:1.14.13.234	C21H29N7O17P3	744.0833
