KEGG_PATHWAY	KEGG_CPD	KEGG_ORG	KEGG_FORMULA	KEGG_EXACT_MASS
path:map00010	cpd:C00022	csh	C3H4O3	88.016
path:map00010	cpd:C00022	ecq	C3H4O3	88.016
path:map00010	cpd:C00022	ecr	C3H4O3	88.016
path:map00010	cpd:C00022	lpl	C3H4O3	88.016
path:map00010	cpd:C00022	lla	C3H4O3	88.016
path:map00010	cpd:C00022	stj	C3H4O3	88.016
path:map00010	cpd:C00024	ecq	C23H38N7O17P3S	809.1258
path:map00010	cpd:C00024	ecr	C23H38N7O17P3S	809.1258
path:map00010	cpd:C00024	lpl	C23H38N7O17P3S	809.1258
path:map00010	cpd:C00024	lla	C23H38N7O17P3S	809.1258
path:map00010	cpd:C00024	csh	C23H38N7O17P3S	809.1258
path:map00010	cpd:C00024	stj	C23H38N7O17P3S	809.1258
path:map00010	cpd:C00031	ecq	C6H12O6	180.0634
path:map00010	cpd:C00031	ecr	C6H12O6	180.0634
path:map00010	cpd:C00031	lla	C6H12O6	180.0634
path:map00010	cpd:C00031	csh	C6H12O6	180.0634
path:map00010	cpd:C00031	lpl	C6H12O6	180.0634
path:map00010	cpd:C00031	stj	C6H12O6	180.0634
path:map00010	cpd:C00033	ecq	C2H4O2	60.0211
path:map00010	cpd:C00033	ecr	C2H4O2	60.0211
path:map00010	cpd:C00033	csh	C2H4O2	60.0211
path:map00010	cpd:C00033	lpl	C2H4O2	60.0211
path:map00010	cpd:C00033	lla	C2H4O2	60.0211
path:map00010	cpd:C00033	stj	C2H4O2	60.0211
path:map00010	cpd:C00036	ecq	C4H4O5	132.0059
path:map00010	cpd:C00036	ecr	C4H4O5	132.0059
path:map00010	cpd:C00036	csh	C4H4O5	132.0059
path:map00010	cpd:C00036	lpl	C4H4O5	132.0059
path:map00010	cpd:C00036	lla	C4H4O5	132.0059
path:map00010	cpd:C00036	stj	C4H4O5	132.0059
path:map00010	cpd:C00068	ecq	C12H19N4O7P2S	425.045
path:map00010	cpd:C00068	ecr	C12H19N4O7P2S	425.045
path:map00010	cpd:C00068	csh	C12H19N4O7P2S	425.045
path:map00010	cpd:C00068	lpl	C12H19N4O7P2S	425.045
path:map00010	cpd:C00068	lla	C12H19N4O7P2S	425.045
path:map00010	cpd:C00068	stj	C12H19N4O7P2S	425.045
path:map00010	cpd:C00074	csh	C3H5O6P	167.9824
path:map00010	cpd:C00074	ecq	C3H5O6P	167.9824
path:map00010	cpd:C00074	ecr	C3H5O6P	167.9824
path:map00010	cpd:C00074	lpl	C3H5O6P	167.9824
path:map00010	cpd:C00074	lla	C3H5O6P	167.9824
path:map00010	cpd:C00074	stj	C3H5O6P	167.9824
path:map00010	cpd:C00084	csh	C2H4O	44.0262
path:map00010	cpd:C00084	ecq	C2H4O	44.0262
path:map00010	cpd:C00084	ecr	C2H4O	44.0262
path:map00010	cpd:C00084	lpl	C2H4O	44.0262
path:map00010	cpd:C00084	lla	C2H4O	44.0262
path:map00010	cpd:C00084	stj	C2H4O	44.0262
path:map00010	cpd:C00103	csh	C6H13O9P	260.0297
path:map00010	cpd:C00103	ecq	C6H13O9P	260.0297
path:map00010	cpd:C00103	ecr	C6H13O9P	260.0297
path:map00010	cpd:C00103	lpl	C6H13O9P	260.0297
path:map00010	cpd:C00103	lla	C6H13O9P	260.0297
path:map00010	cpd:C00103	stj	C6H13O9P	260.0297
path:map00010	cpd:C00111	csh	C3H7O6P	169.998
path:map00010	cpd:C00111	ecq	C3H7O6P	169.998
path:map00010	cpd:C00111	ecr	C3H7O6P	169.998
path:map00010	cpd:C00111	lla	C3H7O6P	169.998
path:map00010	cpd:C00111	lpl	C3H7O6P	169.998
path:map00010	cpd:C00111	stj	C3H7O6P	169.998
path:map00010	cpd:C00118	csh	C3H7O6P	169.998
path:map00010	cpd:C00118	ecq	C3H7O6P	169.998
path:map00010	cpd:C00118	ecr	C3H7O6P	169.998
path:map00010	cpd:C00118	lpl	C3H7O6P	169.998
path:map00010	cpd:C00118	lla	C3H7O6P	169.998
path:map00010	cpd:C00118	stj	C3H7O6P	169.998
path:map00010	cpd:C00186	ecq	C3H6O3	90.0317
path:map00010	cpd:C00186	ecr	C3H6O3	90.0317
path:map00010	cpd:C00186	csh	C3H6O3	90.0317
path:map00010	cpd:C00186	lpl	C3H6O3	90.0317
path:map00010	cpd:C00186	lla	C3H6O3	90.0317
path:map00010	cpd:C00186	stj	C3H6O3	90.0317
path:map00010	cpd:C00197	stj	C3H7O7P	185.9929
path:map00010	cpd:C00197	csh	C3H7O7P	185.9929
path:map00010	cpd:C00197	ecq	C3H7O7P	185.9929
path:map00010	cpd:C00197	ecr	C3H7O7P	185.9929
path:map00010	cpd:C00197	lpl	C3H7O7P	185.9929
path:map00010	cpd:C00197	lla	C3H7O7P	185.9929
path:map00010	cpd:C00221	csh	C6H12O6	180.0634
path:map00010	cpd:C00221	ecq	C6H12O6	180.0634
path:map00010	cpd:C00221	ecr	C6H12O6	180.0634
path:map00010	cpd:C00221	lpl	C6H12O6	180.0634
path:map00010	cpd:C00221	lla	C6H12O6	180.0634
path:map00010	cpd:C00221	stj	C6H12O6	180.0634
path:map00010	cpd:C00236	csh	C3H8O10P2	265.9593
path:map00010	cpd:C00236	ecq	C3H8O10P2	265.9593
path:map00010	cpd:C00236	ecr	C3H8O10P2	265.9593
path:map00010	cpd:C00236	lpl	C3H8O10P2	265.9593
path:map00010	cpd:C00236	lla	C3H8O10P2	265.9593
path:map00010	cpd:C00236	stj	C3H8O10P2	265.9593
path:map00010	cpd:C00267	csh	C6H12O6	180.0634
path:map00010	cpd:C00267	ecq	C6H12O6	180.0634
path:map00010	cpd:C00267	ecr	C6H12O6	180.0634
path:map00010	cpd:C00267	lpl	C6H12O6	180.0634
path:map00010	cpd:C00267	lla	C6H12O6	180.0634
path:map00010	cpd:C00267	stj	C6H12O6	180.0634
path:map00010	cpd:C00469	csh	C2H6O	46.0419
path:map00010	cpd:C00469	ecq	C2H6O	46.0419
path:map00010	cpd:C00469	ecr	C2H6O	46.0419
path:map00010	cpd:C00469	lpl	C2H6O	46.0419
path:map00010	cpd:C00469	lla	C2H6O	46.0419
path:map00010	cpd:C00469	stj	C2H6O	46.0419
path:map00010	cpd:C00631	csh	C3H7O7P	185.9929
path:map00010	cpd:C00631	ecq	C3H7O7P	185.9929
path:map00010	cpd:C00631	ecr	C3H7O7P	185.9929
path:map00010	cpd:C00631	lpl	C3H7O7P	185.9929
path:map00010	cpd:C00631	lla	C3H7O7P	185.9929
path:map00010	cpd:C00631	stj	C3H7O7P	185.9929
path:map00010	cpd:C00668	ecq	C6H13O9P	260.0297
path:map00010	cpd:C00668	ecr	C6H13O9P	260.0297
path:map00010	cpd:C00668	csh	C6H13O9P	260.0297
path:map00010	cpd:C00668	lpl	C6H13O9P	260.0297
path:map00010	cpd:C00668	lla	C6H13O9P	260.0297
path:map00010	cpd:C00668	stj	C6H13O9P	260.0297
path:map00010	cpd:C01159	ecq	C3H8O10P2	265.9593
path:map00010	cpd:C01159	ecr	C3H8O10P2	265.9593
path:map00010	cpd:C01159	lpl	C3H8O10P2	265.9593
path:map00010	cpd:C01159	lla	C3H8O10P2	265.9593
path:map00010	cpd:C01159	stj	C3H8O10P2	265.9593
path:map00010	cpd:C01172	csh	C6H13O9P	260.0297
path:map00010	cpd:C01172	ecq	C6H13O9P	260.0297
path:map00010	cpd:C01172	ecr	C6H13O9P	260.0297
path:map00010	cpd:C01172	lpl	C6H13O9P	260.0297
path:map00010	cpd:C01172	lla	C6H13O9P	260.0297
path:map00010	cpd:C01172	stj	C6H13O9P	260.0297
path:map00010	cpd:C05125	csh	C14H23N4O8P2S	469.0712
path:map00010	cpd:C05125	ecq	C14H23N4O8P2S	469.0712
path:map00010	cpd:C05125	ecr	C14H23N4O8P2S	469.0712
path:map00010	cpd:C05125	lpl	C14H23N4O8P2S	469.0712
path:map00010	cpd:C05125	lla	C14H23N4O8P2S	469.0712
path:map00010	cpd:C05125	stj	C14H23N4O8P2S	469.0712
path:map00010	cpd:C05345	csh	C6H13O9P	260.0297
path:map00010	cpd:C05345	ecq	C6H13O9P	260.0297
path:map00010	cpd:C05345	ecr	C6H13O9P	260.0297
path:map00010	cpd:C05345	lpl	C6H13O9P	260.0297
path:map00010	cpd:C05345	lla	C6H13O9P	260.0297
path:map00010	cpd:C05345	stj	C6H13O9P	260.0297
path:map00010	cpd:C05378	csh	C6H14O12P2	339.996
path:map00010	cpd:C05378	ecq	C6H14O12P2	339.996
path:map00010	cpd:C05378	ecr	C6H14O12P2	339.996
path:map00010	cpd:C05378	lpl	C6H14O12P2	339.996
path:map00010	cpd:C05378	lla	C6H14O12P2	339.996
path:map00010	cpd:C05378	stj	C6H14O12P2	339.996
path:map00010	cpd:C06187	csh	C12H17O10P	352.0559
path:map00010	cpd:C06187	ecq	C12H17O10P	352.0559
path:map00010	cpd:C06187	ecr	C12H17O10P	352.0559
path:map00010	cpd:C06187	lpl	C12H17O10P	352.0559
path:map00010	cpd:C06187	lla	C12H17O10P	352.0559
path:map00010	cpd:C06187	stj	C12H17O10P	352.0559
path:map00010	cpd:C06188	csh	C13H19O10P	366.0716
path:map00010	cpd:C06188	ecq	C13H19O10P	366.0716
path:map00010	cpd:C06188	ecr	C13H19O10P	366.0716
path:map00010	cpd:C06188	lpl	C13H19O10P	366.0716
path:map00010	cpd:C06188	lla	C13H19O10P	366.0716
path:map00010	cpd:C06188	stj	C13H19O10P	366.0716
path:map00010	cpd:C15972	csh	C8H14NOS2R	
path:map00010	cpd:C15972	ecq	C8H14NOS2R	
path:map00010	cpd:C15972	ecr	C8H14NOS2R	
path:map00010	cpd:C15972	lpl	C8H14NOS2R	
path:map00010	cpd:C15972	lla	C8H14NOS2R	
path:map00010	cpd:C15972	stj	C8H14NOS2R	
path:map00010	cpd:C15973	ecq	C8H16NOS2R	
path:map00010	cpd:C15973	ecr	C8H16NOS2R	
path:map00010	cpd:C15973	lpl	C8H16NOS2R	
path:map00010	cpd:C15973	lla	C8H16NOS2R	
path:map00010	cpd:C15973	stj	C8H16NOS2R	
path:map00010	cpd:C15973	csh	C8H16NOS2R	
path:map00010	cpd:C16255	ecq	C10H18NO2S2R	
path:map00010	cpd:C16255	ecr	C10H18NO2S2R	
path:map00010	cpd:C16255	lpl	C10H18NO2S2R	
path:map00010	cpd:C16255	lla	C10H18NO2S2R	
path:map00010	cpd:C16255	stj	C10H18NO2S2R	
path:map00020	cpd:C00022	csh	C3H4O3	88.016
path:map00020	cpd:C00022	ecq	C3H4O3	88.016
path:map00020	cpd:C00022	ecr	C3H4O3	88.016
path:map00020	cpd:C00022	lpl	C3H4O3	88.016
path:map00020	cpd:C00022	lla	C3H4O3	88.016
path:map00020	cpd:C00022	stj	C3H4O3	88.016
path:map00020	cpd:C00024	ecq	C23H38N7O17P3S	809.1258
path:map00020	cpd:C00024	ecr	C23H38N7O17P3S	809.1258
path:map00020	cpd:C00024	lpl	C23H38N7O17P3S	809.1258
path:map00020	cpd:C00024	lla	C23H38N7O17P3S	809.1258
path:map00020	cpd:C00024	csh	C23H38N7O17P3S	809.1258
path:map00020	cpd:C00024	stj	C23H38N7O17P3S	809.1258
path:map00020	cpd:C00026	csh	C5H6O5	146.0215
path:map00020	cpd:C00026	ecq	C5H6O5	146.0215
path:map00020	cpd:C00026	ecr	C5H6O5	146.0215
path:map00020	cpd:C00026	lpl	C5H6O5	146.0215
path:map00020	cpd:C00026	lla	C5H6O5	146.0215
path:map00020	cpd:C00026	stj	C5H6O5	146.0215
path:map00020	cpd:C00036	ecq	C4H4O5	132.0059
path:map00020	cpd:C00036	ecr	C4H4O5	132.0059
path:map00020	cpd:C00036	csh	C4H4O5	132.0059
path:map00020	cpd:C00036	lpl	C4H4O5	132.0059
path:map00020	cpd:C00036	lla	C4H4O5	132.0059
path:map00020	cpd:C00036	stj	C4H4O5	132.0059
path:map00020	cpd:C00042	ecq	C4H6O4	118.0266
path:map00020	cpd:C00042	ecr	C4H6O4	118.0266
path:map00020	cpd:C00042	lpl	C4H6O4	118.0266
path:map00020	cpd:C00042	lla	C4H6O4	118.0266
path:map00020	cpd:C00042	stj	C4H6O4	118.0266
path:map00020	cpd:C00042	csh	C4H6O4	118.0266
path:map00020	cpd:C00068	ecq	C12H19N4O7P2S	425.045
path:map00020	cpd:C00068	ecr	C12H19N4O7P2S	425.045
path:map00020	cpd:C00068	csh	C12H19N4O7P2S	425.045
path:map00020	cpd:C00068	lpl	C12H19N4O7P2S	425.045
path:map00020	cpd:C00068	lla	C12H19N4O7P2S	425.045
path:map00020	cpd:C00068	stj	C12H19N4O7P2S	425.045
path:map00020	cpd:C00074	csh	C3H5O6P	167.9824
path:map00020	cpd:C00074	ecq	C3H5O6P	167.9824
path:map00020	cpd:C00074	ecr	C3H5O6P	167.9824
path:map00020	cpd:C00074	lpl	C3H5O6P	167.9824
path:map00020	cpd:C00074	lla	C3H5O6P	167.9824
path:map00020	cpd:C00074	stj	C3H5O6P	167.9824
path:map00020	cpd:C00091	ecq	C25H40N7O19P3S	867.1313
path:map00020	cpd:C00091	ecr	C25H40N7O19P3S	867.1313
path:map00020	cpd:C00091	csh	C25H40N7O19P3S	867.1313
path:map00020	cpd:C00091	lpl	C25H40N7O19P3S	867.1313
path:map00020	cpd:C00091	lla	C25H40N7O19P3S	867.1313
path:map00020	cpd:C00091	stj	C25H40N7O19P3S	867.1313
path:map00020	cpd:C00122	lla	C4H4O4	116.011
path:map00020	cpd:C00122	stj	C4H4O4	116.011
path:map00020	cpd:C00122	ecq	C4H4O4	116.011
path:map00020	cpd:C00122	ecr	C4H4O4	116.011
path:map00020	cpd:C00122	lpl	C4H4O4	116.011
path:map00020	cpd:C00122	csh	C4H4O4	116.011
path:map00020	cpd:C00149	ecq	C4H6O5	134.0215
path:map00020	cpd:C00149	ecr	C4H6O5	134.0215
path:map00020	cpd:C00149	csh	C4H6O5	134.0215
path:map00020	cpd:C00149	lpl	C4H6O5	134.0215
path:map00020	cpd:C00149	lla	C4H6O5	134.0215
path:map00020	cpd:C00158	ecq	C6H8O7	192.027
path:map00020	cpd:C00158	ecr	C6H8O7	192.027
path:map00020	cpd:C00158	lpl	C6H8O7	192.027
path:map00020	cpd:C00158	lla	C6H8O7	192.027
path:map00020	cpd:C00158	csh	C6H8O7	192.027
path:map00020	cpd:C00158	stj	C6H8O7	192.027
path:map00020	cpd:C00311	csh	C6H8O7	192.027
path:map00020	cpd:C00311	ecq	C6H8O7	192.027
path:map00020	cpd:C00311	ecr	C6H8O7	192.027
path:map00020	cpd:C00311	lla	C6H8O7	192.027
path:map00020	cpd:C00311	stj	C6H8O7	192.027
path:map00020	cpd:C00417	csh	C6H6O6	174.0164
path:map00020	cpd:C00417	ecq	C6H6O6	174.0164
path:map00020	cpd:C00417	ecr	C6H6O6	174.0164
path:map00020	cpd:C00417	lla	C6H6O6	174.0164
path:map00020	cpd:C00417	stj	C6H6O6	174.0164
path:map00020	cpd:C05125	csh	C14H23N4O8P2S	469.0712
path:map00020	cpd:C05125	ecq	C14H23N4O8P2S	469.0712
path:map00020	cpd:C05125	ecr	C14H23N4O8P2S	469.0712
path:map00020	cpd:C05125	lpl	C14H23N4O8P2S	469.0712
path:map00020	cpd:C05125	lla	C14H23N4O8P2S	469.0712
path:map00020	cpd:C05125	stj	C14H23N4O8P2S	469.0712
path:map00020	cpd:C05379	csh	C6H6O7	190.0114
path:map00020	cpd:C05379	ecq	C6H6O7	190.0114
path:map00020	cpd:C05379	ecr	C6H6O7	190.0114
path:map00020	cpd:C05379	lla	C6H6O7	190.0114
path:map00020	cpd:C05379	stj	C6H6O7	190.0114
path:map00020	cpd:C05381	ecq	C16H25N4O10P2S	527.0767
path:map00020	cpd:C05381	ecr	C16H25N4O10P2S	527.0767
path:map00020	cpd:C15972	csh	C8H14NOS2R	
path:map00020	cpd:C15972	ecq	C8H14NOS2R	
path:map00020	cpd:C15972	ecr	C8H14NOS2R	
path:map00020	cpd:C15972	lpl	C8H14NOS2R	
path:map00020	cpd:C15972	lla	C8H14NOS2R	
path:map00020	cpd:C15972	stj	C8H14NOS2R	
path:map00020	cpd:C15973	ecq	C8H16NOS2R	
path:map00020	cpd:C15973	ecr	C8H16NOS2R	
path:map00020	cpd:C15973	lpl	C8H16NOS2R	
path:map00020	cpd:C15973	lla	C8H16NOS2R	
path:map00020	cpd:C15973	stj	C8H16NOS2R	
path:map00020	cpd:C15973	csh	C8H16NOS2R	
path:map00020	cpd:C16254	ecq	C12H20NO4S2R	
path:map00020	cpd:C16254	ecr	C12H20NO4S2R	
path:map00020	cpd:C16255	ecq	C10H18NO2S2R	
path:map00020	cpd:C16255	ecr	C10H18NO2S2R	
path:map00020	cpd:C16255	lpl	C10H18NO2S2R	
path:map00020	cpd:C16255	lla	C10H18NO2S2R	
path:map00020	cpd:C16255	stj	C10H18NO2S2R	
path:map00030	cpd:C00022	csh	C3H4O3	88.016
path:map00030	cpd:C00022	ecq	C3H4O3	88.016
path:map00030	cpd:C00022	ecr	C3H4O3	88.016
path:map00030	cpd:C00022	lpl	C3H4O3	88.016
path:map00030	cpd:C00022	lla	C3H4O3	88.016
path:map00030	cpd:C00022	stj	C3H4O3	88.016
path:map00030	cpd:C00031	ecq	C6H12O6	180.0634
path:map00030	cpd:C00031	ecr	C6H12O6	180.0634
path:map00030	cpd:C00031	lla	C6H12O6	180.0634
path:map00030	cpd:C00031	csh	C6H12O6	180.0634
path:map00030	cpd:C00031	lpl	C6H12O6	180.0634
path:map00030	cpd:C00031	stj	C6H12O6	180.0634
path:map00030	cpd:C00117	csh	C5H11O8P	230.0192
path:map00030	cpd:C00117	ecq	C5H11O8P	230.0192
path:map00030	cpd:C00117	ecr	C5H11O8P	230.0192
path:map00030	cpd:C00117	lpl	C5H11O8P	230.0192
path:map00030	cpd:C00117	lla	C5H11O8P	230.0192
path:map00030	cpd:C00117	stj	C5H11O8P	230.0192
path:map00030	cpd:C00118	csh	C3H7O6P	169.998
path:map00030	cpd:C00118	ecq	C3H7O6P	169.998
path:map00030	cpd:C00118	ecr	C3H7O6P	169.998
path:map00030	cpd:C00118	lpl	C3H7O6P	169.998
path:map00030	cpd:C00118	lla	C3H7O6P	169.998
path:map00030	cpd:C00118	stj	C3H7O6P	169.998
path:map00030	cpd:C00119	ecq	C5H13O14P3	389.9518
path:map00030	cpd:C00119	ecr	C5H13O14P3	389.9518
path:map00030	cpd:C00119	csh	C5H13O14P3	389.9518
path:map00030	cpd:C00119	lpl	C5H13O14P3	389.9518
path:map00030	cpd:C00119	lla	C5H13O14P3	389.9518
path:map00030	cpd:C00119	stj	C5H13O14P3	389.9518
path:map00030	cpd:C00121	csh	C5H10O5	150.0528
path:map00030	cpd:C00121	ecq	C5H10O5	150.0528
path:map00030	cpd:C00121	ecr	C5H10O5	150.0528
path:map00030	cpd:C00121	lpl	C5H10O5	150.0528
path:map00030	cpd:C00121	lla	C5H10O5	150.0528
path:map00030	cpd:C00197	stj	C3H7O7P	185.9929
path:map00030	cpd:C00197	csh	C3H7O7P	185.9929
path:map00030	cpd:C00197	ecq	C3H7O7P	185.9929
path:map00030	cpd:C00197	ecr	C3H7O7P	185.9929
path:map00030	cpd:C00197	lpl	C3H7O7P	185.9929
path:map00030	cpd:C00197	lla	C3H7O7P	185.9929
path:map00030	cpd:C00198	ecq	C6H10O6	178.0477
path:map00030	cpd:C00198	ecr	C6H10O6	178.0477
path:map00030	cpd:C00199	lpl	C5H11O8P	230.0192
path:map00030	cpd:C00199	ecq	C5H11O8P	230.0192
path:map00030	cpd:C00199	ecr	C5H11O8P	230.0192
path:map00030	cpd:C00199	lla	C5H11O8P	230.0192
path:map00030	cpd:C00199	csh	C5H11O8P	230.0192
path:map00030	cpd:C00199	stj	C5H11O8P	230.0192
path:map00030	cpd:C00204	ecq	C6H10O6	178.0477
path:map00030	cpd:C00204	ecr	C6H10O6	178.0477
path:map00030	cpd:C00204	csh	C6H10O6	178.0477
path:map00030	cpd:C00204	lla	C6H10O6	178.0477
path:map00030	cpd:C00204	lpl	C6H10O6	178.0477
path:map00030	cpd:C00221	csh	C6H12O6	180.0634
path:map00030	cpd:C00221	ecq	C6H12O6	180.0634
path:map00030	cpd:C00221	ecr	C6H12O6	180.0634
path:map00030	cpd:C00221	lpl	C6H12O6	180.0634
path:map00030	cpd:C00221	lla	C6H12O6	180.0634
path:map00030	cpd:C00221	stj	C6H12O6	180.0634
path:map00030	cpd:C00231	lpl	C5H11O8P	230.0192
path:map00030	cpd:C00231	lla	C5H11O8P	230.0192
path:map00030	cpd:C00231	csh	C5H11O8P	230.0192
path:map00030	cpd:C00231	ecq	C5H11O8P	230.0192
path:map00030	cpd:C00231	ecr	C5H11O8P	230.0192
path:map00030	cpd:C00231	stj	C5H11O8P	230.0192
path:map00030	cpd:C00257	ecq	C6H12O7	196.0583
path:map00030	cpd:C00257	ecr	C6H12O7	196.0583
path:map00030	cpd:C00257	csh	C6H12O7	196.0583
path:map00030	cpd:C00257	lpl	C6H12O7	196.0583
path:map00030	cpd:C00257	lla	C6H12O7	196.0583
path:map00030	cpd:C00258	csh	C3H6O4	106.0266
path:map00030	cpd:C00258	ecq	C3H6O4	106.0266
path:map00030	cpd:C00258	ecr	C3H6O4	106.0266
path:map00030	cpd:C00258	lpl	C3H6O4	106.0266
path:map00030	cpd:C00258	lla	C3H6O4	106.0266
path:map00030	cpd:C00258	stj	C3H6O4	106.0266
path:map00030	cpd:C00279	csh	C4H9O7P	200.0086
path:map00030	cpd:C00279	ecq	C4H9O7P	200.0086
path:map00030	cpd:C00279	ecr	C4H9O7P	200.0086
path:map00030	cpd:C00279	lpl	C4H9O7P	200.0086
path:map00030	cpd:C00279	lla	C4H9O7P	200.0086
path:map00030	cpd:C00279	stj	C4H9O7P	200.0086
path:map00030	cpd:C00345	ecq	C6H13O10P	276.0246
path:map00030	cpd:C00345	ecr	C6H13O10P	276.0246
path:map00030	cpd:C00345	lpl	C6H13O10P	276.0246
path:map00030	cpd:C00345	lla	C6H13O10P	276.0246
path:map00030	cpd:C00345	csh	C6H13O10P	276.0246
path:map00030	cpd:C00577	csh	C3H6O3	90.0317
path:map00030	cpd:C00577	ecq	C3H6O3	90.0317
path:map00030	cpd:C00577	ecr	C3H6O3	90.0317
path:map00030	cpd:C00577	lpl	C3H6O3	90.0317
path:map00030	cpd:C00577	lla	C3H6O3	90.0317
path:map00030	cpd:C00577	stj	C3H6O3	90.0317
path:map00030	cpd:C00620	csh	C5H11O8P	230.0192
path:map00030	cpd:C00620	ecq	C5H11O8P	230.0192
path:map00030	cpd:C00620	ecr	C5H11O8P	230.0192
path:map00030	cpd:C00620	lpl	C5H11O8P	230.0192
path:map00030	cpd:C00620	stj	C5H11O8P	230.0192
path:map00030	cpd:C00620	lla	C5H11O8P	230.0192
path:map00030	cpd:C00631	csh	C3H7O7P	185.9929
path:map00030	cpd:C00631	ecq	C3H7O7P	185.9929
path:map00030	cpd:C00631	ecr	C3H7O7P	185.9929
path:map00030	cpd:C00631	lpl	C3H7O7P	185.9929
path:map00030	cpd:C00631	lla	C3H7O7P	185.9929
path:map00030	cpd:C00631	stj	C3H7O7P	185.9929
path:map00030	cpd:C00668	ecq	C6H13O9P	260.0297
path:map00030	cpd:C00668	ecr	C6H13O9P	260.0297
path:map00030	cpd:C00668	csh	C6H13O9P	260.0297
path:map00030	cpd:C00668	lpl	C6H13O9P	260.0297
path:map00030	cpd:C00668	lla	C6H13O9P	260.0297
path:map00030	cpd:C00668	stj	C6H13O9P	260.0297
path:map00030	cpd:C00672	csh	C5H11O7P	214.0242
path:map00030	cpd:C00672	ecq	C5H11O7P	214.0242
path:map00030	cpd:C00672	ecr	C5H11O7P	214.0242
path:map00030	cpd:C00672	lla	C5H11O7P	214.0242
path:map00030	cpd:C00672	stj	C5H11O7P	214.0242
path:map00030	cpd:C00673	csh	C5H11O7P	214.0242
path:map00030	cpd:C00673	ecq	C5H11O7P	214.0242
path:map00030	cpd:C00673	ecr	C5H11O7P	214.0242
path:map00030	cpd:C00673	lpl	C5H11O7P	214.0242
path:map00030	cpd:C00673	lla	C5H11O7P	214.0242
path:map00030	cpd:C00673	stj	C5H11O7P	214.0242
path:map00030	cpd:C01151	ecq	C5H12O11P2	309.9855
path:map00030	cpd:C01151	ecr	C5H12O11P2	309.9855
path:map00030	cpd:C01151	csh	C5H12O11P2	309.9855
path:map00030	cpd:C01172	csh	C6H13O9P	260.0297
path:map00030	cpd:C01172	ecq	C6H13O9P	260.0297
path:map00030	cpd:C01172	ecr	C6H13O9P	260.0297
path:map00030	cpd:C01172	lpl	C6H13O9P	260.0297
path:map00030	cpd:C01172	lla	C6H13O9P	260.0297
path:map00030	cpd:C01172	stj	C6H13O9P	260.0297
path:map00030	cpd:C01236	ecq	C6H11O9P	258.0141
path:map00030	cpd:C01236	ecr	C6H11O9P	258.0141
path:map00030	cpd:C01236	lpl	C6H11O9P	258.0141
path:map00030	cpd:C01236	lla	C6H11O9P	258.0141
path:map00030	cpd:C01236	csh	C6H11O9P	258.0141
path:map00030	cpd:C01801	csh	C5H10O4	134.0579
path:map00030	cpd:C01801	ecq	C5H10O4	134.0579
path:map00030	cpd:C01801	ecr	C5H10O4	134.0579
path:map00030	cpd:C01801	lpl	C5H10O4	134.0579
path:map00030	cpd:C01801	lla	C5H10O4	134.0579
path:map00030	cpd:C03752	ecr	C6H13NO6	195.0743
path:map00030	cpd:C04442	ecr	C6H11O9P	258.0141
path:map00030	cpd:C04442	ecq	C6H11O9P	258.0141
path:map00030	cpd:C04442	csh	C6H11O9P	258.0141
path:map00030	cpd:C04442	lla	C6H11O9P	258.0141
path:map00030	cpd:C04442	lpl	C6H11O9P	258.0141
path:map00030	cpd:C05345	csh	C6H13O9P	260.0297
path:map00030	cpd:C05345	ecq	C6H13O9P	260.0297
path:map00030	cpd:C05345	ecr	C6H13O9P	260.0297
path:map00030	cpd:C05345	lpl	C6H13O9P	260.0297
path:map00030	cpd:C05345	lla	C6H13O9P	260.0297
path:map00030	cpd:C05345	stj	C6H13O9P	260.0297
path:map00030	cpd:C05378	csh	C6H14O12P2	339.996
path:map00030	cpd:C05378	ecq	C6H14O12P2	339.996
path:map00030	cpd:C05378	ecr	C6H14O12P2	339.996
path:map00030	cpd:C05378	lpl	C6H14O12P2	339.996
path:map00030	cpd:C05378	lla	C6H14O12P2	339.996
path:map00030	cpd:C05378	stj	C6H14O12P2	339.996
path:map00030	cpd:C05382	csh	C7H15O10P	290.0403
path:map00030	cpd:C05382	ecq	C7H15O10P	290.0403
path:map00030	cpd:C05382	ecr	C7H15O10P	290.0403
path:map00030	cpd:C05382	lla	C7H15O10P	290.0403
path:map00030	cpd:C05382	lpl	C7H15O10P	290.0403
path:map00030	cpd:C05382	stj	C7H15O10P	290.0403
path:map00030	cpd:C06019	ecq	C6H13O9P	260.0297
path:map00030	cpd:C06473	ecq	C6H10O7	194.0427
path:map00030	cpd:C06473	ecr	C6H10O7	194.0427
path:map00030	cpd:C20589	ecr	C6H14NO9P	275.0406
path:map00040	cpd:C00022	csh	C3H4O3	88.016
path:map00040	cpd:C00022	ecq	C3H4O3	88.016
path:map00040	cpd:C00022	ecr	C3H4O3	88.016
path:map00040	cpd:C00022	lpl	C3H4O3	88.016
path:map00040	cpd:C00022	lla	C3H4O3	88.016
path:map00040	cpd:C00022	stj	C3H4O3	88.016
path:map00040	cpd:C00026	csh	C5H6O5	146.0215
path:map00040	cpd:C00026	ecq	C5H6O5	146.0215
path:map00040	cpd:C00026	ecr	C5H6O5	146.0215
path:map00040	cpd:C00026	lpl	C5H6O5	146.0215
path:map00040	cpd:C00026	lla	C5H6O5	146.0215
