KEGG_PATHWAY	KEGG_CPD	KEGG_ORG	KEGG_FORMULA	KEGG_EXACT_MASS
path:map00300	cpd:C00441	csh	C4H7NO3	117.0426
path:map00300	cpd:C00441	ecq	C4H7NO3	117.0426
path:map00300	cpd:C00441	ecr	C4H7NO3	117.0426
path:map00300	cpd:C00441	lpl	C4H7NO3	117.0426
path:map00300	cpd:C00441	lla	C4H7NO3	117.0426
path:map00300	cpd:C00441	stj	C4H7NO3	117.0426
path:map00300	cpd:C00449	csh	C11H20N2O6	276.1321
path:map00300	cpd:C00666	csh	C7H14N2O4	190.0954
path:map00300	cpd:C00666	ecq	C7H14N2O4	190.0954
path:map00300	cpd:C00666	ecr	C7H14N2O4	190.0954
path:map00300	cpd:C00666	lpl	C7H14N2O4	190.0954
path:map00300	cpd:C00666	lla	C7H14N2O4	190.0954
path:map00300	cpd:C00666	stj	C7H14N2O4	190.0954
path:map00300	cpd:C00680	csh	C7H14N2O4	190.0954
path:map00300	cpd:C00680	ecq	C7H14N2O4	190.0954
path:map00300	cpd:C00680	ecr	C7H14N2O4	190.0954
path:map00300	cpd:C00680	lpl	C7H14N2O4	190.0954
path:map00300	cpd:C00680	lla	C7H14N2O4	190.0954
path:map00300	cpd:C00680	stj	C7H14N2O4	190.0954
path:map00300	cpd:C03082	csh	C4H8NO7P	213.0038
path:map00300	cpd:C03082	ecq	C4H8NO7P	213.0038
path:map00300	cpd:C03082	ecr	C4H8NO7P	213.0038
path:map00300	cpd:C03082	lpl	C4H8NO7P	213.0038
path:map00300	cpd:C03082	lla	C4H8NO7P	213.0038
path:map00300	cpd:C03082	stj	C4H8NO7P	213.0038
path:map00300	cpd:C03871	csh	C7H11NO5	189.0637
path:map00300	cpd:C03972	csh	C7H9NO4	171.0532
path:map00300	cpd:C03972	ecq	C7H9NO4	171.0532
path:map00300	cpd:C03972	ecr	C7H9NO4	171.0532
path:map00300	cpd:C03972	lpl	C7H9NO4	171.0532
path:map00300	cpd:C03972	lla	C7H9NO4	171.0532
path:map00300	cpd:C03972	stj	C7H9NO4	171.0532
path:map00300	cpd:C04390	lpl	C9H16N2O5	232.1059
path:map00300	cpd:C04390	lla	C9H16N2O5	232.1059
path:map00300	cpd:C04390	stj	C9H16N2O5	232.1059
path:map00300	cpd:C04421	csh	C11H18N2O7	290.1114
path:map00300	cpd:C04421	ecq	C11H18N2O7	290.1114
path:map00300	cpd:C04421	ecr	C11H18N2O7	290.1114
path:map00300	cpd:C04421	lpl	C11H18N2O7	290.1114
path:map00300	cpd:C04421	lla	C11H18N2O7	290.1114
path:map00300	cpd:C04421	stj	C11H18N2O7	290.1114
path:map00300	cpd:C04462	ecq	C11H15NO8	289.0798
path:map00300	cpd:C04462	ecr	C11H15NO8	289.0798
path:map00300	cpd:C04462	lpl	C11H15NO8	289.0798
path:map00300	cpd:C04462	lla	C11H15NO8	289.0798
path:map00300	cpd:C04462	stj	C11H15NO8	289.0798
path:map00300	cpd:C04462	csh	C11H15NO8	289.0798
path:map00300	cpd:C04877	csh	C35H55N7O26P2	1051.2672
path:map00300	cpd:C04877	ecq	C35H55N7O26P2	1051.2672
path:map00300	cpd:C04877	ecr	C35H55N7O26P2	1051.2672
path:map00300	cpd:C04877	lpl	C35H55N7O26P2	1051.2672
path:map00300	cpd:C04877	lla	C35H55N7O26P2	1051.2672
path:map00300	cpd:C04877	stj	C35H55N7O26P2	1051.2672
path:map00300	cpd:C04882	csh	C41H65N9O28P2	1193.3414
path:map00300	cpd:C04882	ecq	C41H65N9O28P2	1193.3414
path:map00300	cpd:C04882	ecr	C41H65N9O28P2	1193.3414
path:map00300	cpd:C04882	lpl	C41H65N9O28P2	1193.3414
path:map00300	cpd:C04882	lla	C41H65N9O28P2	1193.3414
path:map00300	cpd:C04882	stj	C41H65N9O28P2	1193.3414
path:map00300	cpd:C20258	csh	C7H9NO5	187.0481
path:map00300	cpd:C20258	ecq	C7H9NO5	187.0481
path:map00300	cpd:C20258	ecr	C7H9NO5	187.0481
path:map00300	cpd:C20258	lpl	C7H9NO5	187.0481
path:map00300	cpd:C20258	lla	C7H9NO5	187.0481
path:map00300	cpd:C20258	stj	C7H9NO5	187.0481
path:map00310	cpd:C00024	ecq	C23H38N7O17P3S	809.1258
path:map00310	cpd:C00024	ecr	C23H38N7O17P3S	809.1258
path:map00310	cpd:C00024	lpl	C23H38N7O17P3S	809.1258
path:map00310	cpd:C00024	lla	C23H38N7O17P3S	809.1258
path:map00310	cpd:C00024	csh	C23H38N7O17P3S	809.1258
path:map00310	cpd:C00026	csh	C5H6O5	146.0215
path:map00310	cpd:C00026	ecq	C5H6O5	146.0215
path:map00310	cpd:C00026	ecr	C5H6O5	146.0215
path:map00310	cpd:C00026	lpl	C5H6O5	146.0215
path:map00310	cpd:C00026	lla	C5H6O5	146.0215
path:map00310	cpd:C00037	ecq	C2H5NO2	75.032
path:map00310	cpd:C00037	ecr	C2H5NO2	75.032
path:map00310	cpd:C00037	csh	C2H5NO2	75.032
path:map00310	cpd:C00037	lpl	C2H5NO2	75.032
path:map00310	cpd:C00037	lla	C2H5NO2	75.032
path:map00310	cpd:C00042	ecq	C4H6O4	118.0266
path:map00310	cpd:C00042	ecr	C4H6O4	118.0266
path:map00310	cpd:C00042	lpl	C4H6O4	118.0266
path:map00310	cpd:C00042	lla	C4H6O4	118.0266
path:map00310	cpd:C00042	csh	C4H6O4	118.0266
path:map00310	cpd:C00047	ecq	C6H14N2O2	146.1055
path:map00310	cpd:C00047	csh	C6H14N2O2	146.1055
path:map00310	cpd:C00047	lpl	C6H14N2O2	146.1055
path:map00310	cpd:C00047	ecr	C6H14N2O2	146.1055
path:map00310	cpd:C00047	lla	C6H14N2O2	146.1055
path:map00310	cpd:C00136	ecq	C25H42N7O17P3S	837.1571
path:map00310	cpd:C00136	ecr	C25H42N7O17P3S	837.1571
path:map00310	cpd:C00136	lla	C25H42N7O17P3S	837.1571
path:map00310	cpd:C00136	csh	C25H42N7O17P3S	837.1571
path:map00310	cpd:C00136	lpl	C25H42N7O17P3S	837.1571
path:map00310	cpd:C00164	ecr	C4H6O3	102.0317
path:map00310	cpd:C00164	ecq	C4H6O3	102.0317
path:map00310	cpd:C00322	csh	C6H8O5	160.0372
path:map00310	cpd:C00322	ecq	C6H8O5	160.0372
path:map00310	cpd:C00322	ecr	C6H8O5	160.0372
path:map00310	cpd:C00322	lpl	C6H8O5	160.0372
path:map00310	cpd:C00322	lla	C6H8O5	160.0372
path:map00310	cpd:C00332	ecq	C25H40N7O18P3S	851.1363
path:map00310	cpd:C00332	ecr	C25H40N7O18P3S	851.1363
path:map00310	cpd:C00332	lla	C25H40N7O18P3S	851.1363
path:map00310	cpd:C00332	lpl	C25H40N7O18P3S	851.1363
path:map00310	cpd:C00431	csh	C5H11NO2	117.079
path:map00310	cpd:C00431	ecq	C5H11NO2	117.079
path:map00310	cpd:C00431	ecr	C5H11NO2	117.079
path:map00310	cpd:C00449	csh	C11H20N2O6	276.1321
path:map00310	cpd:C00489	ecq	C5H8O4	132.0423
path:map00310	cpd:C00489	ecr	C5H8O4	132.0423
path:map00310	cpd:C00489	lpl	C5H8O4	132.0423
path:map00310	cpd:C00527	ecq	C26H42N7O19P3S	881.1469
path:map00310	cpd:C00527	ecr	C26H42N7O19P3S	881.1469
path:map00310	cpd:C00527	csh	C26H42N7O19P3S	881.1469
path:map00310	cpd:C00527	lpl	C26H42N7O19P3S	881.1469
path:map00310	cpd:C00527	lla	C26H42N7O19P3S	881.1469
path:map00310	cpd:C00739	csh	C6H14N2O2	146.1055
path:map00310	cpd:C00877	csh	C25H40N7O17P3S	835.1414
path:map00310	cpd:C00877	ecq	C25H40N7O17P3S	835.1414
path:map00310	cpd:C00877	ecr	C25H40N7O17P3S	835.1414
path:map00310	cpd:C01028	ecq	C6H14N2O3	162.1004
path:map00310	cpd:C01144	ecq	C25H42N7O18P3S	853.152
path:map00310	cpd:C01144	ecr	C25H42N7O18P3S	853.152
path:map00310	cpd:C01181	ecq	C7H16NO2	146.1181
path:map00310	cpd:C01181	ecr	C7H16NO2	146.1181
path:map00310	cpd:C01672	csh	C5H14N2	102.1157
path:map00310	cpd:C01672	ecq	C5H14N2	102.1157
path:map00310	cpd:C01672	ecr	C5H14N2	102.1157
path:map00310	cpd:C02188	ecq	C7H13N3O2R2	
path:map00310	cpd:C02188	ecr	C7H13N3O2R2	
path:map00310	cpd:C03196	ecq	C5H8O5	148.0372
path:map00310	cpd:C03196	ecr	C5H8O5	148.0372
path:map00310	cpd:C03239	csh	C6H11NO3	145.0739
path:map00310	cpd:C03273	ecq	C5H8O3	116.0473
path:map00310	cpd:C03273	ecr	C5H8O3	116.0473
path:map00310	cpd:C03273	lpl	C5H8O3	116.0473
path:map00310	cpd:C03955	ecq	C8H16N2O4	204.111
path:map00310	cpd:C05161	csh	C6H14N2O2	146.1055
path:map00310	cpd:C05554	ecq	C22H36N4O13	564.2279
path:map00310	cpd:C05825	csh	C6H11NO3	145.0739
path:map00310	cpd:C12455	ecr	C5H11NO	101.0841
path:map00310	cpd:C12455	ecq	C5H11NO	101.0841
path:map00310	cpd:C20333	ecq	C14H22N2O10	378.1274
path:map00330	cpd:C00012	ecq	C2H4NO2R(C2H2NOR)n	
path:map00330	cpd:C00012	ecr	C2H4NO2R(C2H2NOR)n	
path:map00330	cpd:C00012	lpl	C2H4NO2R(C2H2NOR)n	
path:map00330	cpd:C00019	ecq	C15H22N6O5S	398.1372
path:map00330	cpd:C00019	ecr	C15H22N6O5S	398.1372
path:map00330	cpd:C00019	csh	C15H22N6O5S	398.1372
path:map00330	cpd:C00019	lpl	C15H22N6O5S	398.1372
path:map00330	cpd:C00019	lla	C15H22N6O5S	398.1372
path:map00330	cpd:C00019	stj	C15H22N6O5S	398.1372
path:map00330	cpd:C00022	csh	C3H4O3	88.016
path:map00330	cpd:C00022	ecq	C3H4O3	88.016
path:map00330	cpd:C00022	ecr	C3H4O3	88.016
path:map00330	cpd:C00022	lpl	C3H4O3	88.016
path:map00330	cpd:C00022	lla	C3H4O3	88.016
path:map00330	cpd:C00022	stj	C3H4O3	88.016
path:map00330	cpd:C00025	ecq	C5H9NO4	147.0532
path:map00330	cpd:C00025	ecr	C5H9NO4	147.0532
path:map00330	cpd:C00025	csh	C5H9NO4	147.0532
path:map00330	cpd:C00025	lla	C5H9NO4	147.0532
path:map00330	cpd:C00025	lpl	C5H9NO4	147.0532
path:map00330	cpd:C00025	stj	C5H9NO4	147.0532
path:map00330	cpd:C00048	ecq	C2H2O3	74.0004
path:map00330	cpd:C00048	ecr	C2H2O3	74.0004
path:map00330	cpd:C00048	lpl	C2H2O3	74.0004
path:map00330	cpd:C00048	csh	C2H2O3	74.0004
path:map00330	cpd:C00048	stj	C2H2O3	74.0004
path:map00330	cpd:C00048	lla	C2H2O3	74.0004
path:map00330	cpd:C00062	ecq	C6H14N4O2	174.1117
path:map00330	cpd:C00062	ecr	C6H14N4O2	174.1117
path:map00330	cpd:C00062	lla	C6H14N4O2	174.1117
path:map00330	cpd:C00062	csh	C6H14N4O2	174.1117
path:map00330	cpd:C00062	lpl	C6H14N4O2	174.1117
path:map00330	cpd:C00062	stj	C6H14N4O2	174.1117
path:map00330	cpd:C00077	csh	C5H12N2O2	132.0899
path:map00330	cpd:C00077	lpl	C5H12N2O2	132.0899
path:map00330	cpd:C00077	lla	C5H12N2O2	132.0899
path:map00330	cpd:C00077	stj	C5H12N2O2	132.0899
path:map00330	cpd:C00077	ecq	C5H12N2O2	132.0899
path:map00330	cpd:C00077	ecr	C5H12N2O2	132.0899
path:map00330	cpd:C00086	ecq	CH4N2O	60.0324
path:map00330	cpd:C00086	ecr	CH4N2O	60.0324
path:map00330	cpd:C00086	stj	CH4N2O	60.0324
path:map00330	cpd:C00134	ecq	C4H12N2	88.1
path:map00330	cpd:C00134	ecr	C4H12N2	88.1
path:map00330	cpd:C00134	csh	C4H12N2	88.1
path:map00330	cpd:C00134	lpl	C4H12N2	88.1
path:map00330	cpd:C00134	lla	C4H12N2	88.1
path:map00330	cpd:C00134	stj	C4H12N2	88.1
path:map00330	cpd:C00148	csh	C5H9NO2	115.0633
path:map00330	cpd:C00148	ecq	C5H9NO2	115.0633
path:map00330	cpd:C00148	ecr	C5H9NO2	115.0633
path:map00330	cpd:C00148	lpl	C5H9NO2	115.0633
path:map00330	cpd:C00148	lla	C5H9NO2	115.0633
path:map00330	cpd:C00148	stj	C5H9NO2	115.0633
path:map00330	cpd:C00179	ecq	C5H14N4	130.1218
path:map00330	cpd:C00179	ecr	C5H14N4	130.1218
path:map00330	cpd:C00179	csh	C5H14N4	130.1218
path:map00330	cpd:C00179	lla	C5H14N4	130.1218
path:map00330	cpd:C00315	csh	C7H19N3	145.1579
path:map00330	cpd:C00315	ecq	C7H19N3	145.1579
path:map00330	cpd:C00315	ecr	C7H19N3	145.1579
path:map00330	cpd:C00334	ecr	C4H9NO2	103.0633
path:map00330	cpd:C00334	ecq	C4H9NO2	103.0633
path:map00330	cpd:C00334	lpl	C4H9NO2	103.0633
path:map00330	cpd:C00334	lla	C4H9NO2	103.0633
path:map00330	cpd:C00431	csh	C5H11NO2	117.079
path:map00330	cpd:C00431	ecq	C5H11NO2	117.079
path:map00330	cpd:C00431	ecr	C5H11NO2	117.079
path:map00330	cpd:C00436	csh	C5H13N3O	131.1059
path:map00330	cpd:C00436	lla	C5H13N3O	131.1059
path:map00330	cpd:C00441	csh	C4H7NO3	117.0426
path:map00330	cpd:C00441	ecq	C4H7NO3	117.0426
path:map00330	cpd:C00441	ecr	C4H7NO3	117.0426
path:map00330	cpd:C00441	lpl	C4H7NO3	117.0426
path:map00330	cpd:C00441	lla	C4H7NO3	117.0426
path:map00330	cpd:C00441	stj	C4H7NO3	117.0426
path:map00330	cpd:C00533	ecq	NO	29.998
path:map00330	cpd:C00533	ecr	NO	29.998
path:map00330	cpd:C00555	ecq	C4H9NO	87.0684
path:map00330	cpd:C00555	ecr	C4H9NO	87.0684
path:map00330	cpd:C00763	csh	C5H9NO2	115.0633
path:map00330	cpd:C00791	ecq	C4H7N3O	113.0589
path:map00330	cpd:C00791	ecr	C4H7N3O	113.0589
path:map00330	cpd:C00986	ecr	C3H10N2	74.0844
path:map00330	cpd:C01035	csh	C5H11N3O2	145.0851
path:map00330	cpd:C01035	lla	C5H11N3O2	145.0851
path:map00330	cpd:C01035	stj	C5H11N3O2	145.0851
path:map00330	cpd:C01110	csh	C5H9NO3	131.0582
path:map00330	cpd:C01137	ecq	C14H23N6O3S	355.1552
path:map00330	cpd:C01137	ecr	C14H23N6O3S	355.1552
path:map00330	cpd:C01137	csh	C14H23N6O3S	355.1552
path:map00330	cpd:C01157	csh	C5H9NO3	131.0582
path:map00330	cpd:C01157	ecq	C5H9NO3	131.0582
path:map00330	cpd:C01157	ecr	C5H9NO3	131.0582
path:map00330	cpd:C01157	lpl	C5H9NO3	131.0582
path:map00330	cpd:C01157	lla	C5H9NO3	131.0582
path:map00330	cpd:C01157	stj	C5H9NO3	131.0582
path:map00330	cpd:C01165	csh	C5H9NO3	131.0582
path:map00330	cpd:C01165	ecq	C5H9NO3	131.0582
path:map00330	cpd:C01165	ecr	C5H9NO3	131.0582
path:map00330	cpd:C01165	lpl	C5H9NO3	131.0582
path:map00330	cpd:C01165	lla	C5H9NO3	131.0582
path:map00330	cpd:C01165	stj	C5H9NO3	131.0582
path:map00330	cpd:C01250	csh	C7H11NO4	173.0688
path:map00330	cpd:C01250	ecq	C7H11NO4	173.0688
path:map00330	cpd:C01250	ecr	C7H11NO4	173.0688
path:map00330	cpd:C01250	lpl	C7H11NO4	173.0688
path:map00330	cpd:C01250	lla	C7H11NO4	173.0688
path:map00330	cpd:C01250	stj	C7H11NO4	173.0688
path:map00330	cpd:C02565	ecq	C4H6N2O2	114.0429
path:map00330	cpd:C02565	ecr	C4H6N2O2	114.0429
path:map00330	cpd:C02714	ecq	C6H14N2O	130.1106
path:map00330	cpd:C02714	ecr	C6H14N2O	130.1106
path:map00330	cpd:C02714	lpl	C6H14N2O	130.1106
path:map00330	cpd:C02714	lla	C6H14N2O	130.1106
path:map00330	cpd:C02714	stj	C6H14N2O	130.1106
path:map00330	cpd:C02714	csh	C6H14N2O	130.1106
path:map00330	cpd:C03078	csh	C5H12N4O	144.1011
path:map00330	cpd:C03078	lla	C5H12N4O	144.1011
path:map00330	cpd:C03078	stj	C5H12N4O	144.1011
path:map00330	cpd:C03287	csh	C5H10NO7P	227.0195
path:map00330	cpd:C03287	ecq	C5H10NO7P	227.0195
path:map00330	cpd:C03287	ecr	C5H10NO7P	227.0195
path:map00330	cpd:C03287	lpl	C5H10NO7P	227.0195
path:map00330	cpd:C03287	lla	C5H10NO7P	227.0195
path:map00330	cpd:C03287	stj	C5H10NO7P	227.0195
path:map00330	cpd:C03296	ecq	C10H18N4O5	274.1277
path:map00330	cpd:C03296	ecr	C10H18N4O5	274.1277
path:map00330	cpd:C03375	csh	C6H17N3	131.1422
path:map00330	cpd:C03415	ecq	C9H16N2O5	232.1059
path:map00330	cpd:C03415	ecr	C9H16N2O5	232.1059
path:map00330	cpd:C03771	csh	C6H11N3O3	173.08
path:map00330	cpd:C03912	ecq	C5H7NO2	113.0477
path:map00330	cpd:C03912	ecr	C5H7NO2	113.0477
path:map00330	cpd:C03912	csh	C5H7NO2	113.0477
path:map00330	cpd:C03912	lpl	C5H7NO2	113.0477
path:map00330	cpd:C03912	lla	C5H7NO2	113.0477
path:map00330	cpd:C03912	stj	C5H7NO2	113.0477
path:map00330	cpd:C04281	ecq	C5H7NO3	129.0426
path:map00330	cpd:C04281	ecr	C5H7NO3	129.0426
path:map00330	cpd:C04281	csh	C5H7NO3	129.0426
path:map00330	cpd:C04281	lpl	C5H7NO3	129.0426
path:map00330	cpd:C04281	lla	C5H7NO3	129.0426
path:map00330	cpd:C04281	stj	C5H7NO3	129.0426
path:map00330	cpd:C05931	ecq	C9H13NO7	247.0692
path:map00330	cpd:C05931	ecr	C9H13NO7	247.0692
path:map00330	cpd:C05932	ecq	C9H13NO6	231.0743
path:map00330	cpd:C05932	ecr	C9H13NO6	231.0743
path:map00330	cpd:C05936	csh	C6H11NO2	129.079
path:map00330	cpd:C05938	ecq	C5H9NO4	147.0532
path:map00330	cpd:C05938	ecr	C5H9NO4	147.0532
path:map00330	cpd:C05946	csh	C5H6O6	162.0164
path:map00330	cpd:C05946	ecq	C5H6O6	162.0164
path:map00330	cpd:C05946	ecr	C5H6O6	162.0164
path:map00330	cpd:C05947	csh	C5H9NO5	163.0481
path:map00330	cpd:C05947	ecq	C5H9NO5	163.0481
path:map00330	cpd:C05947	ecr	C5H9NO5	163.0481
path:map00330	cpd:C15699	ecr	C9H19N3O3	217.1426
path:map00330	cpd:C15700	ecr	C9H16N2O4	216.111
path:map00330	cpd:C15767	ecr	C9H16N2O5	232.1059
path:map00330	cpd:C18172	csh	C8H19N3O2	189.1477
path:map00330	cpd:C18174	csh	C7H17N3O2	175.1321
path:map00332	cpd:C00010	ecq	C21H36N7O16P3S	767.1152
path:map00332	cpd:C00010	ecr	C21H36N7O16P3S	767.1152
path:map00332	cpd:C00010	csh	C21H36N7O16P3S	767.1152
path:map00332	cpd:C00010	lla	C21H36N7O16P3S	767.1152
path:map00332	cpd:C00010	lpl	C21H36N7O16P3S	767.1152
path:map00332	cpd:C00010	stj	C21H36N7O16P3S	767.1152
path:map00332	cpd:C00025	ecq	C5H9NO4	147.0532
path:map00332	cpd:C00025	ecr	C5H9NO4	147.0532
path:map00332	cpd:C00025	csh	C5H9NO4	147.0532
path:map00332	cpd:C00025	lla	C5H9NO4	147.0532
path:map00332	cpd:C00025	lpl	C5H9NO4	147.0532
path:map00332	cpd:C00025	stj	C5H9NO4	147.0532
path:map00332	cpd:C00083	csh	C24H38N7O19P3S	853.1156
path:map00332	cpd:C00083	ecq	C24H38N7O19P3S	853.1156
path:map00332	cpd:C00083	ecr	C24H38N7O19P3S	853.1156
path:map00332	cpd:C00083	lpl	C24H38N7O19P3S	853.1156
path:map00332	cpd:C00083	lla	C24H38N7O19P3S	853.1156
path:map00332	cpd:C00083	stj	C24H38N7O19P3S	853.1156
path:map00332	cpd:C00097	csh	C3H7NO2S	121.0197
path:map00332	cpd:C00097	ecq	C3H7NO2S	121.0197
path:map00332	cpd:C00097	ecr	C3H7NO2S	121.0197
path:map00332	cpd:C00097	lpl	C3H7NO2S	121.0197
path:map00332	cpd:C00097	lla	C3H7NO2S	121.0197
path:map00332	cpd:C00097	stj	C3H7NO2S	121.0197
path:map00332	cpd:C00148	csh	C5H9NO2	115.0633
path:map00332	cpd:C00148	ecq	C5H9NO2	115.0633
path:map00332	cpd:C00148	ecr	C5H9NO2	115.0633
path:map00332	cpd:C00148	lpl	C5H9NO2	115.0633
path:map00332	cpd:C00148	lla	C5H9NO2	115.0633
path:map00332	cpd:C00148	stj	C5H9NO2	115.0633
path:map00332	cpd:C00831	csh	C11H22N2O4S	278.13
path:map00332	cpd:C00831	ecq	C11H22N2O4S	278.13
path:map00332	cpd:C00831	ecr	C11H22N2O4S	278.13
path:map00332	cpd:C00831	lpl	C11H22N2O4S	278.13
path:map00332	cpd:C00831	lla	C11H22N2O4S	278.13
path:map00332	cpd:C00831	stj	C11H22N2O4S	278.13
path:map00332	cpd:C01134	csh	C11H23N2O7PS	358.0964
path:map00332	cpd:C01134	ecq	C11H23N2O7PS	358.0964
path:map00332	cpd:C01134	ecr	C11H23N2O7PS	358.0964
path:map00332	cpd:C01134	lpl	C11H23N2O7PS	358.0964
path:map00332	cpd:C01134	lla	C11H23N2O7PS	358.0964
path:map00332	cpd:C01134	stj	C11H23N2O7PS	358.0964
path:map00332	cpd:C01165	csh	C5H9NO3	131.0582
path:map00332	cpd:C01165	ecq	C5H9NO3	131.0582
path:map00332	cpd:C01165	ecr	C5H9NO3	131.0582
path:map00332	cpd:C01165	lpl	C5H9NO3	131.0582
path:map00332	cpd:C01165	lla	C5H9NO3	131.0582
path:map00332	cpd:C01165	stj	C5H9NO3	131.0582
path:map00332	cpd:C03287	csh	C5H10NO7P	227.0195
path:map00332	cpd:C03287	ecq	C5H10NO7P	227.0195
path:map00332	cpd:C03287	ecr	C5H10NO7P	227.0195
path:map00332	cpd:C03287	lpl	C5H10NO7P	227.0195
path:map00332	cpd:C03287	lla	C5H10NO7P	227.0195
path:map00332	cpd:C03287	stj	C5H10NO7P	227.0195
path:map00332	cpd:C03912	ecq	C5H7NO2	113.0477
path:map00332	cpd:C03912	ecr	C5H7NO2	113.0477
path:map00332	cpd:C03912	csh	C5H7NO2	113.0477
path:map00332	cpd:C03912	lpl	C5H7NO2	113.0477
path:map00332	cpd:C03912	lla	C5H7NO2	113.0477
path:map00332	cpd:C03912	stj	C5H7NO2	113.0477
path:map00340	cpd:C00025	ecq	C5H9NO4	147.0532
path:map00340	cpd:C00025	ecr	C5H9NO4	147.0532
path:map00340	cpd:C00025	csh	C5H9NO4	147.0532
path:map00340	cpd:C00025	lla	C5H9NO4	147.0532
path:map00340	cpd:C00025	lpl	C5H9NO4	147.0532
path:map00340	cpd:C00025	stj	C5H9NO4	147.0532
path:map00340	cpd:C00026	csh	C5H6O5	146.0215
path:map00340	cpd:C00026	ecq	C5H6O5	146.0215
path:map00340	cpd:C00026	ecr	C5H6O5	146.0215
path:map00340	cpd:C00026	lpl	C5H6O5	146.0215
path:map00340	cpd:C00026	lla	C5H6O5	146.0215
path:map00340	cpd:C00026	stj	C5H6O5	146.0215
path:map00340	cpd:C00049	csh	C4H7NO4	133.0375
path:map00340	cpd:C00049	ecq	C4H7NO4	133.0375
path:map00340	cpd:C00049	ecr	C4H7NO4	133.0375
path:map00340	cpd:C00049	lpl	C4H7NO4	133.0375
path:map00340	cpd:C00049	lla	C4H7NO4	133.0375
path:map00340	cpd:C00049	stj	C4H7NO4	133.0375
path:map00340	cpd:C00119	ecq	C5H13O14P3	389.9518
path:map00340	cpd:C00119	ecr	C5H13O14P3	389.9518
path:map00340	cpd:C00119	csh	C5H13O14P3	389.9518
path:map00340	cpd:C00119	lpl	C5H13O14P3	389.9518
path:map00340	cpd:C00119	lla	C5H13O14P3	389.9518
path:map00340	cpd:C00119	stj	C5H13O14P3	389.9518
path:map00340	cpd:C00135	csh	C6H9N3O2	155.0695
path:map00340	cpd:C00135	ecq	C6H9N3O2	155.0695
path:map00340	cpd:C00135	ecr	C6H9N3O2	155.0695
path:map00340	cpd:C00135	lpl	C6H9N3O2	155.0695
path:map00340	cpd:C00135	lla	C6H9N3O2	155.0695
path:map00340	cpd:C00135	stj	C6H9N3O2	155.0695
path:map00340	cpd:C00860	csh	C6H11N3O	141.0902
path:map00340	cpd:C00860	ecq	C6H11N3O	141.0902
path:map00340	cpd:C00860	ecr	C6H11N3O	141.0902
path:map00340	cpd:C00860	lpl	C6H11N3O	141.0902
path:map00340	cpd:C00860	lla	C6H11N3O	141.0902
path:map00340	cpd:C00860	stj	C6H11N3O	141.0902
path:map00340	cpd:C01045	csh	C6H9NO5	175.0481
path:map00340	cpd:C01100	csh	C6H12N3O4P	221.0565
path:map00340	cpd:C01100	ecq	C6H12N3O4P	221.0565
path:map00340	cpd:C01100	ecr	C6H12N3O4P	221.0565
path:map00340	cpd:C01100	lpl	C6H12N3O4P	221.0565
path:map00340	cpd:C01100	lla	C6H12N3O4P	221.0565
path:map00340	cpd:C01100	stj	C6H12N3O4P	221.0565
path:map00340	cpd:C01267	csh	C6H9N2O5P	220.0249
path:map00340	cpd:C01267	ecq	C6H9N2O5P	220.0249
path:map00340	cpd:C01267	ecr	C6H9N2O5P	220.0249
path:map00340	cpd:C01267	lpl	C6H9N2O5P	220.0249
path:map00340	cpd:C01267	lla	C6H9N2O5P	220.0249
path:map00340	cpd:C01267	stj	C6H9N2O5P	220.0249
path:map00340	cpd:C01929	csh	C6H9N3O	139.0746
path:map00340	cpd:C01929	ecq	C6H9N3O	139.0746
path:map00340	cpd:C01929	ecr	C6H9N3O	139.0746
path:map00340	cpd:C01929	lpl	C6H9N3O	139.0746
path:map00340	cpd:C01929	lla	C6H9N3O	139.0746
path:map00340	cpd:C01929	stj	C6H9N3O	139.0746
path:map00340	cpd:C02739	csh	C15H25N5O20P4	719.0043
path:map00340	cpd:C02739	ecq	C15H25N5O20P4	719.0043
path:map00340	cpd:C02739	ecr	C15H25N5O20P4	719.0043
path:map00340	cpd:C02739	lpl	C15H25N5O20P4	719.0043
path:map00340	cpd:C02739	lla	C15H25N5O20P4	719.0043
path:map00340	cpd:C02739	stj	C15H25N5O20P4	719.0043
path:map00340	cpd:C02741	csh	C15H23N5O14P2	559.0717
path:map00340	cpd:C02741	ecq	C15H23N5O14P2	559.0717
path:map00340	cpd:C02741	ecr	C15H23N5O14P2	559.0717
path:map00340	cpd:C02741	lpl	C15H23N5O14P2	559.0717
path:map00340	cpd:C02741	lla	C15H23N5O14P2	559.0717
path:map00340	cpd:C02741	stj	C15H23N5O14P2	559.0717
path:map00340	cpd:C04666	csh	C6H11N2O6P	238.0355
path:map00340	cpd:C04666	ecq	C6H11N2O6P	238.0355
path:map00340	cpd:C04666	ecr	C6H11N2O6P	238.0355
path:map00340	cpd:C04666	lpl	C6H11N2O6P	238.0355
path:map00340	cpd:C04666	lla	C6H11N2O6P	238.0355
path:map00340	cpd:C04666	stj	C6H11N2O6P	238.0355
path:map00340	cpd:C04677	csh	C9H15N4O8P	338.0628
path:map00340	cpd:C04677	ecq	C9H15N4O8P	338.0628
path:map00340	cpd:C04677	ecr	C9H15N4O8P	338.0628
path:map00340	cpd:C04677	lpl	C9H15N4O8P	338.0628
path:map00340	cpd:C04677	lla	C9H15N4O8P	338.0628
