Control_1	Control_2	Control_3	Control_4	Du_1	Du_2	Du_3	Du_4
D9R7H6	14.4723100637052	15.6416002158344	15.2847518191033	15.4078320366051	17.4912267906802	18.9506299344176	19.2861110013096	18.5989975048829
D9R7H7	17.5984160367746	17.9882075848943	16.3251648894891	19.865035456429	21.6577022425061	22.8378434836939	23.6021823335459	23.3525898434306
D9R7H8	NA	NA	NA	NA	17.9282176282329	19.1038000381497	20.1013653255074	18.9525080733214
D9R7I5	14.8972309699608	NA	NA	16.1165673342235	20.4383735935877	18.3094141796211	19.8692142762292	18.8406119824898
D9R7P7	NA	NA	NA	NA	18.2770330751039	16.8680990971547	18.398242669172	18.1606396132007
D9R7P9	NA	NA	NA	16.9588925062175	18.3214437104357	18.2393467963824	18.9801953738622	17.9914775583429
D9R7R4	17.4241498825312	18.3713512588002	17.0608647765635	19.19048542399	18.4508487824261	19.1362852472646	19.3794968267499	19.1381117763197
D9R7R7	16.6641416906194	17.0817122738529	15.6147673483519	17.4089764995944	16.0019139286967	16.992252397452	17.4323298389062	16.5509571630704
D9R7R8	17.6847623154417	17.880348808156	18.4411934780631	19.1188802563967	19.6580684950798	20.1270421617114	20.9443517540225	19.6491122994667
D9R7S2	19.7822559962503	19.5631292253878	19.8170804611098	20.3255338449844	21.1535693488529	21.3498124992363	22.4698335634543	22.1437020768579
D9R7S8	NA	NA	15.4558409091264	NA	19.6591144189599	20.4849290726595	21.196645346794	20.175359494389
D9R7T9	16.7193353392627	16.3392933001801	17.4997369086786	17.3199014043149	18.6661893222171	19.1914496473485	20.6542968781412	20.110315075306
D9R7U2	NA	NA	NA	NA	NA	17.5945578798637	17.9499178792031	17.9604771392477
D9R7U8	18.9813944710069	20.8011241663744	19.3732220176913	21.1529507505067	20.216793214792	20.8258625028744	21.136648235074	21.1938213036223
D9R7V8	NA	NA	NA	NA	17.1678101292714	17.3341161280334	19.2089106536516	NA
D9R7W3	NA	NA	NA	15.6287018395302	18.3590460200776	17.7017802423239	19.9961755446216	17.4652315821473
D9R7W4	18.1000565722789	18.2690170699127	16.6640027628865	17.9168941169037	21.8049093208804	21.6753420231085	22.7332445985778	21.8576059530398
D9R7X0	20.6216727303688	21.6006860675178	21.0924887575053	21.8736513744912	22.7534624255045	23.304520667236	23.9305763753778	23.1376960063996
D9R823	NA	16.5866345786084	NA	18.6233528392575	20.4088314186733	20.362175000254	20.9093247325738	20.2871487167015
D9R825	17.5700039040643	17.0251828286355	15.0004402084192	18.5849037961153	17.0547314892809	17.548867052165	NA	NA
D9R834	16.2762516535092	16.6937047392253	16.8616927494683	17.981032058361	17.8437738700493	18.5871768542597	20.4758561092845	19.8236098085851
D9R850	NA	18.807694523251	18.2392535508394	19.3164804190072	NA	NA	NA	NA
D9R863	18.7635430675774	18.8243248374414	18.766004728737	19.6110284005813	NA	18.4562340785416	19.2895821625051	NA
D9R877	16.4582624134289	15.2237000759863	NA	16.0352286814143	17.1454943685327	17.8745371589022	18.7445185287799	18.1605411390843
D9R893	21.0428670227267	21.4392363736143	20.8266384791414	22.0443354147526	22.4791417848305	22.1811352676645	22.823881872199	22.4673229500528
D9R894	17.9998679112775	18.1171053180765	NA	18.7014079994215	19.6002686499154	19.7107190063994	20.7032006505992	20.205979338642
D9R895	16.8685814425423	17.1048239523451	16.5379918456723	17.7538826717181	17.6564807286398	18.203520069894	18.3419096739383	NA
D9R896	18.3694354701943	18.3521210361754	17.5174540995336	19.1894722954084	18.5257348973752	18.705024837327	19.549600439476	18.1111050974288
D9R8A0	17.1009292063343	NA	17.087421402953	16.791061114717	NA	18.6203129125393	19.0409692494695	NA
D9R8A2	17.9074188295953	18.8471736009322	18.3272894826101	19.2399061431145	20.9066851190364	21.8895203024867	22.2491041913405	21.4637358896047
D9R8A7	19.898294338042	20.4919900644545	19.3193722338575	20.3674104851334	18.7184994304145	19.468417219745	20.0635530780807	19.168299958849
D9R8B2	NA	15.2606255560682	NA	16.2730670757221	19.3530692702828	19.4339195407522	20.6808024677261	20.0084012648816
D9R8B3	NA	NA	NA	NA	21.6222091479399	22.093166071562	23.5393131360162	22.6857291975723
D9R8C2	18.1277727103818	17.6111545095004	17.9227121472949	18.5851606111321	18.1946991516215	17.7363490766338	18.8000657018061	17.982202602069
D9R8C6	NA	NA	NA	14.9015268861181	17.4315139271998	NA	18.1413587844131	17.4601198853521
D9R8D3	16.0847045990342	16.6329668062968	15.8184573541962	17.182724105622	21.0047718414809	20.6131527647321	22.3363354789364	21.4828630901142
D9R8E1	20.2349109638115	21.1119074189489	21.1159758280172	21.6713734769146	23.1951589067459	23.6932793536875	24.0480996788603	23.1718523651064
D9R8E4	NA	NA	NA	17.9926396610067	18.9878746296561	19.2413733973204	20.4039523590188	20.2415596085842
D9R8E9	NA	NA	NA	NA	NA	17.8629641932361	19.2268684196158	19.5706154628877
D9R8J0	18.2912246698447	19.3829405945091	17.6628213366929	18.8533400173929	18.7306227096137	19.8307751419939	19.8142037938781	19.6093519065709
D9R8J1	20.5366835710136	20.6336941455111	20.3588529154979	20.8243092971035	21.6157140416987	21.9625402117363	22.3258357472874	21.9405931954612
D9R8K4	18.3401282737006	18.9248298971043	NA	18.226797878505	21.1998232885693	21.1000822455217	21.333035208094	22.0728705569494
D9R8L6	17.8289793971353	18.9306449489079	17.9517400392696	19.4151186728064	21.2955245730356	21.9458524399868	22.3715639672474	22.0181825167337
D9R8M7	17.3392584991274	17.2793929416926	16.6034524879042	18.208958268135	19.6243349751296	19.8774159527056	20.37877745748	20.1967653963086
D9R8N2	13.1394394368736	NA	NA	NA	16.4437529709414	16.9372128782526	17.7069815832335	17.0430272835945
D9R8N7	NA	NA	NA	NA	NA	17.8824997661239	17.7081947816575	19.4958394159232
D9R8P0	17.6019013352618	NA	NA	17.5115210381555	19.7625377616358	NA	20.6673506682575	19.7445678003102
D9R8P2	NA	NA	NA	17.9652769980101	20.7487006129933	20.807820281187	21.5392894676235	21.0201172663344
D9R8P4	21.9192532468909	21.1148327471081	21.6694283572443	21.3516466853035	21.9538653556176	NA	22.1622634664461	NA
D9R8P5	NA	NA	NA	18.0937786056385	20.1154044007739	20.3833203843606	20.9822443896413	20.211931059298
D9R8T0	18.769011321097	18.482114671488	19.2141862908055	19.0580657334171	20.8721488017981	21.198504992627	22.468466939561	21.4252159032994
D9R8T6	16.5394769106537	18.7820959865964	17.4289816644956	19.9218409370745	20.0097684892455	19.536949114	20.7874785575224	20.7928093545838
D9R8T9	NA	NA	NA	NA	20.1685203279123	20.687908721576	21.29614100162	21.0760718288167
D9R8V2	23.6003684781558	23.7115636350568	23.2049650997939	24.2506083848867	24.3494885771361	24.6811028369934	24.6648144325485	24.3595769244367
D9R8V3	21.4181799809617	22.1313822324674	21.6954475097758	22.5234394393875	22.7795654758791	23.2714185722088	22.8768953465888	23.6878446649041
D9R8V4	NA	18.3813993098998	19.2547656775635	15.9007253233654	17.0047032739544	20.2028747131215	17.9850414033432	18.9020394170548
D9R8V5	NA	20.0990549592898	19.9877358756246	20.2317508793043	18.6433629968275	20.2178583274583	NA	NA
D9R8V6	19.9503451545034	20.9391946617004	20.3066358113918	21.5670443763373	22.7055227097531	23.4413910690023	23.3597109603025	22.8068964908962
D9R8V8	18.4110474928025	18.0601787212956	18.4170778338557	18.1553123688949	16.6761774768326	18.8064363406039	19.8029706698211	19.4396929307084
D9R8W2	15.9600019320681	16.9228863262244	15.464832882396	15.9942871350118	19.8965068404378	19.8360873492938	20.3007279153887	19.4326152990241
D9R8X2	NA	NA	NA	NA	16.7253396278684	NA	17.8160961608797	17.3053670970578
D9R8X6	14.0543499416855	14.4222619140139	13.3781593597821	16.1164454987004	19.2685145876643	18.9966169213632	20.970285676897	18.8397512409257
D9R8X8	NA	NA	NA	NA	16.8452450072001	16.5740760746491	18.3918812743729	NA
D9R8Y3	NA	NA	NA	NA	18.4908743742314	19.0531675633303	19.3176290088577	18.7950947622683
D9R911	NA	NA	NA	NA	17.2751242069895	16.9135673109175	19.3717979103227	18.1705510353167
D9R971	NA	NA	NA	NA	NA	17.206575616824	17.2460910911158	17.6466712053818
D9R978	20.9239744683558	21.182105758374	21.0292467800316	21.6061196124788	22.9031764970756	23.3075810570539	23.941453158256	23.6598156348477
D9R995	16.2542535919685	19.046788298191	NA	19.5754986231941	22.3355451925351	22.5815978098518	23.4753118920852	22.3484623437473
D9R9C5	NA	NA	NA	17.2579218297976	20.1046960028048	20.5205649713298	22.0100417787029	20.6194355078243
D9R9D0	NA	NA	NA	16.2653403398692	19.0275064881605	18.6570741645506	20.0266152938312	20.0914560480547
D9R9E0	17.4497612478983	16.4585988572292	16.1098510542341	17.9377875884704	21.0582111004423	20.1716996876549	21.8260953395816	20.560482111986
D9R9F0	16.6702413039909	16.4097223996753	NA	17.059281079554	21.1288678402299	21.4723894002303	22.5580777947663	22.1621405112288
D9R9F1	NA	NA	NA	18.3332427201844	21.7001975462442	21.5416071264995	22.4655554445834	22.3436997193374
D9R9F2	NA	NA	NA	NA	18.4139418978564	19.2629757012279	20.4715958385817	NA
D9R9G6	NA	NA	NA	NA	NA	21.4230112406901	22.7111855042559	21.720421297192
D9R9G9	NA	NA	NA	NA	22.397412467283	22.6979941169639	23.6709846627252	22.79685396307
D9R9H0	15.7196829347447	16.3076811056392	15.7631864262935	17.8830370049066	23.2339022445784	24.028252102753	24.912370777439	24.277603540834
D9R9H6	NA	14.788973167277	15.9445976876109	15.7094877364662	20.1666828897005	21.3366351295346	22.6234376864658	22.4103850983736
D9R9H7	17.0252909888515	17.1021602624063	NA	17.3465483596472	20.4248059885244	20.5070745373572	22.219897598052	21.3992654056968
D9R9H8	NA	NA	NA	NA	24.2911600174165	24.5398455722212	25.262162821172	25.30924762833
D9R9I1	20.6989691257702	21.1962851383012	21.0834923123598	21.4979453696453	22.3449189326618	22.2147495482697	23.5879505265352	21.9604559279791
D9R9I4	21.3748038912044	21.9687750565026	20.9050696411408	21.8571882813271	22.7032640290852	23.3693289628641	23.912416464876	23.7156537120589
D9R9L2	NA	NA	NA	NA	17.4539457746007	NA	18.3059014285605	17.461239617672
D9R9S2	NA	NA	NA	NA	16.8816636634979	16.7666841845824	18.6738680336812	NA
D9R9S5	NA	NA	NA	14.8471062966398	17.2140914047493	NA	18.1882894121461	15.3165997382043
D9R9S8	NA	NA	NA	NA	17.0715880565792	16.7041468131183	18.6277760992022	18.1224235953542
D9R9V7	21.8155803069077	21.5787909645155	22.1056873150595	22.4726868733489	23.4216251937885	23.5514510543945	23.5482791329096	23.9250617903826
D9R9W6	NA	15.6503505845915	NA	15.922839880566	16.7375378389229	16.7746841239199	17.8924953837594	15.8487940742812
D9R9W7	19.2499837564427	18.8731857443041	19.1038000381497	19.1637381122722	17.5811564387365	19.7449290734573	18.9175061137184	19.563334080914
D9R9X4	NA	NA	NA	NA	17.6622650364823	18.0831676515936	18.6083414642577	18.3930133096568
D9R9X7	17.3544043613901	16.8872682220958	17.4619589869419	18.3106127816595	18.953076723943	19.8159711223079	21.2354369722586	20.0511239540195
D9R9Z3	20.6604903966115	21.0400595719164	20.1311938049819	21.3872705950343	22.9079322050569	23.2307106344306	23.8508132953406	23.8905967882679
D9R9Z5	NA	NA	NA	NA	NA	19.5888975956526	20.5321237883304	20.0547049961802
D9R9Z6	18.7550244702883	19.5237074310898	18.7697539215351	18.9019805147136	20.2455109266165	21.1924373079399	21.8139377251553	21.763810490695
D9R9Z7	NA	NA	17.4049087087127	NA	20.2733266544029	19.6577371277098	20.5197015129255	21.620554552761
D9R9Z8	NA	NA	NA	NA	21.5600155676489	22.0618075701766	23.4819767625415	21.6195698390562
D9RA08	18.5603701551039	18.6909801018888	NA	19.6465833192351	19.9159756346348	20.3985349535973	21.9299446237624	20.3636727927929
D9RA10	NA	NA	NA	NA	21.9543979709155	22.5660224402104	23.0974001330382	22.3776659616584
D9RA22	NA	15.123596041612	NA	16.0771495155897	17.5848304119987	18.6279185594612	19.8393052978486	19.2748285611081
D9RA23	17.6053058841729	17.4204537162668	16.9259020911964	19.5053114789191	17.5616757784443	19.2297107065277	19.8865837257612	18.990785385878
D9RA27	NA	NA	NA	NA	16.3568302016593	17.5843166186384	18.2615532190826	17.3687110652437
D9RA39	NA	NA	NA	NA	NA	19.8386592047759	20.0360394270871	19.8061688353738
D9RA41	15.5986631893566	NA	NA	15.9166492454681	NA	16.4331289849426	18.2503076716164	15.4733252418918
D9RA89	16.4734996537247	17.3275526440812	16.6610821858194	NA	20.1208554759078	20.8927473531209	20.7291626597663	20.5138355226747
D9RA90	NA	NA	NA	NA	21.353478542419	22.6549742254145	21.9741778894378	20.3156183761193
D9RA96	21.2748626771866	22.2594570920908	20.8416871877869	22.770721956714	24.3454334024221	24.9594745658941	25.3085534575805	24.9377768147597
D9RA99	NA	NA	NA	NA	16.5137275959524	16.9751090602149	17.6976463457268	17.5127558919544
D9RAA0	NA	NA	NA	NA	18.1391616090274	14.9885959355777	17.8206526679223	16.9963410767244
D9RAA3	16.4810110306183	NA	15.8304656902347	16.1778671961032	18.1471850464014	18.9767039560306	18.2513714525716	18.0588584665767
D9RAA4	19.137186290327	19.22244116531	19.0636583996635	19.574519616887	22.7465700848847	22.7478815514061	24.0841576386113	23.5920637012127
D9RAB0	19.9020246916949	20.2424903045545	19.678964562816	20.3708193504356	22.3044928157116	22.5098793621729	23.7830677717854	23.237889145723
D9RAB7	18.048039794046	18.8218051171457	18.1267145542525	19.4946681119367	24.0100930147133	24.9604028984431	25.6615019478903	24.5407916405634
D9RAB8	NA	NA	NA	NA	17.8790926001008	NA	18.8291652675323	17.4984908562041
D9RAB9	16.8727950998483	18.8453981644177	17.1849528051242	17.3353380113837	22.7858036480903	21.66109958771	23.7313811862395	22.7306973315566
D9RAC0	17.8302180810277	18.955065237881	18.0091397269602	19.137486513002	20.6528099693009	20.7500101450883	22.1964352361031	21.2211079746702
D9RAC5	18.0954794413159	18.9087971960885	18.2814320229196	18.6741094918053	18.2482240896685	16.9075948646198	19.3841429195465	18.2171720116148
D9RAC7	NA	17.6125949719443	NA	17.4407069850419	22.2751753703191	21.2402206803759	23.017876792633	22.8547367700408
D9RAC9	15.2891183219287	NA	15.3358788006992	16.1473043135381	16.7287974163104	NA	NA	NA
D9RAD3	15.409158866341	NA	16.0875664317867	17.0468682133497	17.9923630547898	17.9160777171013	19.3171652653364	18.7700121277669
D9RAE9	20.054572523379	20.7858036480903	20.5106521482863	20.9293306571805	22.0378163724359	21.9007282711031	23.1335317037397	22.3819484493952
D9RAG1	17.7558394877893	17.4362398047099	16.7302578356548	17.3369946281177	16.2742507396508	NA	NA	NA
D9RAG3	20.9957616312517	21.9070520209587	21.3984827642927	22.1616485855431	22.0336891588659	21.894450696967	22.6029751787306	22.4824446143923
D9RAG5	22.2564943533795	22.3042978399839	22.4514375215099	22.5967111666358	23.3174137179038	21.338866929428	23.7611137310158	21.6600551025669
D9RAG6	19.980362749585	18.7233076392275	19.1324746268377	20.4491970181911	19.7475701860378	18.9680367363935	21.2593708847007	18.5654740124264
D9RAG8	22.5491726755198	23.0046347031689	22.3783276694667	23.0248244899906	22.8628734129748	23.2160827025684	23.1084817047472	23.2920733156639
D9RAH8	20.4261377859228	21.0430005746862	20.2540736268431	21.1218673609508	22.2788373590482	21.6359979214007	23.1866613624353	22.3366623674122
D9RAJ4	NA	18.3026924669983	18.6807509695719	20.2855692881287	20.4329822362	20.7384287682675	21.9471018202886	21.170416558762
D9RAJ5	15.0609913972538	14.908533355491	14.1586885735819	16.1811134241121	NA	NA	NA	NA
D9RAL1	NA	NA	NA	20.0400595719164	20.8322904968883	21.50237148942	21.4521668221954	NA
D9RAR7	NA	13.9249980234467	NA	16.9490059354048	20.2847789249482	21.5192215904165	20.9824533093493	19.8374123504391
D9RAR8	16.5926176262641	16.8773560363885	17.1082998349357	17.6796175448484	19.7636565258632	20.3226763692988	21.7632026391737	21.126790162577
D9RAS0	NA	NA	NA	15.1369510722528	17.2733949568202	17.447503003858	18.4587590409901	17.8412572018222
D9RAS1	NA	NA	NA	NA	NA	18.2421878942157	18.8553795068661	18.6748680972124
D9RAS2	NA	15.2308460552402	15.4204537162668	NA	17.8540404656824	18.5802732912065	18.7693342378208	19.0492902052058
D9RAS8	NA	NA	NA	NA	17.7403078142523	NA	19.227949618296	18.403411532981
D9RAT3	14.7332272178516	15.4244615700828	14.9775929743943	15.5257043152802	17.7816798784226	17.3783964696587	19.9537588089582	18.8501685205387
D9RAT7	NA	NA	NA	NA	19.7730103889116	20.1437020768579	20.8461330928181	20.6424466195201
D9RAU5	NA	NA	NA	NA	16.9833721968155	NA	18.494629052088	16.4413880293467
D9RAV1	NA	NA	NA	NA	NA	18.3543182637539	19.5628312017772	19.6958297875413
D9RAW5	15.4458231599161	17.7890241287931	17.7685591162221	19.7194021910521	22.0062795031657	21.9278488383823	21.7001552043251	23.0391225396138
D9RAX2	20.3436455081569	19.8879821330585	19.5663105136557	21.088288768976	22.1282700275443	22.3517545060159	23.3442146239793	22.6059614234718
D9RAX7	NA	NA	NA	NA	17.2763061850314	17.3396064718837	19.5591940829969	18.2182604987973
D9RAX8	17.709137675607	16.8652016333372	17.3505248719545	18.4909526964377	20.314401798528	19.5815058686708	22.6846595996223	20.9149544124983
D9RAY0	16.6950651306895	17.2173140347859	16.9364078991327	18.2642593193979	21.8729754104333	21.2177991751574	22.6905112861965	21.625155884727
D9RAY2	NA	NA	NA	NA	17.3601612296191	18.3503953758029	18.6262081072042	17.528179366948
