cond.org	org	media	growth	mono_growth	max	max_mono	max_pvalue	max_diff	max_fold	mu	mu_mono	mu_pvalue	mu_diff	mu_fold	lag	lag_mono	lag_pvalue	lag_diff	lag_fold	max_pvalue_adj	mu_pvalue_adj	lag_pvalue_adj	max_log_fold	mu_log_fold	lag_log_fold	max_interaction_type	max_interaction_type_adj	mu_interaction_type	mu_interaction_type_adj	lag_interaction_type	lag_interaction_type_adj	max_tech.pval
acetaminophen|H2O	C. ramosum	GMM	growth	growth	0.483333333333333	0.540666666666667	0.0517039065252024	-0.0573333333333335	0.893855251864638	0.0882213274146221	0.0946144372234967	0.562512517004694	-0.00639310980887458	0.949479293047025	32934.2674406283	32783.8839252169	0.846938737427764	150.38351541149	1.04404980392825	0.662999144115669	0.889953851270856	0.937873212393692	-0.16188687010582	-0.0747915575395734	0.0621905339063683	none	none	none	none	none	none	0.25063454385078
acetaminophen|H2O	C. saccharolyticum	GMM	growth	growth	1.21683333333333	1.1485	0.683465511559391	0.116	1.15110913475237	0.148734077121095	0.138440580500643	0.792123235568922	0.0165876204295108	1.34189313728153	50617	45605.75	0.483049216570612	8599	1.13568718219441	0.881734946410622	0.930037548904582	0.795827572208633	0.203024619484127	0.424269785954965	0.183565508394473	none	none	none	none	none	none	0.849314036868589
acetaminophen|H2O	E. coli ED1a	GMM	growth	growth	0.566222222222222	0.535666666666667	0.059338295196199	0.0305555555555557	1.05727611915679	0.136076796022801	0.124301637544571	0.304285514637018	0.0117751584782299	1.09648658368431	6729.11141243998	6606.4203110153	0.610723852902071	122.691101424687	1.03101442190263	0.662999144115669	0.889953851270856	0.843255023342643	0.0803522014284483	0.132888159690006	0.0440645133674057	none	none	none	none	none	none	0.759056750147902
acetaminophen|H2O	E. coli IAI1	GMM	growth	growth	0.530666666666667	0.536888888888889	0.773020635293356	-0.00622222222222239	0.991362052931069	0.120086337072169	0.114403518328542	0.544016166961341	0.00568281874362751	1.06258133186943	7057.74479090443	6056.94421963056	0.360314985370216	1000.80057127387	1.22191565136662	0.897591289545928	0.889953851270856	0.795827572208633	-0.0125160580842928	0.0875732719270236	0.289144699596012	none	none	none	none	none	none	0.54862151478095
acetaminophen|H2O	E. lenta	GMM	growth	growth	0.9155	0.987	0.734665068371387	-0.00549999999999998	0.951725472905397	0.0719973855945095	0.083548300934631	0.103664474415032	-0.00677370906299024	0.946812379788887	38636	38172.75	0.742095645621105	-463	0.987181301539571	0.89380502307441	0.889953851270856	0.883127397277605	-0.0713826095836231	-0.0788495251231673	-0.0186130266070953	none	none	none	none	none	none	0.976484229585721
acetaminophen|H2O	E. rectale	GMM	growth	growth	0.266444444444444	0.307222222222222	0.371220344277915	-0.049777777777778	0.851610803498288	0.035248509108471	0.0369657790037152	0.777781028638278	-0.00268356104903072	0.954894632541988	50655.6666666667	47240	0.585750125000925	4492.66666666667	1.09810891584289	0.81622558089827	0.930037548904582	0.843255023342643	-0.231733843013383	-0.066586546551278	0.135021155029423	none	none	none	none	none	none	0.653948998977716
acetaminophen|H2O	F. nucleatum subsp. nucleatum	GMM	growth	growth	0.389777777777778	0.418555555555556	0.748344235532358	-0.028777777777778	0.85785664583402	0.0168628145787657	0.0199166730833506	0.413911217395547	-0.00305385850458491	0.845580643307161	38757.4754734567	37597.4984896255	0.674307911718701	1159.97698383123	1.00668157389752	0.896649357380456	0.889953851270856	0.857718083045787	-0.221191511991977	-0.241985743384833	0.00960741283129794	none	none	none	none	none	none	0.998728356365526
acetaminophen|H2O	L. gasseri	GMM	growth	growth	1.33333333333333	1.4015	0.501590798998021	-0.0595000000000006	0.956634823257268	0.0960227672401532	0.107958790422005	0.638053713146718	-0.0130737290312434	0.91556116636317	24121	24322.5	0.885929795554869	22	1.01714410434271	0.847974362651172	0.901412751335233	0.952963338367814	-0.0639597858690653	-0.127271822779492	0.0245240881362628	none	none	none	none	none	none	0.19635746290922
acetaminophen|H2O	L. lactis	GMM	growth	growth	0.50425	0.4975	0.512401355471602	0.00991666666666649	1.02185096766319	0.171984019293615	0.165864165337461	0.725031009486544	0.000207915095815567	0.996231052348568	7693.29258229273	7828.57886902788	0.373542024688797	-204.15188845325	0.979181492437945	0.847974362651172	0.930037548904582	0.795827572208633	0.0311848010784046	-0.00544771462260576	-0.0303518050556649	none	none	none	none	none	none	0.770471726656683
acetaminophen|H2O	L. paracasei	GMM	growth	growth	0.560888888888889	0.604222222222222	0.350751610994391	-0.0614444444444443	0.896994557195952	0.0864436353695106	0.0904896835847306	0.73736879287617	-0.00474970432885857	0.979335977328939	10938	8626.25	0.473256763771914	2218.5	1.45266272189349	0.798681157502379	0.930037548904582	0.795827572208633	-0.156828863734166	-0.0301242098567129	0.538699778032509	none	none	none	none	none	none	0.901850859907938
acetaminophen|H2O	L. plantarum	GMM	growth	growth	0.873166666666667	0.900416666666667	0.670304054720271	-0.0388333333333331	0.973910910518054	0.178504071189911	0.181737734576712	0.856081912036184	-0.0037117766553464	0.982160994086148	13831.5	13523.75	0.434629230624304	57.5	1.004028867713	0.879251702700405	0.956110558526549	0.795827572208633	-0.0381382885266421	-0.0259685669539166	0.00580075007321537	none	none	none	none	none	none	0.929631172184244
acetaminophen|H2O	Mix Depletion	GMM	growth	growth	0.8315	0.905	0.0561536227784924	-0.0735000000000001	0.908720457487669	0.167456874201507	0.194427913290248	0.416082285061338	-0.0269710390887412	0.883049533693546	7631	7477.5	0.5	153.5	1.0214955888531	0.662999144115669	0.889953851270856	0.795827572208633	-0.138091537124819	-0.179433728350307	0.0306829740628235	none	none	none	none	none	none	0.826533625027102
acetaminophen|H2O	Mix NoDepletion	GMM	growth	growth	0.457	0.43675	0.507876074273354	0.0055	1.03101837496124	0.191995358972756	0.182146671774628	0.534432250281765	-0.00166665897881681	0.988558350115137	3301	6856	0.0666943797001147	-3554.5	0.496292309343638	0.847974362651172	0.889953851270856	0.795827572208633	0.0440700448585215	-0.0166019706756503	-1.01073799640337	none	none	none	none	none	none	0.00766334645788401
acetaminophen|H2O	R. gnavus	GMM	no growth;growth	growth;no growth	1.08616666666667	1.02133333333333	0.65117817710775	0.064833333333334	1.06347911227154	0.0927118701305873	0.0996390218176207	0.712539459451116	-0.00692715168703335	0.930477522152789	24434.5	19973	0.335965227041815	4461.5	1.26593566452105	0.867138534578927	0.930037548904582	0.795827572208633	0.0887916976914415	-0.10395679583388	0.340204088151025	none	none	none	none	none	none	0.648352369708095
acetaminophen|H2O	R. torques	GMM	no growth;growth	no growth;growth	0.500666666666667	1.02216666666667	0.186722454861532	-0.5215	0.372972585146248	0.0230085626918021	0.0773935412146678	0.0175752826014624	-0.0543849785228657	0.241900045555695	114562.5	43058.5	0.315823700464422	71504	2.55574689338699	0.736804412090951	0.825347829504112	0.795827572208633	-1.42285850388969	-2.04751705387474	1.35374496706101	none	none	strong negative	none	none	none	0.303118012585057
acetaminophen|H2O	S. salivarius	GMM	growth	growth	0.652166666666666	0.799666666666666	0.5	-0.1475	0.866556091676719	0.116134305105151	0.13651688721723	0.418718020732025	-0.0203825821120788	0.823661827470528	30535.5	29701.5	0.0691895940178412	834	1.05875391890308	0.847974362651172	0.889953851270856	0.795827572208633	-0.206634957660341	-0.27987596618329	0.0823673096014714	none	none	none	none	none	none	0.479116472905863
aripiprazole|DMSO	B. animalis subsp. lactis BI-07	GMM	growth	growth	0.318333333333334	0.284916666666667	0.251219096831487	0.0413333333333336	1.14845195411453	0.0642532331495666	0.0659571937042879	0.69738692620353	-8.9232442771963e-05	1.00278629861032	28680.3468654118	26947.8615298879	0.428845142211032	1718.77148627415	1.06485942016362	0.760138690839965	0.92167216880165	0.795827572208633	0.199690502331338	0.00401418941573516	0.090662982357527	none	none	none	none	none	none	0.908941367604532
aripiprazole|DMSO	B. fragilis	GMM	growth;no growth	growth;no growth	0.615666666666667	0.641	0.202316494117567	-0.0253333333333334	0.959500044525435	0.055085532343628	0.0535055658003459	0.77316715385034	0.00157996654328211	1.01105444143262	16367.754419817	16112.9090778367	0.846221815885506	254.845341980298	0.998789401070647	0.736804412090951	0.930037548904582	0.937873212393692	-0.0596452215186896	0.0158606829681447	-0.00174758309655623	none	none	none	none	none	none	0.874175745842791
aripiprazole|DMSO	B. longum subsp. infantis	GMM	growth	growth	0.886333333333333	0.936083333333333	0.185449322014815	-0.0778333333333334	0.931021493144856	0.081035740610442	0.0989370096017891	0.196508398081656	-0.0182320505375111	0.809437449919532	31230.7277828229	30581.389907233	0.403811111594461	230.429458843148	1.00645181274399	0.736804412090951	0.889953851270856	0.795827572208633	-0.103113621307832	-0.305008495740037	0.00927810004912936	none	none	none	none	none	none	0.702299587775923
aripiprazole|DMSO	B. longum subsp. longum	GMM	growth;no growth	growth;no growth	0.4565	0.4345	0.568557501055882	0.022	1.05945897463495	0.140451973193364	0.0906928764737958	0.014270299970527	0.0497590967195685	1.61552379344914	47036.6189777658	39171.3963536345	0.479864129285306	7865.22262413135	1.15378816605192	0.854278610928991	0.825347829504112	0.795827572208633	0.0833277233998978	0.692001998785451	0.206378371436058	none	none	weak positive	none	none	none	0.767532121106321
aripiprazole|DMSO	B. thetaiotaomicron	GMM	growth	growth	0.687333333333333	0.719583333333333	0.219521383138428	-0.0191666666666665	0.972534194225483	0.052562233846369	0.0477353590296008	0.188381288586191	0.00249214989921487	1.03039611704594	41376.279125148	40132.017957946	0.224642641475467	1301.01116720205	1.03477129438838	0.736804412090951	0.889953851270856	0.795827572208633	-0.0401791188530378	0.0431990619103471	0.0493119378578026	none	none	none	none	none	none	0.957023225021451
aripiprazole|DMSO	B. uniformis	GMM	growth	growth	0.565	0.666083333333333	0.0881290991499185	-0.0905	0.860671747026194	0.0394444460176386	0.04969845949764	0.0228520427708165	-0.00752524698112066	0.84687135699097	25663.2393650469	24342.8316373858	0.642992324084484	1059.90772766115	1.07319345800615	0.699850236288699	0.825347829504112	0.843255023342643	-0.21646498413353	-0.239785259599754	0.101910165328987	none	none	weak negative	none	none	none	0.548102172145058
aripiprazole|DMSO	B. uniformis HM715	GMM	growth	growth	0.574	0.552	0.400304148723372	0.0455000000000001	1.09174259259259	0.0727390403680992	0.0763237956863528	0.157113884931202	-0.00221560232474655	0.977993066095238	15531.5	14525	0.146922973918904	929.5	1.06357138783455	0.821233191789003	0.889953851270856	0.795827572208633	0.12663274255285	-0.0321038582839596	0.0889168714917169	none	none	none	none	none	none	0.921114326655079
