organism	protein_id	original_protein_id
C. saccharolyticum	D9R298	D9R298
C. saccharolyticum	D9R299	D9R299
C. saccharolyticum	D9R2A0	D9R2A0
C. saccharolyticum	D9R2A1	D9R2A1
C. saccharolyticum	D9R2A3	D9R2A3
C. saccharolyticum	D9R2A5	D9R2A5
C. saccharolyticum	D9R2A6	D9R2A6
C. saccharolyticum	D9R2A8	D9R2A8
C. saccharolyticum	D9R2A9	D9R2A9
C. saccharolyticum	D9R2B0	D9R2B0
C. saccharolyticum	D9R2B1	D9R2B1
C. saccharolyticum	D9R2B2	D9R2B2
C. saccharolyticum	D9R2B3	D9R2B3
C. saccharolyticum	D9R2B4	D9R2B4
C. saccharolyticum	D9R2B5	D9R2B5
C. saccharolyticum	D9R2B6	D9R2B6
C. saccharolyticum	D9R2B7	D9R2B7
C. saccharolyticum	D9R2B8	D9R2B8|D9R4V0
C. saccharolyticum	D9R2B9	D9R2B9
C. saccharolyticum	D9R2C0	D9R2C0
C. saccharolyticum	D9R2C2	D9R2C2
C. saccharolyticum	D9R2C3	D9R2C3
C. saccharolyticum	D9R2C4	D9R2C4
C. saccharolyticum	D9R2C6	D9R2C6
C. saccharolyticum	D9R2C7	D9R2C7
C. saccharolyticum	D9R2C8	D9R2C8
C. saccharolyticum	D9R2D0	D9R2D0
C. saccharolyticum	D9R2D1	D9R2D1
C. saccharolyticum	D9R2D2	D9R2D2
C. saccharolyticum	D9R2D3	D9R2D3
C. saccharolyticum	D9R2D4	D9R2D4
C. saccharolyticum	D9R2D5	D9R2D5
C. saccharolyticum	D9R2D8	D9R2D8
C. saccharolyticum	D9R2E0	D9R2E0
C. saccharolyticum	D9R2E3	D9R2E3
C. saccharolyticum	D9R2E4	D9R2E4
C. saccharolyticum	D9R2E5	D9R2E5
C. saccharolyticum	D9R2F1	D9R2F1
C. saccharolyticum	D9R2F2	D9R2F2
C. saccharolyticum	D9R2F3	D9R2F3
C. saccharolyticum	D9R2F4	D9R2F4
C. saccharolyticum	D9R2F5	D9R2F5
C. saccharolyticum	D9R2F7	D9R2F7
C. saccharolyticum	D9R2F8	D9R2F8
C. saccharolyticum	D9R2F9	D9R2F9
C. saccharolyticum	D9R2G0	D9R2G0
C. saccharolyticum	D9R2G3	D9R2G3
C. saccharolyticum	D9R2G7	D9R2G7
C. saccharolyticum	D9R2G8	D9R2G8
C. saccharolyticum	D9R2G9	D9R2G9
C. saccharolyticum	D9R2H0	D9R2H0
C. saccharolyticum	D9R2H1	D9R2H1
C. saccharolyticum	D9R2H2	D9R2H2
C. saccharolyticum	D9R2H4	D9R2H4
C. saccharolyticum	D9R2H5	D9R2H5
C. saccharolyticum	D9R2H6	D9R2H6
C. saccharolyticum	D9R2H7	D9R2H7
C. saccharolyticum	D9R2H8	D9R2H8
C. saccharolyticum	D9R2H9	D9R2H9
C. saccharolyticum	D9R2I0	D9R2I0
C. saccharolyticum	D9R2I1	D9R2I1
C. saccharolyticum	D9R2I2	D9R2I2
C. saccharolyticum	D9R2I3	D9R2I3
C. saccharolyticum	D9R2I4	D9R2I4
C. saccharolyticum	D9R2I5	D9R2I5
C. saccharolyticum	D9R2I6	D9R2I6
C. saccharolyticum	D9R2I8	D9R2I8|D9R7W4
C. saccharolyticum	D9R2J0	D9R2J0|D9R7S1|D9R9H9
C. saccharolyticum	D9R2J2	D9R2J2
C. saccharolyticum	D9R2J3	D9R2J3
C. saccharolyticum	D9R2J8	D9R2J8
C. saccharolyticum	D9R2J9	D9R2J9
C. saccharolyticum	D9R2K0	D9R2K0
C. saccharolyticum	D9R2K1	D9R2K1
C. saccharolyticum	D9R2K3	D9R2K3
C. saccharolyticum	D9R2K4	D9R2K4
C. saccharolyticum	D9R2K5	D9R2K5
C. saccharolyticum	D9R2L0	D9R2L0
C. saccharolyticum	D9R2L1	D9R2L1
C. saccharolyticum	D9R2L2	D9R2L2
C. saccharolyticum	D9R2L4	D9R2L4
C. saccharolyticum	D9R2L6	D9R2L6
C. saccharolyticum	D9R2L8	D9R2L8
C. saccharolyticum	D9R2M1	D9R2M1
C. saccharolyticum	D9R2M3	D9R2M3
C. saccharolyticum	D9R2M7	D9R2M7
C. saccharolyticum	D9R2N3	D9R2N3
C. saccharolyticum	D9R2N4	D9R2N4
C. saccharolyticum	D9R2N6	D9R2N6
C. saccharolyticum	D9R2N9	D9R2N9
C. saccharolyticum	D9R2P1	D9R1I3|D9R2P1
C. saccharolyticum	D9R2P2	D9R1I4|D9R2P2|D9R3I1
C. saccharolyticum	D9R2P3	D9R1I5|D9R2P3
C. saccharolyticum	D9R2P4	D9R1I6|D9R2P4|D9R3H9
C. saccharolyticum	D9R2P5	D9R1I7|D9R2P5
C. saccharolyticum	D9R2P6	D9R1I8|D9R2P6
C. saccharolyticum	D9R2P7	D9R2P7
C. saccharolyticum	D9R2P9	D9R2P9
C. saccharolyticum	D9R2Q0	D9R2Q0
C. saccharolyticum	D9R2Q3	D9R2Q3
C. saccharolyticum	D9R2Q4	D9R2Q4
C. saccharolyticum	D9R2Q7	D9R2Q7
C. saccharolyticum	D9R2Q8	D9R2Q8
C. saccharolyticum	D9R2R0	D9R2R0
C. saccharolyticum	D9R2R1	D9R2R1
C. saccharolyticum	D9R2R3	D9R2R3
C. saccharolyticum	D9R2R4	D9R2R4
C. saccharolyticum	D9R2R5	D9R2R5
C. saccharolyticum	D9R2R9	D9R2R9
C. saccharolyticum	D9R2S0	D9R2S0
C. saccharolyticum	D9R2S1	D9R2S1
C. saccharolyticum	D9R2S5	D9R2S5
C. saccharolyticum	D9R2T1	D9R2T1
C. saccharolyticum	D9R2V2	D9R2V2
C. saccharolyticum	D9R2V6	D9R2V6
C. saccharolyticum	D9R2V7	D9R2V7
C. saccharolyticum	D9R2V8	D9R2V8
C. saccharolyticum	D9R2V9	D9R2V9
C. saccharolyticum	D9R2W0	D9R2W0
C. saccharolyticum	D9R2W2	D9R2W2
C. saccharolyticum	D9R2W3	D9R2W3
C. saccharolyticum	D9R2W4	D9R2W4
C. saccharolyticum	D9R2W5	D9R2W5
C. saccharolyticum	D9R2W6	D9R2W6
C. saccharolyticum	D9R2W9	D9R2W9
C. saccharolyticum	D9R2X0	D9R2X0
C. saccharolyticum	D9R2X1	D9R2X1
C. saccharolyticum	D9R2X4	D9R2X4
C. saccharolyticum	D9R2X5	D9R2X5
C. saccharolyticum	D9R2Y0	D9R2Y0
C. saccharolyticum	D9R2Y1	D9R2Y1
C. saccharolyticum	D9R2Y6	D9R2Y6
C. saccharolyticum	D9R2Y9	D9R2Y9
C. saccharolyticum	D9R2Z0	D9R2Z0
C. saccharolyticum	D9R2Z1	D9R2Z1
C. saccharolyticum	D9R2Z2	D9R2Z2
C. saccharolyticum	D9R2Z3	D9R2Z3
C. saccharolyticum	D9R2Z4	D9R2Z4
C. saccharolyticum	D9R2Z5	D9R2Z5
C. saccharolyticum	D9R2Z8	D9R2Z8
C. saccharolyticum	D9R300	D9R300
C. saccharolyticum	D9R301	D9R301
C. saccharolyticum	D9R302	D9R302
C. saccharolyticum	D9R304	D9R304
C. saccharolyticum	D9R305	D9R305
C. saccharolyticum	D9R306	D9R306
C. saccharolyticum	D9R307	D9R307
C. saccharolyticum	D9R308	D9R308
C. saccharolyticum	D9R309	D9R309
C. saccharolyticum	D9R310	D9R310
C. saccharolyticum	D9R316	D9R316
C. saccharolyticum	D9R318	D9R318
C. saccharolyticum	D9R319	D9R319
C. saccharolyticum	D9R320	D9R320
C. saccharolyticum	D9R322	D9R322
C. saccharolyticum	D9R323	D9R323
C. saccharolyticum	D9R324	D9R324
C. saccharolyticum	D9R325	D9R325
C. saccharolyticum	D9R326	D9R326
C. saccharolyticum	D9R327	D9R327
C. saccharolyticum	D9R328	D9R328
C. saccharolyticum	D9R329	D9R329
C. saccharolyticum	D9R332	D9R332
C. saccharolyticum	D9R333	D9R333
C. saccharolyticum	D9R335	D9R335
C. saccharolyticum	D9R336	D9R336
C. saccharolyticum	D9R337	D9R337
C. saccharolyticum	D9R338	D9R338
C. saccharolyticum	D9R339	D9R339
C. saccharolyticum	D9R340	D9R340
C. saccharolyticum	D9R341	D9R341
C. saccharolyticum	D9R344	D9R344
C. saccharolyticum	D9R345	D9R345
C. saccharolyticum	D9R346	D9R346
C. saccharolyticum	D9R347	D9R347
C. saccharolyticum	D9R348	D9R348
C. saccharolyticum	D9R354	D9R354
C. saccharolyticum	D9R356	D9R356
C. saccharolyticum	D9R357	D9R357
C. saccharolyticum	D9R358	D9R358
C. saccharolyticum	D9R359	D9R359
C. saccharolyticum	D9R360	D9R360
C. saccharolyticum	D9R361	D9R361
C. saccharolyticum	D9R362	D9R362
C. saccharolyticum	D9R364	D9R364
C. saccharolyticum	D9R365	D9R365
C. saccharolyticum	D9R367	D9R367
C. saccharolyticum	D9R371	D9R371
C. saccharolyticum	D9R372	D9R372
C. saccharolyticum	D9R373	D9R373
C. saccharolyticum	D9R374	D9R374
C. saccharolyticum	D9R375	D9R375
C. saccharolyticum	D9R377	D9R1K6|D9R377
C. saccharolyticum	D9R379	D9R379
C. saccharolyticum	D9R382	D9R382
C. saccharolyticum	D9R384	D9R384
C. saccharolyticum	D9R386	D9R386
C. saccharolyticum	D9R391	D9R391
C. saccharolyticum	D9R395	D9R395
C. saccharolyticum	D9R396	D9R396
C. saccharolyticum	D9R397	D9R397
C. saccharolyticum	D9R398	D9R398
C. saccharolyticum	D9R3A0	D9R3A0
C. saccharolyticum	D9R3A2	D9R3A2
C. saccharolyticum	D9R3A9	D9R3A9
C. saccharolyticum	D9R3B1	D9R3B1
C. saccharolyticum	D9R3B9	D9R3B9
C. saccharolyticum	D9R3C0	D9R3C0
C. saccharolyticum	D9R3C1	D9R3C1
C. saccharolyticum	D9R3C2	D9R3C2
C. saccharolyticum	D9R3C4	D9R3C4
C. saccharolyticum	D9R3C5	D9R3C5
C. saccharolyticum	D9R3C7	D9R3C7
C. saccharolyticum	D9R3C8	D9R3C8
C. saccharolyticum	D9R3C9	D9R3C9
C. saccharolyticum	D9R3E2	D9R3E2
C. saccharolyticum	D9R3E4	D9R3E4
C. saccharolyticum	D9R3F0	D9R3F0
C. saccharolyticum	D9R3F1	D9R3F1
C. saccharolyticum	D9R3F5	D9R3F5
C. saccharolyticum	D9R3F6	D9R3F6
C. saccharolyticum	D9R3F7	D9R3F7
C. saccharolyticum	D9R3F8	D9R3F8
C. saccharolyticum	D9R3G1	D9R3G1
C. saccharolyticum	D9R3G2	D9R3G2
C. saccharolyticum	D9R3G3	D9R3G3
C. saccharolyticum	D9R3G4	D9R3G4
C. saccharolyticum	D9R3G5	D9R3G5
C. saccharolyticum	D9R3G6	D9R3G6
C. saccharolyticum	D9R3G7	D9R3G7
C. saccharolyticum	D9R3G8	D9R3G8
C. saccharolyticum	D9R3G9	D9R3G9
C. saccharolyticum	D9R3H0	D9R3H0
C. saccharolyticum	D9R3H2	D9R3H2
C. saccharolyticum	D9R3H3	D9R3H3
C. saccharolyticum	D9R3H4	D9R3H4
C. saccharolyticum	D9R3H5	D9R3H5
C. saccharolyticum	D9R3H7	D9R3H7
C. saccharolyticum	D9R3H8	D9R3H8
C. saccharolyticum	D9R3H9	D9R1I6|D9R2P4|D9R3H9
C. saccharolyticum	D9R3I0	D9R3I0
C. saccharolyticum	D9R3I1	D9R1I4|D9R2P2|D9R3I1
C. saccharolyticum	D9R3I3	D9R3I3
C. saccharolyticum	D9R3I7	D9R3I7
C. saccharolyticum	D9R3I8	D9R3I8
C. saccharolyticum	D9R3J4	D9R3J4
C. saccharolyticum	D9R3J7	D9R3J7
C. saccharolyticum	D9R3J8	D9R3J8
C. saccharolyticum	D9R3J9	D9R3J9
C. saccharolyticum	D9R3K2	D9R3K2
C. saccharolyticum	D9R3K5	D9R3K5
C. saccharolyticum	D9R3K7	D9R3K7
C. saccharolyticum	D9R3K8	D9R3K8
C. saccharolyticum	D9R3L0	D9R3L0
C. saccharolyticum	D9R3L2	D9R3L2
C. saccharolyticum	D9R3L3	D9R3L3
C. saccharolyticum	D9R3L4	D9R3L4
C. saccharolyticum	D9R3L7	D9R3L7
C. saccharolyticum	D9R3L8	D9R3L8
C. saccharolyticum	D9R3M2	D9R3M2
C. saccharolyticum	D9R3M8	D9R3M8
C. saccharolyticum	D9R3M9	D9R3M9
C. saccharolyticum	D9R3N0	D9R3N0
C. saccharolyticum	D9R3N1	D9R3N1
C. saccharolyticum	D9R3N2	D9R3N2
C. saccharolyticum	D9R3N3	D9R3N3
C. saccharolyticum	D9R3N4	D9R3N4
C. saccharolyticum	D9R3N6	D9R3N6
C. saccharolyticum	D9R3N7	D9R3N7
C. saccharolyticum	D9R3P0	D9R3P0
C. saccharolyticum	D9R3P2	D9R3P2
C. saccharolyticum	D9R3P3	D9R3P3
C. saccharolyticum	D9R3P4	D9R3P4
C. saccharolyticum	D9R3P9	D9R3P9
C. saccharolyticum	D9R3Q1	D9R3Q1
C. saccharolyticum	D9R3Q2	D9R3Q2
C. saccharolyticum	D9R3Q3	D9R3Q3
C. saccharolyticum	D9R3Q5	D9R3Q5
C. saccharolyticum	D9R3Q7	D9R3Q7
C. saccharolyticum	D9R3Q8	D9R3Q8
C. saccharolyticum	D9R3Q9	D9R3Q9
C. saccharolyticum	D9R3R2	D9R3R2
C. saccharolyticum	D9R3R3	D9R3R3
C. saccharolyticum	D9R3R4	D9R3R4
C. saccharolyticum	D9R3R5	D9R3R5
C. saccharolyticum	D9R3R6	D9R3R6
C. saccharolyticum	D9R3R7	D9R3R7
C. saccharolyticum	D9R3R8	D9R3R8
C. saccharolyticum	D9R3R9	D9R3R9
C. saccharolyticum	D9R3S0	D9R3S0
C. saccharolyticum	D9R3S1	D9R3S1
C. saccharolyticum	D9R3S2	D9R3S2
C. saccharolyticum	D9R3S5	D9R3S5
C. saccharolyticum	D9R3S6	D9R3S6
C. saccharolyticum	D9R3T1	D9R3T1
C. saccharolyticum	D9R3T2	D9R3T2
C. saccharolyticum	D9R3T3	D9R3T3
C. saccharolyticum	D9R3T4	D9R3T4
C. saccharolyticum	D9R3T5	D9R3T5
C. saccharolyticum	D9R3T6	D9R3T6
C. saccharolyticum	D9R3T7	D9R3T7
C. saccharolyticum	D9R3T8	D9R3T8
C. saccharolyticum	D9R3U7	D9R3U7
C. saccharolyticum	D9R3V0	D9R3V0
C. saccharolyticum	D9R3V2	D9R3V2
C. saccharolyticum	D9R3V3	D9R3V3
C. saccharolyticum	D9R3V4	D9R3V4
C. saccharolyticum	D9R3V5	D9R3V5
C. saccharolyticum	D9R3V6	D9R3V6
C. saccharolyticum	D9R3W1	D9R3W1
C. saccharolyticum	D9R3W3	D9R3W3
C. saccharolyticum	D9R3W4	D9R3W4
C. saccharolyticum	D9R3W5	D9R3W5
C. saccharolyticum	D9R3W7	D9R3W7
C. saccharolyticum	D9R3W8	D9R3W8
C. saccharolyticum	D9R3X0	D9R3X0
C. saccharolyticum	D9R3X2	D9R3X2
C. saccharolyticum	D9R3X3	D9R3X3
C. saccharolyticum	D9R3X4	D9R3X4
C. saccharolyticum	D9R3X6	D9R3X6
C. saccharolyticum	D9R3X7	D9R3X7
C. saccharolyticum	D9R3X9	D9R3X9
C. saccharolyticum	D9R3Y0	D9R3Y0
C. saccharolyticum	D9R3Y2	D9R3Y2
C. saccharolyticum	D9R3Y3	D9R3Y3
C. saccharolyticum	D9R3Y5	D9R3Y5
C. saccharolyticum	D9R3Y7	D9R3Y7
C. saccharolyticum	D9R3Y9	D9R3Y9
C. saccharolyticum	D9R3Z0	D9R3Z0
C. saccharolyticum	D9R3Z1	D9R3Z1
C. saccharolyticum	D9R3Z3	D9R3Z3
C. saccharolyticum	D9R3Z4	D9R3Z4
C. saccharolyticum	D9R3Z5	D9R3Z5
C. saccharolyticum	D9R3Z6	D9R3Z6
C. saccharolyticum	D9R3Z7	D9R3Z7
C. saccharolyticum	D9R3Z8	D9R3Z8
C. saccharolyticum	D9R401	D9R401
C. saccharolyticum	D9R404	D9R404
C. saccharolyticum	D9R406	D9R406
C. saccharolyticum	D9R407	D9R407
C. saccharolyticum	D9R408	D9R408
C. saccharolyticum	D9R409	D9R409
C. saccharolyticum	D9R410	D9R410
C. saccharolyticum	D9R414	D9R414
C. saccharolyticum	D9R415	D9R415
C. saccharolyticum	D9R418	D9R418
C. saccharolyticum	D9R419	D9R419
C. saccharolyticum	D9R420	D9R420
C. saccharolyticum	D9R421	D9R421
C. saccharolyticum	D9R422	D9R422
C. saccharolyticum	D9R423	D9R423
C. saccharolyticum	D9R429	D9R429|D9R468
C. saccharolyticum	D9R430	D9R430
C. saccharolyticum	D9R431	D9R255|D9R431|D9R5U3
C. saccharolyticum	D9R435	D9R435
C. saccharolyticum	D9R437	D9R437
C. saccharolyticum	D9R438	D9R438
C. saccharolyticum	D9R441	D9R441
C. saccharolyticum	D9R442	D9R442
C. saccharolyticum	D9R443	D9R443
C. saccharolyticum	D9R445	D9R445
C. saccharolyticum	D9R446	D9R446
C. saccharolyticum	D9R447	D9R447
C. saccharolyticum	D9R448	D9R448
C. saccharolyticum	D9R449	D9R449
C. saccharolyticum	D9R451	D9R451
C. saccharolyticum	D9R452	D9R452
C. saccharolyticum	D9R455	D9R455
C. saccharolyticum	D9R457	D9R457
C. saccharolyticum	D9R459	D9R459
C. saccharolyticum	D9R460	D9R460
C. saccharolyticum	D9R461	D9R461
C. saccharolyticum	D9R463	D9R463
C. saccharolyticum	D9R464	D9R464
C. saccharolyticum	D9R465	D9R465
C. saccharolyticum	D9R466	D9R466|D9R519
C. saccharolyticum	D9R467	D9R467
C. saccharolyticum	D9R468	D9R429|D9R468
C. saccharolyticum	D9R469	D9R469
C. saccharolyticum	D9R471	D9R471
C. saccharolyticum	D9R472	D9R472
C. saccharolyticum	D9R473	D9R473
C. saccharolyticum	D9R474	D9R474
C. saccharolyticum	D9R475	D9R475
C. saccharolyticum	D9R476	D9R476
C. saccharolyticum	D9R477	D9R477
C. saccharolyticum	D9R480	D9R480
C. saccharolyticum	D9R481	D9R481
C. saccharolyticum	D9R482	D9R482
C. saccharolyticum	D9R485	D9R485
C. saccharolyticum	D9R491	D9R491
C. saccharolyticum	D9R497	D9R497
C. saccharolyticum	D9R498	D9R498
C. saccharolyticum	D9R499	D9R499
C. saccharolyticum	D9R4A3	D9R4A3
C. saccharolyticum	D9R4A6	D9R4A6
C. saccharolyticum	D9R4B0	D9R4B0
C. saccharolyticum	D9R4B2	D9R4B2
C. saccharolyticum	D9R4B4	D9R4B4
C. saccharolyticum	D9R4B5	D9R4B5
C. saccharolyticum	D9R4B6	D9R4B6
C. saccharolyticum	D9R4B7	D9R4B7
C. saccharolyticum	D9R4B9	D9R4B9
C. saccharolyticum	D9R4C1	D9R4C1
C. saccharolyticum	D9R4C2	D9R4C2
C. saccharolyticum	D9R4C3	D9R4C3
C. saccharolyticum	D9R4C8	D9R4C8
C. saccharolyticum	D9R4C9	D9R4C9
C. saccharolyticum	D9R4D0	D9R4D0
C. saccharolyticum	D9R4D1	D9R4D1
C. saccharolyticum	D9R4D4	D9R4D4
C. saccharolyticum	D9R4D6	D9R4D6
C. saccharolyticum	D9R4D7	D9R4D7
C. saccharolyticum	D9R4D8	D9R4D8
C. saccharolyticum	D9R4D9	D9R4D9
C. saccharolyticum	D9R4E1	D9R4E1
C. saccharolyticum	D9R4E2	D9R4E2
C. saccharolyticum	D9R4E4	D9R4E4
C. saccharolyticum	D9R4E6	D9R4E6
C. saccharolyticum	D9R4E7	D9R4E7
C. saccharolyticum	D9R4E8	D9R4E8
C. saccharolyticum	D9R4E9	D9R4E9
C. saccharolyticum	D9R4F0	D9R4F0
C. saccharolyticum	D9R4F1	D9R4F1
C. saccharolyticum	D9R4F3	D9R4F3
C. saccharolyticum	D9R4F4	D9R4F4
C. saccharolyticum	D9R4F5	D9R4F5
C. saccharolyticum	D9R4F6	D9R4F6
C. saccharolyticum	D9R4F8	D9R1H9|D9R4F8
C. saccharolyticum	D9R4G0	D9R4G0
C. saccharolyticum	D9R4G1	D9R4G1
C. saccharolyticum	D9R4G3	D9R4G3
C. saccharolyticum	D9R4G5	D9R4G5
C. saccharolyticum	D9R4G6	D9R4G6
C. saccharolyticum	D9R4G9	D9R4G9
C. saccharolyticum	D9R4H0	D9R4H0
C. saccharolyticum	D9R4H4	D9R4H4
C. saccharolyticum	D9R4H6	D9R4H6
C. saccharolyticum	D9R4I3	D9R4I3
C. saccharolyticum	D9R4I8	D9R4I8
C. saccharolyticum	D9R4J1	D9R4J1
C. saccharolyticum	D9R4J2	D9R4J2
C. saccharolyticum	D9R4J4	D9R4J4
C. saccharolyticum	D9R4J8	D9R4J8
C. saccharolyticum	D9R4J9	D9R4J9
C. saccharolyticum	D9R4K0	D9R4K0
C. saccharolyticum	D9R4K1	D9R4K1
C. saccharolyticum	D9R4L1	D9R4L1
C. saccharolyticum	D9R4L2	D9R4L2
C. saccharolyticum	D9R4L3	D9R4L3
C. saccharolyticum	D9R4L5	D9R4L5
C. saccharolyticum	D9R4L6	D9R4L6
C. saccharolyticum	D9R4L7	D9R4L7
C. saccharolyticum	D9R4L8	D9R4L8
C. saccharolyticum	D9R4L9	D9R4L9
C. saccharolyticum	D9R4M0	D9R4M0
C. saccharolyticum	D9R4M2	D9R4M2
C. saccharolyticum	D9R4M3	D9R4M3
C. saccharolyticum	D9R4M4	D9R4M4
C. saccharolyticum	D9R4M5	D9R4M5
C. saccharolyticum	D9R4M6	D9R4M6
C. saccharolyticum	D9R4N9	D9R4N9
C. saccharolyticum	D9R4P0	D9R4P0
C. saccharolyticum	D9R4P3	D9R4P3
C. saccharolyticum	D9R4P4	D9R4P4
C. saccharolyticum	D9R4P5	D9R4P5
C. saccharolyticum	D9R4P6	D9R4P6
C. saccharolyticum	D9R4Q3	D9R4Q3
C. saccharolyticum	D9R4Q4	D9R4Q4
C. saccharolyticum	D9R4Q5	D9R4Q5
C. saccharolyticum	D9R4Q6	D9R4Q6
C. saccharolyticum	D9R4Q7	D9R4Q7
C. saccharolyticum	D9R4Q8	D9R4Q8
C. saccharolyticum	D9R4Q9	D9R4Q9
C. saccharolyticum	D9R4R0	D9R4R0
C. saccharolyticum	D9R4R1	D9R4R1
C. saccharolyticum	D9R4R2	D9R4R2
C. saccharolyticum	D9R4R5	D9R4R5
C. saccharolyticum	D9R4R6	D9R4R6
C. saccharolyticum	D9R4R7	D9R4R7
C. saccharolyticum	D9R4R8	D9R4R8
C. saccharolyticum	D9R4S1	D9R4S1
C. saccharolyticum	D9R4S2	D9R4S2
C. saccharolyticum	D9R4S3	D9R4S3
C. saccharolyticum	D9R4S5	D9R4S5
C. saccharolyticum	D9R4S7	D9R4S7
C. saccharolyticum	D9R4S8	D9R4S8
C. saccharolyticum	D9R4S9	D9R4S9
C. saccharolyticum	D9R4T0	D9R4T0
C. saccharolyticum	D9R4T2	D9R4T2
C. saccharolyticum	D9R4T3	D9R4T3
C. saccharolyticum	D9R4T5	D9R4T5
C. saccharolyticum	D9R4T6	D9R4T6
C. saccharolyticum	D9R4T7	D9R4T7
C. saccharolyticum	D9R4U3	D9R4U3
C. saccharolyticum	D9R4U6	D9R4U6
C. saccharolyticum	D9R4U7	D9R4U7
C. saccharolyticum	D9R4U8	D9R4U8
C. saccharolyticum	D9R4U9	D9R4U9
C. saccharolyticum	D9R4V0	D9R2B8|D9R4V0
C. saccharolyticum	D9R4V1	D9R4V1
C. saccharolyticum	D9R4V5	D9R4V5
C. saccharolyticum	D9R4V7	D9R4V7
C. saccharolyticum	D9R4V8	D9R4V8
C. saccharolyticum	D9R4V9	D9R4V9
C. saccharolyticum	D9R4W0	D9R4W0
C. saccharolyticum	D9R4W2	D9R4W2
C. saccharolyticum	D9R4W7	D9R4W7
C. saccharolyticum	D9R4W8	D9R4W8
C. saccharolyticum	D9R4W9	D9R4W9
C. saccharolyticum	D9R4X0	D9R4X0
C. saccharolyticum	D9R4X1	D9R4X1
C. saccharolyticum	D9R4X2	D9R4X2
C. saccharolyticum	D9R4X4	D9R4X4
C. saccharolyticum	D9R4X5	D9R4X5
C. saccharolyticum	D9R4X6	D9R4X6
C. saccharolyticum	D9R4X9	D9R4X9
C. saccharolyticum	D9R4Y1	D9R4Y1
C. saccharolyticum	D9R4Y2	D9R4Y2
C. saccharolyticum	D9R4Y4	D9R4Y4
C. saccharolyticum	D9R4Y6	D9R4Y6
C. saccharolyticum	D9R4Y7	D9R4Y7
C. saccharolyticum	D9R4Z1	D9R4Z1
C. saccharolyticum	D9R4Z2	D9R4Z2
C. saccharolyticum	D9R4Z4	D9R4Z4
C. saccharolyticum	D9R4Z5	D9R4Z5
C. saccharolyticum	D9R4Z9	D9R4Z9
C. saccharolyticum	D9R506	D9R506
C. saccharolyticum	D9R507	D9R507
C. saccharolyticum	D9R508	D9R508
C. saccharolyticum	D9R510	D9R510|D9R549
C. saccharolyticum	D9R511	D9R511
C. saccharolyticum	D9R514	D9R514
C. saccharolyticum	D9R519	D9R466|D9R519
C. saccharolyticum	D9R523	D9R523
C. saccharolyticum	D9R524	D9R524
C. saccharolyticum	D9R526	D9R526
C. saccharolyticum	D9R537	D9R537
C. saccharolyticum	D9R538	D9R538
C. saccharolyticum	D9R544	D9R544
C. saccharolyticum	D9R547	D9R547
C. saccharolyticum	D9R549	D9R510|D9R549
C. saccharolyticum	D9R551	D9R551
C. saccharolyticum	D9R552	D9R552
C. saccharolyticum	D9R557	D9R557
C. saccharolyticum	D9R559	D9R559
C. saccharolyticum	D9R564	D9R564
C. saccharolyticum	D9R568	D9R568
C. saccharolyticum	D9R572	D9R572
C. saccharolyticum	D9R575	D9R575
C. saccharolyticum	D9R577	D9R577
C. saccharolyticum	D9R578	D9R578
C. saccharolyticum	D9R579	D9R579
C. saccharolyticum	D9R580	D9R580
C. saccharolyticum	D9R581	D9R581
C. saccharolyticum	D9R582	D9R582
C. saccharolyticum	D9R585	D9R585
C. saccharolyticum	D9R586	D9R586
C. saccharolyticum	D9R587	D9R587
C. saccharolyticum	D9R588	D9R588
C. saccharolyticum	D9R589	D9R589
C. saccharolyticum	D9R590	D9R590
C. saccharolyticum	D9R591	D9R591
C. saccharolyticum	D9R592	D9R592
C. saccharolyticum	D9R593	D9R593
C. saccharolyticum	D9R594	D9R594
C. saccharolyticum	D9R596	D9R596
C. saccharolyticum	D9R598	D9R598
C. saccharolyticum	D9R599	D9R599
C. saccharolyticum	D9R5A0	D9R5A0
C. saccharolyticum	D9R5A1	D9R5A1
C. saccharolyticum	D9R5A2	D9R5A2
C. saccharolyticum	D9R5A5	D9R5A5
C. saccharolyticum	D9R5A6	D9R5A6
C. saccharolyticum	D9R5A7	D9R5A7
C. saccharolyticum	D9R5B2	D9R5B2
C. saccharolyticum	D9R5B3	D9R5B3
C. saccharolyticum	D9R5B5	D9R5B5
C. saccharolyticum	D9R5B6	D9R5B6
C. saccharolyticum	D9R5C5	D9R5C5
C. saccharolyticum	D9R5C9	D9R5C9
C. saccharolyticum	D9R5D0	D9R5D0
C. saccharolyticum	D9R5E1	D9R5E1
C. saccharolyticum	D9R5E4	D9R5E4
C. saccharolyticum	D9R5F3	D9R5F3
C. saccharolyticum	D9R5H4	D9R5H4
C. saccharolyticum	D9R5H5	D9R5H5
C. saccharolyticum	D9R5I5	D9R5I5
C. saccharolyticum	D9R5J6	D9R5J6
C. saccharolyticum	D9R5J7	D9R5J7
C. saccharolyticum	D9R5K4	D9R5K4
C. saccharolyticum	D9R5K6	D9R5K6
C. saccharolyticum	D9R5K8	D9R5K8
C. saccharolyticum	D9R5K9	D9R5K9
C. saccharolyticum	D9R5L0	D9R5L0
C. saccharolyticum	D9R5L1	D9R5L1
C. saccharolyticum	D9R5L2	D9R5L2
C. saccharolyticum	D9R5L3	D9R5L3
