organism	protein_id	gene_name	is_hit	n_hits	list_hits
Csaccha	D9R5W9	CLOSA_2760	FALSE	0	""
Csaccha	D9R5X1	CLOSA_0780	FALSE	0	""
Csaccha	D9R5X2	CLOSA_0781	FALSE	0	""
Csaccha	D9R5X3	CLOSA_0782	FALSE	0	""
Csaccha	D9R5X4	CLOSA_0783	FALSE	0	""
Csaccha	D9R5X6	TRUA	FALSE	0	""
Csaccha	D9R5X8	CLOSA_0787	FALSE	0	""
Csaccha	D9R5X9	CLOSA_0788	FALSE	0	""
Csaccha	D9R5Y0	CLOSA_0790	FALSE	0	""
Csaccha	D9R5Y1	CLOSA_0791	FALSE	0	""
Csaccha	D9R5Y2	CLOSA_0792	FALSE	0	""
Csaccha	D9R5Y3	CLOSA_0793	FALSE	0	""
Csaccha	D9R5Y4	CLOSA_0794	FALSE	0	""
Csaccha	D9R5Y5	FTSE	FALSE	0	""
Csaccha	D9R5Y6	CLOSA_0796	FALSE	0	""
Csaccha	D9R5Y7	CLOSA_0798	FALSE	0	""
Csaccha	D9R5Y8	CLOSA_0799	FALSE	0	""
Csaccha	D9R5Y9	UVRB	FALSE	0	""
Csaccha	D9R5Z0	CLOSA_0801	FALSE	0	""
Csaccha	D9R5Z1	CLOSA_0802	FALSE	0	""
Csaccha	D9R5Z4	CLOSA_0805	FALSE	0	""
Csaccha	D9R5Z6	CLOSA_0807	FALSE	0	""
Csaccha	D9R5Z7	CLOSA_0808	FALSE	0	""
Csaccha	D9R5Z9	CLOSA_0811	FALSE	0	""
Csaccha	D9R600	QUEA	FALSE	0	""
Csaccha	D9R601|D9RAA4	REX	FALSE	0	""
Csaccha	D9R602	CLOSA_0814	FALSE	0	""
Csaccha	D9R603	CLOSA_0815	FALSE	0	""
Csaccha	D9R604	CLOSA_0816	FALSE	0	""
Csaccha	D9R605	CLOSA_0817	FALSE	0	""
Csaccha	D9R607	CLOSA_0819	FALSE	0	""
Csaccha	D9R608	ARGH	FALSE	0	""
Csaccha	D9R609	CLOSA_0821	FALSE	0	""
Csaccha	D9R613	CLOSA_0825	FALSE	0	""
Csaccha	D9R614	CLOSA_0826	FALSE	0	""
Csaccha	D9R615	CLOSA_0827	FALSE	0	""
Csaccha	D9R616	CLOSA_0828	FALSE	0	""
Csaccha	D9R617	CLOSA_0829	FALSE	0	""
Csaccha	D9R618	PGK	FALSE	0	""
Csaccha	D9R619	TPIA	FALSE	0	""
Csaccha	D9R620	GPMI	FALSE	0	""
Csaccha	D9R621	CLOSA_0834	FALSE	0	""
Csaccha	D9R622	CLOSA_0835	FALSE	0	""
Csaccha	D9R623	CLOSA_0836	FALSE	0	""
Csaccha	D9R624	CLOSA_0837	FALSE	0	""
Csaccha	D9R626	CLOSA_0839	FALSE	0	""
Csaccha	D9R629	CLOSA_0842	FALSE	0	""
Csaccha	D9R633	CLOSA_0846	FALSE	0	""
Csaccha	D9R634	CLOSA_0847	FALSE	0	""
Csaccha	D9R638	CLOSA_0853	FALSE	0	""
Csaccha	D9R640	CLOSA_0855	FALSE	0	""
Csaccha	D9R642	CLOSA_0857	FALSE	0	""
Csaccha	D9R643	CLOSA_0858	FALSE	0	""
Csaccha	D9R644	CLOSA_0859	FALSE	0	""
Csaccha	D9R645	CLOSA_0860	FALSE	0	""
Csaccha	D9R651	CLOSA_0866	FALSE	0	""
Csaccha	D9R652	CLOSA_0867	FALSE	0	""
Csaccha	D9R655	CLOSA_0870	FALSE	0	""
Csaccha	D9R657	CLOSA_0872	FALSE	0	""
Csaccha	D9R658	RPST	FALSE	0	""
Csaccha	D9R659	GPR	FALSE	0	""
Csaccha	D9R661	LEPA	FALSE	0	""
Csaccha	D9R662	CLOSA_0877	FALSE	0	""
Csaccha	D9R665	HRCA	FALSE	0	""
Csaccha	D9R666	GRPE	FALSE	0	""
Csaccha	D9R667	DNAK	FALSE	0	""
Csaccha	D9R668	DNAJ	FALSE	0	""
Csaccha	D9R669	CLOSA_0884	FALSE	0	""
Csaccha	D9R670	CLOSA_0885	FALSE	0	""
Csaccha	D9R671	PRMA	FALSE	0	""
Csaccha	D9R672	CLOSA_0887	FALSE	0	""
Csaccha	D9R673	CLOSA_0888	FALSE	0	""
Csaccha	D9R674	THII	FALSE	0	""
Csaccha	D9R675	CLOSA_0890	FALSE	0	""
Csaccha	D9R676	CLOSA_0891	FALSE	0	""
Csaccha	D9R677	CLOSA_0892	FALSE	0	""
Csaccha	D9R678	CLOSA_0893	FALSE	0	""
Csaccha	D9R679	CLOSA_0894	FALSE	0	""
Csaccha	D9R680	CLOSA_0895	FALSE	0	""
Csaccha	D9R681	RNJ	FALSE	0	""
Csaccha	D9R682	CLOSA_0897	FALSE	0	""
Csaccha	D9R683	CLOSA_0898	FALSE	0	""
Csaccha	D9R684	CLOSA_0899	FALSE	0	""
Csaccha	D9R685	CLOSA_0900	FALSE	0	""
Csaccha	D9R687	CLOSA_0902	FALSE	0	""
Csaccha	D9R688	CLOSA_0903	FALSE	0	""
Csaccha	D9R689	ERA	FALSE	0	""
Csaccha	D9R692	CLOSA_0907	FALSE	0	""
Csaccha	D9R6A1	CLOSA_2769	FALSE	0	""
Csaccha	D9R6A2	CLOSA_2770	FALSE	0	""
Csaccha	D9R6A5	CLOSA_2773	FALSE	0	""
Csaccha	D9R6A9	CLOSA_2777	FALSE	0	""
Csaccha	D9R6B2	CLOSA_2780	FALSE	0	""
Csaccha	D9R6B3	CLOSA_2781	FALSE	0	""
Csaccha	D9R6B5	CLOSA_2783	FALSE	0	""
Csaccha	D9R6B8	CLOSA_2786	FALSE	0	""
Csaccha	D9R6C0	CLOSA_2788	FALSE	0	""
Csaccha	D9R6C1	CLOSA_2789	FALSE	0	""
Csaccha	D9R6C2	CLOSA_2790	FALSE	0	""
Csaccha	D9R6C3	CLOSA_2791	FALSE	0	""
Csaccha	D9R6C4	CLOSA_2792	FALSE	0	""
Csaccha	D9R6C6	CLOSA_2794	FALSE	0	""
Csaccha	D9R6C7	CLOSA_2795	FALSE	0	""
Csaccha	D9R6C8	CLOSA_2796	FALSE	0	""
Csaccha	D9R6C9	CLOSA_2797	FALSE	0	""
Csaccha	D9R6D4	CLOSA_2802	FALSE	0	""
Csaccha	D9R6D5	CLOSA_2803	FALSE	0	""
Csaccha	D9R6F5	CLOSA_2823	FALSE	0	""
Csaccha	D9R6F7	CLOSA_2825	FALSE	0	""
Csaccha	D9R6F9	CLOSA_2827	FALSE	0	""
Csaccha	D9R6G0	CLOSA_2828	FALSE	0	""
Csaccha	D9R6I5	CLOSA_2854	FALSE	0	""
Csaccha	D9R6I6	CLOSA_2855	FALSE	0	""
Csaccha	D9R6I7	CLOSA_2856	FALSE	0	""
Csaccha	D9R6J0	CLOSA_2860	FALSE	0	""
Csaccha	D9R6J1	CLOSA_2861	FALSE	0	""
Csaccha	D9R6J2	CLOSA_2862	FALSE	0	""
Csaccha	D9R6J3	CLOSA_2863	FALSE	0	""
Csaccha	D9R6K4	CLOSA_2874	FALSE	0	""
Csaccha	D9R6K5	CLOSA_2875	FALSE	0	""
Csaccha	D9R6K6	CLOSA_2876	FALSE	0	""
Csaccha	D9R6K7	CLOSA_2877	FALSE	0	""
Csaccha	D9R6K8	CLOSA_2878	FALSE	0	""
Csaccha	D9R6K9	CLOSA_2880	FALSE	0	""
Csaccha	D9R6L0	CLOSA_2881	FALSE	0	""
Csaccha	D9R6L1	CLOSA_2883	FALSE	0	""
Csaccha	D9R6L6	CLOSA_2888	FALSE	0	""
Csaccha	D9R6L7	CLOSA_2889	FALSE	0	""
Csaccha	D9R6L8	CLOSA_2890	FALSE	0	""
Csaccha	D9R6L9	CLOSA_2891	FALSE	0	""
Csaccha	D9R6M0	CLOSA_2892	FALSE	0	""
Csaccha	D9R6M1	GLYQS	FALSE	0	""
Csaccha	D9R6M3	CLOSA_0910	FALSE	0	""
Csaccha	D9R6M4	CLOSA_0911	FALSE	0	""
Csaccha	D9R6M5	CLOSA_0912	FALSE	0	""
Csaccha	D9R6M6	CLOSA_0913	FALSE	0	""
Csaccha	D9R6M8	CLOSA_0915	FALSE	0	""
Csaccha	D9R6M9	CLOSA_0916	FALSE	0	""
Csaccha	D9R6N2	CLOSA_0919	FALSE	0	""
Csaccha	D9R6N3	CLOSA_0920	FALSE	0	""
Csaccha	D9R6N4	CLOSA_0921	FALSE	0	""
Csaccha	D9R6N7	CLOSA_0924	FALSE	0	""
Csaccha	D9R6N8	CLOSA_0925	FALSE	0	""
Csaccha	D9R6P1	CLOSA_0928	FALSE	0	""
Csaccha	D9R6P3|D9R9N2	TAL	FALSE	0	""
Csaccha	D9R6P4	CLOSA_0931	FALSE	0	""
Csaccha	D9R6P7	CLOSA_0934	FALSE	0	""
Csaccha	D9R6P8	CLOSA_0935	FALSE	0	""
Csaccha	D9R6P9	CLOSA_0936	FALSE	0	""
Csaccha	D9R6Q0	CLOSA_0937	FALSE	0	""
Csaccha	D9R6Q1	CLOSA_0938	FALSE	0	""
Csaccha	D9R6Q2	CLOSA_0939	FALSE	0	""
Csaccha	D9R6Q3	CLOSA_0940	FALSE	0	""
Csaccha	D9R6Q4	CLOSA_0941	FALSE	0	""
Csaccha	D9R6Q5	CLOSA_0942	FALSE	0	""
Csaccha	D9R6Q6	CLOSA_0943	FALSE	0	""
Csaccha	D9R6Q7	CLOSA_0944	FALSE	0	""
Csaccha	D9R6Q8	CLOSA_0945	FALSE	0	""
Csaccha	D9R6R1	CLOSA_0948	FALSE	0	""
Csaccha	D9R6R4	CLOSA_0951	FALSE	0	""
Csaccha	D9R6R5	CLOSA_0952	FALSE	0	""
Csaccha	D9R6R6	CLOSA_0953	FALSE	0	""
Csaccha	D9R6R8	CLOSA_0955	FALSE	0	""
Csaccha	D9R6R9	CLOSA_0956	FALSE	0	""
Csaccha	D9R6S0	CLOSA_0957	FALSE	0	""
Csaccha	D9R6S1	CMK	FALSE	0	""
Csaccha	D9R6S2	ISPH	FALSE	0	""
Csaccha	D9R6S3	CLOSA_0960	FALSE	0	""
Csaccha	D9R6S6	CLOSA_0963	FALSE	0	""
Csaccha	D9R6T1	CLOSA_0968	FALSE	0	""
Csaccha	D9R6T3	CLOSA_0970	FALSE	0	""
Csaccha	D9R6T4	CLOSA_0971	FALSE	0	""
Csaccha	D9R6T5	CLOSA_0972	FALSE	0	""
Csaccha	D9R6T6	CLOSA_0973	FALSE	0	""
Csaccha	D9R6T7	CLOSA_0975	FALSE	0	""
Csaccha	D9R6T8	CLOSA_0976	FALSE	0	""
Csaccha	D9R6U1	CLOSA_0979	FALSE	0	""
Csaccha	D9R6U2	CLOSA_0980	FALSE	0	""
Csaccha	D9R6U3	CLOSA_0981	FALSE	0	""
Csaccha	D9R6U4	CLOSA_0982	FALSE	0	""
Csaccha	D9R6U5	CLOSA_0983	FALSE	0	""
Csaccha	D9R6U8	CLOSA_0986	FALSE	0	""
Csaccha	D9R6U9	CLOSA_0987	FALSE	0	""
Csaccha	D9R6V0	CLOSA_0988	FALSE	0	""
Csaccha	D9R6V1	CLOSA_0989	FALSE	0	""
Csaccha	D9R6V2	CLOSA_0990	FALSE	0	""
Csaccha	D9R6V4	CLOSA_0992	FALSE	0	""
Csaccha	D9R6V5	CLOSA_0993	FALSE	0	""
Csaccha	D9R6V6	CLOSA_0994	FALSE	0	""
Csaccha	D9R6V7	CLOSA_0995	FALSE	0	""
Csaccha	D9R6W0	CLOSA_0998	FALSE	0	""
Csaccha	D9R6W1	CLOSA_0999	FALSE	0	""
Csaccha	D9R6W4	RHAA	FALSE	0	""
Csaccha	D9R6W6	CLOSA_1005	FALSE	0	""
Csaccha	D9R6W7	GROS	FALSE	0	""
Csaccha	D9R6W8	GROL	FALSE	0	""
Csaccha	D9R6W9	CLOSA_1008	FALSE	0	""
Csaccha	D9R6X0	GUAB	FALSE	0	""
Csaccha	D9R6X1	CLOSA_1010	FALSE	0	""
Csaccha	D9R6X4	CLOSA_1013	FALSE	0	""
Csaccha	D9R6X5	CLOSA_1014	FALSE	0	""
Csaccha	D9R6X6	CLOSA_1015	FALSE	0	""
Csaccha	D9R6X7	ADDA	FALSE	0	""
Csaccha	D9R6X8	SELD	FALSE	0	""
Csaccha	D9R6X9	CLOSA_1018	FALSE	0	""
Csaccha	D9R6Y0	CLOSA_1019	FALSE	0	""
Csaccha	D9R6Y1	CLOSA_1020	FALSE	0	""
Csaccha	D9R6Y2	CLOSA_1021	FALSE	0	""
Csaccha	D9R6Y3	CLOSA_1022	FALSE	0	""
Csaccha	D9R6Y4	CLOSA_1023	FALSE	0	""
Csaccha	D9R6Y5	CLOSA_1024	FALSE	0	""
Csaccha	D9R6Y6	CLOSA_1025	FALSE	0	""
Csaccha	D9R6Y9	CLOSA_1028	FALSE	0	""
Csaccha	D9R6Z0	CLOSA_1029	FALSE	0	""
Csaccha	D9R6Z1	CLOSA_1030	FALSE	0	""
Csaccha	D9R6Z2	CLOSA_1031	FALSE	0	""
Csaccha	D9R6Z3	CLOSA_1032	FALSE	0	""
Csaccha	D9R6Z4	CLOSA_1033	FALSE	0	""
Csaccha	D9R6Z5	CLOSA_1034	FALSE	0	""
Csaccha	D9R6Z6	CLOSA_1035	FALSE	0	""
Csaccha	D9R6Z7	CLOSA_1036	FALSE	0	""
Csaccha	D9R6Z8	CLOSA_1037	FALSE	0	""
Csaccha	D9R6Z9	CLOSA_2893	FALSE	0	""
Csaccha	D9R700	CLOSA_2894	FALSE	0	""
Csaccha	D9R701	ILES	FALSE	0	""
Csaccha	D9R702	CLOSA_2896	FALSE	0	""
Csaccha	D9R705	RPLY	FALSE	0	""
Csaccha	D9R708	CLOSA_2903	FALSE	0	""
Csaccha	D9R710	CLOSA_2906	FALSE	0	""
Csaccha	D9R718	CLOSA_2914	FALSE	0	""
Csaccha	D9R724	CLOSA_2920	FALSE	0	""
Csaccha	D9R725	CLOSA_2921	FALSE	0	""
Csaccha	D9R726	CLOSA_2922	FALSE	0	""
Csaccha	D9R729	CLOSA_2925	FALSE	0	""
Csaccha	D9R730	CLOSA_2926	FALSE	0	""
Csaccha	D9R732	CLOSA_2928	FALSE	0	""
Csaccha	D9R733	CLOSA_2929	FALSE	0	""
Csaccha	D9R734	CLOSA_2930	FALSE	0	""
Csaccha	D9R735	CLOSA_2931	FALSE	0	""
Csaccha	D9R736	CLOSA_2932	FALSE	0	""
Csaccha	D9R737	CLOSA_2933	FALSE	0	""
Csaccha	D9R738	CLOSA_2934	FALSE	0	""
Csaccha	D9R739	CLOSA_2935	FALSE	0	""
Csaccha	D9R740	CLOSA_2936	FALSE	0	""
Csaccha	D9R741	CLOSA_2937	FALSE	0	""
Csaccha	D9R742	SBCD	FALSE	0	""
Csaccha	D9R745	CLOSA_2941	FALSE	0	""
Csaccha	D9R747	CLOSA_2943	FALSE	0	""
Csaccha	D9R754	CLOSA_2950	FALSE	0	""
Csaccha	D9R755	GUAA	FALSE	0	""
Csaccha	D9R756	UVRA	FALSE	0	""
Csaccha	D9R759	CLOSA_2957	FALSE	0	""
Csaccha	D9R760	CLOSA_2958	FALSE	0	""
Csaccha	D9R761	CLOSA_2959	FALSE	0	""
Csaccha	D9R762	CLOSA_2960	FALSE	0	""
Csaccha	D9R763	CLOSA_2961	FALSE	0	""
Csaccha	D9R767	CLOSA_2965	FALSE	0	""
Csaccha	D9R768	CLOSA_2966	FALSE	0	""
Csaccha	D9R769	CLOSA_2967	FALSE	0	""
Csaccha	D9R770	CLOSA_2968	FALSE	0	""
Csaccha	D9R773	PYRG	FALSE	0	""
Csaccha	D9R774	CLOSA_2972	FALSE	0	""
Csaccha	D9R777	CLOSA_2975	FALSE	0	""
Csaccha	D9R778	CLOSA_2976	FALSE	0	""
Csaccha	D9R780	CLOSA_2978	FALSE	0	""
Csaccha	D9R781	TRUB	FALSE	0	""
Csaccha	D9R782	CLOSA_2980	FALSE	0	""
Csaccha	D9R783	RBFA	FALSE	0	""
Csaccha	D9R784	INFB	FALSE	0	""
Csaccha	D9R785	CLOSA_2983	FALSE	0	""
Csaccha	D9R786	CLOSA_2984	FALSE	0	""
Csaccha	D9R787	NUSA	FALSE	0	""
Csaccha	D9R788	RIMP	FALSE	0	""
Csaccha	D9R793	CLOSA_2991	FALSE	0	""
Csaccha	D9R796	CLOSA_2994	FALSE	0	""
Csaccha	D9R7A1	CLOSA_3000	FALSE	0	""
Csaccha	D9R7A2	CLOSA_3001	FALSE	0	""
Csaccha	D9R7A3	CLOSA_3002	FALSE	0	""
Csaccha	D9R7A4	CLOSA_3003	FALSE	0	""
Csaccha	D9R7A5	CLOSA_3004	FALSE	0	""
Csaccha	D9R7A6	CLOSA_3005	FALSE	0	""
Csaccha	D9R7A8	CLOSA_3007	FALSE	0	""
Csaccha	D9R7A9	CLOSA_3008	FALSE	0	""
Csaccha	D9R7B1	CLOSA_3010	FALSE	0	""
Csaccha	D9R7B2	CLOSA_3011	FALSE	0	""
Csaccha	D9R7B4	CLOSA_3013	FALSE	0	""
Csaccha	D9R7B8	CLOSA_3017	FALSE	0	""
Csaccha	D9R7C1	CLOSA_3020	FALSE	0	""
Csaccha	D9R7C2	CLOSA_3021	FALSE	0	""
Csaccha	D9R7C4	CLOSA_3023	FALSE	0	""
Csaccha	D9R7C6	CLOSA_1038	FALSE	0	""
Csaccha	D9R7C8	CLOSA_1040	FALSE	0	""
Csaccha	D9R7C9	MOAC	FALSE	0	""
Csaccha	D9R7D0	MOAA	FALSE	0	""
Csaccha	D9R7D1	CLOSA_1043	FALSE	0	""
Csaccha	D9R7D2	CLOSA_1044	FALSE	0	""
Csaccha	D9R7D3	CLOSA_1045	FALSE	0	""
Csaccha	D9R7D4	CLOSA_1046	FALSE	0	""
Csaccha	D9R7D5	CLOSA_1047	FALSE	0	""
Csaccha	D9R7D6	CLOSA_1048	FALSE	0	""
Csaccha	D9R7D8	CLOSA_1050	FALSE	0	""
Csaccha	D9R7E1	CLOSA_1053	FALSE	0	""
Csaccha	D9R7E4	CLOSA_1057	FALSE	0	""
Csaccha	D9R7E5	CLOSA_1058	FALSE	0	""
Csaccha	D9R7E6	CLOSA_1059	FALSE	0	""
Csaccha	D9R7E8	CLOSA_1061	FALSE	0	""
Csaccha	D9R7F0	CLOSA_1063	FALSE	0	""
Csaccha	D9R7F1	CLOSA_1064	FALSE	0	""
Csaccha	D9R7F6	CLOSA_1069	FALSE	0	""
Csaccha	D9R7F7	CLOSA_1070	FALSE	0	""
Csaccha	D9R7F9	CLOSA_1072	FALSE	0	""
Csaccha	D9R7G1	CLOSA_1074	FALSE	0	""
Csaccha	D9R7G2	CLOSA_1075	FALSE	0	""
Csaccha	D9R7G3	CLOSA_1076	FALSE	0	""
Csaccha	D9R7G5	CLOSA_1078	FALSE	0	""
Csaccha	D9R7G7	CLOSA_1080	FALSE	0	""
Csaccha	D9R7G8	CLOSA_1081	FALSE	0	""
Csaccha	D9R7G9	CLOSA_1082	FALSE	0	""
Csaccha	D9R7H0	UVRC	FALSE	0	""
Csaccha	D9R7H1	HPRK	FALSE	0	""
Csaccha	D9R7H2	MURB	FALSE	0	""
Csaccha	D9R7H3	CLOSA_1086	FALSE	0	""
Csaccha	D9R7H4	WHIA	FALSE	0	""
Csaccha	D9R7H6	CLOSA_1089	FALSE	0	""
Csaccha	D9R7H8	CLOSA_1091	FALSE	0	""
Csaccha	D9R7H9	CLOSA_1092	FALSE	0	""
Csaccha	D9R7I0	CLOSA_1093	FALSE	0	""
Csaccha	D9R7I2	CLOSA_1095	FALSE	0	""
Csaccha	D9R7I3	CLOSA_1096	FALSE	0	""
Csaccha	D9R7I4|D9RAY9	GREA	FALSE	0	""
Csaccha	D9R7I5	LYSS	FALSE	0	""
Csaccha	D9R7J1	CLOSA_1104	FALSE	0	""
Csaccha	D9R7K3	CLOSA_1116	FALSE	0	""
Csaccha	D9R7K6	CLOSA_1119	FALSE	0	""
Csaccha	D9R7K7	CLOSA_1120	FALSE	0	""
Csaccha	D9R7K8	CLOSA_1121	FALSE	0	""
Csaccha	D9R7L2	CLOSA_1127	FALSE	0	""
Csaccha	D9R7L3	CLOSA_1128	FALSE	0	""
Csaccha	D9R7M1|D9R8R8	FOLD	FALSE	0	""
Csaccha	D9R7M2	CLOSA_1137	FALSE	0	""
Csaccha	D9R7M5	CLOSA_1140	FALSE	0	""
Csaccha	D9R7M7	CLOSA_1142	FALSE	0	""
Csaccha	D9R7M9	CLOSA_1145	FALSE	0	""
Csaccha	D9R7N6	CLOSA_1157	FALSE	0	""
Csaccha	D9R7N8	CLOSA_1159	FALSE	0	""
Csaccha	D9R7P4	CLOSA_1165	FALSE	0	""
Csaccha	D9R7P5	CLOSA_1166	FALSE	0	""
Csaccha	D9R7P7	CLOSA_1168	FALSE	0	""
Csaccha	D9R7P8	CLOSA_1169	FALSE	0	""
Csaccha	D9R7P9	CLOSA_1170	FALSE	0	""
Csaccha	D9R7Q2	CLOSA_1173	FALSE	0	""
Csaccha	D9R7Q5	CLOSA_3026	FALSE	0	""
Csaccha	D9R7Q7	CLOSA_3028	FALSE	0	""
Csaccha	D9R7R0	CLOSA_3031	FALSE	0	""
Csaccha	D9R7R1	CLOSA_3032	FALSE	0	""
Csaccha	D9R7R2	CLOSA_3033	FALSE	0	""
Csaccha	D9R7R3	CLOSA_3034	FALSE	0	""
Csaccha	D9R7R4	CLOSA_3035	FALSE	0	""
Csaccha	D9R7R6	CLOSA_3037	FALSE	0	""
Csaccha	D9R7R7	CLOSA_3038	FALSE	0	""
Csaccha	D9R7R8	PNP	FALSE	0	""
Csaccha	D9R7R9	RPSO	FALSE	0	""
Csaccha	D9R7S0	CLOSA_3041	FALSE	0	""
Csaccha	D9R7S2	CLOSA_3043	FALSE	0	""
Csaccha	D9R7S3	CLOSA_3044	FALSE	0	""
Csaccha	D9R7S6	CLOSA_3047	FALSE	0	""
Csaccha	D9R7S7	CLOSA_3048	FALSE	0	""
Csaccha	D9R7S8	CLOSA_3049	FALSE	0	""
Csaccha	D9R7T0	CLOSA_3051	FALSE	0	""
Csaccha	D9R7T1	CLOSA_3052	FALSE	0	""
Csaccha	D9R7T2	CLOSA_3053	FALSE	0	""
Csaccha	D9R7T3	LARC	FALSE	0	""
Csaccha	D9R7T4	CLOSA_3055	FALSE	0	""
Csaccha	D9R7T5	CLOSA_3056	FALSE	0	""
Csaccha	D9R7T6	CLOSA_3057	FALSE	0	""
Csaccha	D9R7T7	CLOSA_3058	FALSE	0	""
Csaccha	D9R7T8	CLOSA_3059	FALSE	0	""
Csaccha	D9R7T9	CLOSA_3060	FALSE	0	""
Csaccha	D9R7U2	CLOSA_3063	FALSE	0	""
Csaccha	D9R7U5	CLOSA_3066	FALSE	0	""
Csaccha	D9R7U7	CLOSA_3068	FALSE	0	""
Csaccha	D9R7U8	CLOSA_3069	FALSE	0	""
Csaccha	D9R7U9	CLOSA_3070	FALSE	0	""
Csaccha	D9R7V0|D9RAE0	UXUA	FALSE	0	""
Csaccha	D9R7V4	CLOSA_3075	FALSE	0	""
Csaccha	D9R7V5	CLOSA_3076	FALSE	0	""
Csaccha	D9R7V7	CLOSA_3078	FALSE	0	""
Csaccha	D9R7V8	HEML	FALSE	0	""
Csaccha	D9R7V9	CLOSA_3080	FALSE	0	""
Csaccha	D9R7W0	HEMC	FALSE	0	""
Csaccha	D9R7W1	CLOSA_3082	FALSE	0	""
Csaccha	D9R7W2	HEMA	FALSE	0	""
Csaccha	D9R7W3	CLOSA_3084	FALSE	0	""
Csaccha	D9R7W5	CLOSA_3086	FALSE	0	""
Csaccha	D9R7W7	CLOSA_3088	FALSE	0	""
Csaccha	D9R7W8	CLOSA_3089	FALSE	0	""
Csaccha	D9R7W9	CLOSA_3090	FALSE	0	""
Csaccha	D9R7X0	CLOSA_3091	FALSE	0	""
Csaccha	D9R7X2	CLOSA_3093	FALSE	0	""
Csaccha	D9R7X3	CLOSA_3094	FALSE	0	""
Csaccha	D9R7Z6	CLOSA_3117	FALSE	0	""
Csaccha	D9R804	CLOSA_3126	FALSE	0	""
Csaccha	D9R812	CLOSA_3134	FALSE	0	""
Csaccha	D9R813	CLOSA_3135	FALSE	0	""
Csaccha	D9R814	CLOSA_3136	FALSE	0	""
Csaccha	D9R819	CLOSA_3141	FALSE	0	""
Csaccha	D9R822	CLOSA_3144	FALSE	0	""
Csaccha	D9R823	CLOSA_3145	FALSE	0	""
Csaccha	D9R824	CLOSA_3146	FALSE	0	""
Csaccha	D9R825	CLOSA_3147	FALSE	0	""
Csaccha	D9R827	CLOSA_3149	FALSE	0	""
Csaccha	D9R828	CLOSA_3150	FALSE	0	""
Csaccha	D9R829	CLOSA_3151	FALSE	0	""
Csaccha	D9R831	CLOSA_1175	FALSE	0	""
Csaccha	D9R833	CLOSA_1177	FALSE	0	""
Csaccha	D9R834	CLOSA_1178	FALSE	0	""
Csaccha	D9R840	CLOSA_1185	FALSE	0	""
Csaccha	D9R841	CLOSA_1186	FALSE	0	""
Csaccha	D9R842	CLOSA_1187	FALSE	0	""
Csaccha	D9R843	CLOSA_1188	FALSE	0	""
Csaccha	D9R844	CLOSA_1189	FALSE	0	""
Csaccha	D9R845	CLOSA_1190	FALSE	0	""
Csaccha	D9R848	CLOSA_1193	FALSE	0	""
Csaccha	D9R850	CLOSA_1195	FALSE	0	""
Csaccha	D9R851	CLOSA_1196	FALSE	0	""
Csaccha	D9R852	CLOSA_1197	FALSE	0	""
Csaccha	D9R853	CLOSA_1198	FALSE	0	""
Csaccha	D9R854	CLOSA_1199	FALSE	0	""
Csaccha	D9R855	CLOSA_1200	FALSE	0	""
Csaccha	D9R858	CLOSA_1203	FALSE	0	""
Csaccha	D9R859	CLOSA_1204	FALSE	0	""
Csaccha	D9R860	CLOSA_1205	FALSE	0	""
Csaccha	D9R862	CLOSA_1207	FALSE	0	""
Csaccha	D9R863	CLOSA_1208	FALSE	0	""
Csaccha	D9R864	CLOSA_1209	FALSE	0	""
Csaccha	D9R868	CLOSA_1213	FALSE	0	""
Csaccha	D9R869	CLOSA_1214	FALSE	0	""
Csaccha	D9R875	CLOSA_1221	FALSE	0	""
Csaccha	D9R876	CLOSA_1222	FALSE	0	""
Csaccha	D9R877	CLOSA_1223	FALSE	0	""
Csaccha	D9R882	CLOSA_1228	FALSE	0	""
Csaccha	D9R884	CLOSA_1230	FALSE	0	""
Csaccha	D9R885	CLOSA_1231	FALSE	0	""
Csaccha	D9R886	CLOSA_1232	TRUE	1	0,05,10,2,50
Csaccha	D9R888	CLOSA_1234	FALSE	0	""
Csaccha	D9R889	CLOSA_1235	FALSE	0	""
Csaccha	D9R890	CLOSA_1236	FALSE	0	""
Csaccha	D9R891	CLOSA_1238	FALSE	0	""
Csaccha	D9R893	CLOSA_1242	FALSE	0	""
Csaccha	D9R894	CLOSA_1243	FALSE	0	""
Csaccha	D9R895	CLOSA_1244	FALSE	0	""
Csaccha	D9R896	CLOSA_1245	FALSE	0	""
Csaccha	D9R898	CLOSA_1247	FALSE	0	""
Csaccha	D9R899	DACA	FALSE	0	""
Csaccha	D9R8A0	CLOSA_1249	FALSE	0	""
Csaccha	D9R8A1	CLOSA_1250	FALSE	0	""
Csaccha	D9R8A2	CLOSA_1251	FALSE	0	""
Csaccha	D9R8A7	CLOSA_1256	FALSE	0	""
Csaccha	D9R8B0|D9R8C5	DAPF	FALSE	0	""
Csaccha	D9R8B1	CLOSA_1260	FALSE	0	""
Csaccha	D9R8B2	CLOSA_1261	FALSE	0	""
Csaccha	D9R8B3	HISC	FALSE	0	""
Csaccha	D9R8B4	CLOSA_1263	FALSE	0	""
Csaccha	D9R8B5	CLOSA_1264	FALSE	0	""
Csaccha	D9R8B9	CLOSA_1268	FALSE	0	""
Csaccha	D9R8C0	CLOSA_1269	FALSE	0	""
