Well	Species	Concentration	Replicate	Time	OD
B9	S. salivarius	20	1	3	0.168
B9	S. salivarius	20	1	4	0.26
B9	S. salivarius	20	1	5	0.403
B9	S. salivarius	20	1	6	0.493
B9	S. salivarius	20	1	7	0.57
B9	S. salivarius	20	1	8	0.525
B9	S. salivarius	20	1	9	0.509
B9	S. salivarius	20	1	10	0.526
B9	S. salivarius	20	1	11	0.49
B9	S. salivarius	20	1	12	0.485
B9	S. salivarius	20	1	13	0.486
B9	S. salivarius	20	1	14	0.485
B9	S. salivarius	20	1	15	0.48
B9	S. salivarius	20	1	16	0.463
B9	S. salivarius	20	1	17	0.476
B9	S. salivarius	20	1	18	0.478
B9	S. salivarius	20	1	19	0.475
B9	S. salivarius	20	1	20	0.471
B9	S. salivarius	20	1	21	0.468
B9	S. salivarius	20	1	22	0.465
B9	S. salivarius	20	1	23	0.459
B9	S. salivarius	20	1	24	0.452
B9	S. salivarius	20	2	0	0.144
B9	S. salivarius	20	2	1	0.143
B9	S. salivarius	20	2	2	0.147
B9	S. salivarius	20	2	3	0.171
B9	S. salivarius	20	2	4	0.267
B9	S. salivarius	20	2	5	0.419
B9	S. salivarius	20	2	6	0.508
B9	S. salivarius	20	2	7	0.531
B9	S. salivarius	20	2	8	0.52
B9	S. salivarius	20	2	9	0.52
B9	S. salivarius	20	2	10	0.511
B9	S. salivarius	20	2	11	0.498
B9	S. salivarius	20	2	12	0.493
B9	S. salivarius	20	2	13	0.475
B9	S. salivarius	20	2	14	0.469
B9	S. salivarius	20	2	15	0.462
B9	S. salivarius	20	2	16	0.469
B9	S. salivarius	20	2	17	0.464
B9	S. salivarius	20	2	18	0.474
B9	S. salivarius	20	2	19	0.466
B9	S. salivarius	20	2	20	0.47
B9	S. salivarius	20	2	21	0.45
B9	S. salivarius	20	2	22	0.457
B9	S. salivarius	20	2	23	0.457
B9	S. salivarius	20	2	24	0.457
B9	S. salivarius	20	3	0	0.15
B9	S. salivarius	20	3	1	0.149
B9	S. salivarius	20	3	2	0.155
B9	S. salivarius	20	3	3	0.18
B9	S. salivarius	20	3	4	0.274
B9	S. salivarius	20	3	5	0.416
B9	S. salivarius	20	3	6	0.501
B9	S. salivarius	20	3	7	0.532
B9	S. salivarius	20	3	8	0.526
B9	S. salivarius	20	3	9	0.498
B9	S. salivarius	20	3	10	0.494
B9	S. salivarius	20	3	11	0.485
B9	S. salivarius	20	3	12	0.481
B9	S. salivarius	20	3	13	0.475
B9	S. salivarius	20	3	14	0.447
B9	S. salivarius	20	3	15	0.462
B9	S. salivarius	20	3	16	0.441
B9	S. salivarius	20	3	17	0.447
B9	S. salivarius	20	3	18	0.448
B9	S. salivarius	20	3	19	0.421
B9	S. salivarius	20	3	20	0.423
B9	S. salivarius	20	3	21	0.424
B9	S. salivarius	20	3	22	0.426
B9	S. salivarius	20	3	23	0.414
B9	S. salivarius	20	3	24	0.4
B10	S. salivarius	10	1	0	0.15
B10	S. salivarius	10	1	1	0.148
B10	S. salivarius	10	1	2	0.154
B10	S. salivarius	10	1	3	0.187
B10	S. salivarius	10	1	4	0.329
B10	S. salivarius	10	1	5	0.474
B10	S. salivarius	10	1	6	0.565
B10	S. salivarius	10	1	7	0.556
B10	S. salivarius	10	1	8	0.546
B10	S. salivarius	10	1	9	0.562
B10	S. salivarius	10	1	10	0.544
B10	S. salivarius	10	1	11	0.53
B10	S. salivarius	10	1	12	0.519
B10	S. salivarius	10	1	13	0.536
B10	S. salivarius	10	1	14	0.519
B10	S. salivarius	10	1	15	0.524
B10	S. salivarius	10	1	16	0.51
B10	S. salivarius	10	1	17	0.51
B10	S. salivarius	10	1	18	0.513
B10	S. salivarius	10	1	19	0.509
B10	S. salivarius	10	1	20	0.494
B10	S. salivarius	10	1	21	0.49
B10	S. salivarius	10	1	22	0.51
B10	S. salivarius	10	1	23	0.487
B10	S. salivarius	10	1	24	0.487
B10	S. salivarius	10	2	0	0.144
B10	S. salivarius	10	2	1	0.142
B10	S. salivarius	10	2	2	0.148
B10	S. salivarius	10	2	3	0.184
B10	S. salivarius	10	2	4	0.328
B10	S. salivarius	10	2	5	0.473
B10	S. salivarius	10	2	6	0.543
B10	S. salivarius	10	2	7	0.537
B10	S. salivarius	10	2	8	0.527
B10	S. salivarius	10	2	9	0.527
B10	S. salivarius	10	2	10	0.522
B10	S. salivarius	10	2	11	0.512
B10	S. salivarius	10	2	12	0.529
B10	S. salivarius	10	2	13	0.513
B10	S. salivarius	10	2	14	0.496
B10	S. salivarius	10	2	15	0.558
B10	S. salivarius	10	2	16	0.505
B10	S. salivarius	10	2	17	0.493
B10	S. salivarius	10	2	18	0.497
B10	S. salivarius	10	2	19	0.491
B10	S. salivarius	10	2	20	0.488
B10	S. salivarius	10	2	21	0.508
B10	S. salivarius	10	2	22	0.493
B10	S. salivarius	10	2	23	0.481
B10	S. salivarius	10	2	24	0.471
B10	S. salivarius	10	3	0	0.149
B10	S. salivarius	10	3	1	0.148
B10	S. salivarius	10	3	2	0.156
B10	S. salivarius	10	3	3	0.193
B10	S. salivarius	10	3	4	0.34
B10	S. salivarius	10	3	5	0.486
B10	S. salivarius	10	3	6	0.545
B10	S. salivarius	10	3	7	0.547
B10	S. salivarius	10	3	8	0.556
B10	S. salivarius	10	3	9	0.532
B10	S. salivarius	10	3	10	0.52
B10	S. salivarius	10	3	11	0.528
B10	S. salivarius	10	3	12	0.503
B10	S. salivarius	10	3	13	0.491
B10	S. salivarius	10	3	14	0.487
B10	S. salivarius	10	3	15	0.487
B10	S. salivarius	10	3	16	0.491
B10	S. salivarius	10	3	17	0.474
B10	S. salivarius	10	3	18	0.487
B10	S. salivarius	10	3	19	0.469
B10	S. salivarius	10	3	20	0.464
B10	S. salivarius	10	3	21	0.471
B10	S. salivarius	10	3	22	0.459
B10	S. salivarius	10	3	23	0.452
B10	S. salivarius	10	3	24	0.444
B11	S. salivarius	5	1	0	0.143
B11	S. salivarius	5	1	1	0.143
B11	S. salivarius	5	1	2	0.15
B11	S. salivarius	5	1	3	0.192
B11	S. salivarius	5	1	4	0.36
B11	S. salivarius	5	1	5	0.491
B11	S. salivarius	5	1	6	0.564
B11	S. salivarius	5	1	7	0.561
B11	S. salivarius	5	1	8	0.549
B11	S. salivarius	5	1	9	0.545
B11	S. salivarius	5	1	10	0.543
B11	S. salivarius	5	1	11	0.537
B11	S. salivarius	5	1	12	0.533
B11	S. salivarius	5	1	13	0.522
B11	S. salivarius	5	1	14	0.522
B11	S. salivarius	5	1	15	0.522
B11	S. salivarius	5	1	16	0.524
B11	S. salivarius	5	1	17	0.521
B11	S. salivarius	5	1	18	0.515
B11	S. salivarius	5	1	19	0.513
B11	S. salivarius	5	1	20	0.504
B11	S. salivarius	5	1	21	0.5
B11	S. salivarius	5	1	22	0.504
B11	S. salivarius	5	1	23	0.496
B11	S. salivarius	5	1	24	0.489
B11	S. salivarius	5	2	0	0.144
B11	S. salivarius	5	2	1	0.142
B11	S. salivarius	5	2	2	0.15
B11	S. salivarius	5	2	3	0.194
B11	S. salivarius	5	2	4	0.366
B11	S. salivarius	5	2	5	0.493
B11	S. salivarius	5	2	6	0.571
B11	S. salivarius	5	2	7	0.571
B11	S. salivarius	5	2	8	0.551
B11	S. salivarius	5	2	9	0.552
B11	S. salivarius	5	2	10	0.555
B11	S. salivarius	5	2	11	0.536
B11	S. salivarius	5	2	12	0.539
B11	S. salivarius	5	2	13	0.539
B11	S. salivarius	5	2	14	0.537
B11	S. salivarius	5	2	15	0.52
B11	S. salivarius	5	2	16	0.53
B11	S. salivarius	5	2	17	0.522
B11	S. salivarius	5	2	18	0.521
B11	S. salivarius	5	2	19	0.513
B11	S. salivarius	5	2	20	0.508
B11	S. salivarius	5	2	21	0.506
B11	S. salivarius	5	2	22	0.509
B11	S. salivarius	5	2	23	0.501
B11	S. salivarius	5	2	24	0.494
B11	S. salivarius	5	3	0	0.152
B11	S. salivarius	5	3	1	0.151
B11	S. salivarius	5	3	2	0.158
B11	S. salivarius	5	3	3	0.203
B11	S. salivarius	5	3	4	0.37
B11	S. salivarius	5	3	5	0.492
B11	S. salivarius	5	3	6	0.565
B11	S. salivarius	5	3	7	0.56
B11	S. salivarius	5	3	8	0.565
B11	S. salivarius	5	3	9	0.544
B11	S. salivarius	5	3	10	0.533
B11	S. salivarius	5	3	11	0.524
B11	S. salivarius	5	3	12	0.545
B11	S. salivarius	5	3	13	0.526
B11	S. salivarius	5	3	14	0.522
B11	S. salivarius	5	3	15	0.514
B11	S. salivarius	5	3	16	0.514
B11	S. salivarius	5	3	17	0.501
B11	S. salivarius	5	3	18	0.502
B11	S. salivarius	5	3	19	0.494
B11	S. salivarius	5	3	20	0.487
B11	S. salivarius	5	3	21	0.484
B11	S. salivarius	5	3	22	0.48
B11	S. salivarius	5	3	23	0.478
B11	S. salivarius	5	3	24	0.464
B12	S. salivarius	0	1	0	0.147
B12	S. salivarius	0	1	1	0.146
B12	S. salivarius	0	1	2	0.153
B12	S. salivarius	0	1	3	0.197
B12	S. salivarius	0	1	4	0.372
B12	S. salivarius	0	1	5	0.491
B12	S. salivarius	0	1	6	0.58
B12	S. salivarius	0	1	7	0.565
B12	S. salivarius	0	1	8	0.563
B12	S. salivarius	0	1	9	0.556
B12	S. salivarius	0	1	10	0.555
B12	S. salivarius	0	1	11	0.559
B12	S. salivarius	0	1	12	0.536
B12	S. salivarius	0	1	13	0.542
B12	S. salivarius	0	1	14	0.539
B12	S. salivarius	0	1	15	0.531
B12	S. salivarius	0	1	16	0.526
B12	S. salivarius	0	1	17	0.523
B12	S. salivarius	0	1	18	0.519
B12	S. salivarius	0	1	19	0.524
B12	S. salivarius	0	1	20	0.513
B12	S. salivarius	0	1	21	0.516
B12	S. salivarius	0	1	22	0.5
B12	S. salivarius	0	1	23	0.49
B12	S. salivarius	0	1	24	0.491
B12	S. salivarius	0	2	0	0.145
B12	S. salivarius	0	2	1	0.142
B12	S. salivarius	0	2	2	0.15
B12	S. salivarius	0	2	3	0.196
B12	S. salivarius	0	2	4	0.382
B12	S. salivarius	0	2	5	0.506
B12	S. salivarius	0	2	6	0.568
B12	S. salivarius	0	2	7	0.567
B12	S. salivarius	0	2	8	0.558
B12	S. salivarius	0	2	9	0.55
B12	S. salivarius	0	2	10	0.55
B12	S. salivarius	0	2	11	0.545
B12	S. salivarius	0	2	12	0.542
B12	S. salivarius	0	2	13	0.526
B12	S. salivarius	0	2	14	0.544
B12	S. salivarius	0	2	15	0.54
B12	S. salivarius	0	2	16	0.538
B12	S. salivarius	0	2	17	0.533
B12	S. salivarius	0	2	18	0.52
B12	S. salivarius	0	2	19	0.509
B12	S. salivarius	0	2	20	0.512
B12	S. salivarius	0	2	21	0.511
B12	S. salivarius	0	2	22	0.511
B12	S. salivarius	0	2	23	0.495
B12	S. salivarius	0	2	24	0.491
B12	S. salivarius	0	3	0	0.144
B12	S. salivarius	0	3	1	0.142
B12	S. salivarius	0	3	2	0.15
B12	S. salivarius	0	3	3	0.195
B12	S. salivarius	0	3	4	0.37
B12	S. salivarius	0	3	5	0.49
B12	S. salivarius	0	3	6	0.569
B12	S. salivarius	0	3	7	0.552
B12	S. salivarius	0	3	8	0.562
B12	S. salivarius	0	3	9	0.544
B12	S. salivarius	0	3	10	0.529
B12	S. salivarius	0	3	11	0.539
B12	S. salivarius	0	3	12	0.523
B12	S. salivarius	0	3	13	0.536
B12	S. salivarius	0	3	14	0.529
B12	S. salivarius	0	3	15	0.507
B12	S. salivarius	0	3	16	0.515
B12	S. salivarius	0	3	17	0.505
B12	S. salivarius	0	3	18	0.501
B12	S. salivarius	0	3	19	0.484
B12	S. salivarius	0	3	20	0.481
B12	S. salivarius	0	3	21	0.476
B12	S. salivarius	0	3	22	0.48
B12	S. salivarius	0	3	23	0.466
B12	S. salivarius	0	3	24	0.455
C1	E. rectale	1000	1	0	0.15
C1	E. rectale	1000	1	1	0.146
C1	E. rectale	1000	1	2	0.142
C1	E. rectale	1000	1	3	0.139
C1	E. rectale	1000	1	4	0.138
C1	E. rectale	1000	1	5	0.136
C1	E. rectale	1000	1	6	0.134
C1	E. rectale	1000	1	7	0.133
C1	E. rectale	1000	1	8	0.13
C1	E. rectale	1000	1	9	0.128
C1	E. rectale	1000	1	10	0.126
C1	E. rectale	1000	1	11	0.124
C1	E. rectale	1000	1	12	0.122
C1	E. rectale	1000	1	13	0.121
C1	E. rectale	1000	1	14	0.12
C1	E. rectale	1000	1	15	0.119
C1	E. rectale	1000	1	16	0.118
C1	E. rectale	1000	1	17	0.118
C1	E. rectale	1000	1	18	0.117
C1	E. rectale	1000	1	19	0.117
C1	E. rectale	1000	1	20	0.116
C1	E. rectale	1000	1	21	0.116
C1	E. rectale	1000	1	22	0.116
C1	E. rectale	1000	1	23	0.116
C1	E. rectale	1000	1	24	0.116
C1	E. rectale	1000	2	0	0.139
C1	E. rectale	1000	2	1	0.134
C1	E. rectale	1000	2	2	0.13
C1	E. rectale	1000	2	3	0.127
C1	E. rectale	1000	2	4	0.125
C1	E. rectale	1000	2	5	0.124
C1	E. rectale	1000	2	6	0.122
C1	E. rectale	1000	2	7	0.12
C1	E. rectale	1000	2	8	0.118
C1	E. rectale	1000	2	9	0.116
C1	E. rectale	1000	2	10	0.114
C1	E. rectale	1000	2	11	0.112
C1	E. rectale	1000	2	12	0.111
C1	E. rectale	1000	2	13	0.11
C1	E. rectale	1000	2	14	0.109
C1	E. rectale	1000	2	15	0.108
C1	E. rectale	1000	2	16	0.107
C1	E. rectale	1000	2	17	0.107
C1	E. rectale	1000	2	18	0.106
C1	E. rectale	1000	2	19	0.106
C1	E. rectale	1000	2	20	0.105
C1	E. rectale	1000	2	21	0.105
C1	E. rectale	1000	2	22	0.105
C1	E. rectale	1000	2	23	0.105
C1	E. rectale	1000	2	24	0.105
C1	E. rectale	1000	3	0	0.146
C1	E. rectale	1000	3	1	0.143
C1	E. rectale	1000	3	2	0.14
C1	E. rectale	1000	3	3	0.137
C1	E. rectale	1000	3	4	0.135
C1	E. rectale	1000	3	5	0.133
C1	E. rectale	1000	3	6	0.132
C1	E. rectale	1000	3	7	0.128
C1	E. rectale	1000	3	8	0.126
C1	E. rectale	1000	3	9	0.123
C1	E. rectale	1000	3	10	0.121
C1	E. rectale	1000	3	11	0.119
C1	E. rectale	1000	3	12	0.117
C1	E. rectale	1000	3	13	0.116
C1	E. rectale	1000	3	14	0.114
C1	E. rectale	1000	3	15	0.113
C1	E. rectale	1000	3	16	0.112
C1	E. rectale	1000	3	17	0.112
C1	E. rectale	1000	3	18	0.111
C1	E. rectale	1000	3	19	0.11
C1	E. rectale	1000	3	20	0.11
C1	E. rectale	1000	3	21	0.11
C1	E. rectale	1000	3	22	0.109
C1	E. rectale	1000	3	23	0.109
C1	E. rectale	1000	3	24	0.109
C2	E. rectale	500	1	0	0.141
C2	E. rectale	500	1	1	0.137
C2	E. rectale	500	1	2	0.134
C2	E. rectale	500	1	3	0.13
C2	E. rectale	500	1	4	0.126
C2	E. rectale	500	1	5	0.123
C2	E. rectale	500	1	6	0.12
C2	E. rectale	500	1	7	0.117
C2	E. rectale	500	1	8	0.115
C2	E. rectale	500	1	9	0.113
C2	E. rectale	500	1	10	0.111
C2	E. rectale	500	1	11	0.11
C2	E. rectale	500	1	12	0.108
C2	E. rectale	500	1	13	0.108
C2	E. rectale	500	1	14	0.107
C2	E. rectale	500	1	15	0.107
C2	E. rectale	500	1	16	0.107
C2	E. rectale	500	1	17	0.106
C2	E. rectale	500	1	18	0.106
C2	E. rectale	500	1	19	0.106
C2	E. rectale	500	1	20	0.106
C2	E. rectale	500	1	21	0.106
C2	E. rectale	500	1	22	0.106
C2	E. rectale	500	1	23	0.105
C2	E. rectale	500	1	24	0.105
C2	E. rectale	500	2	0	0.14
C2	E. rectale	500	2	1	0.136
C2	E. rectale	500	2	2	0.133
C2	E. rectale	500	2	3	0.128
C2	E. rectale	500	2	4	0.124
C2	E. rectale	500	2	5	0.121
C2	E. rectale	500	2	6	0.119
C2	E. rectale	500	2	7	0.116
C2	E. rectale	500	2	8	0.113
C2	E. rectale	500	2	9	0.112
C2	E. rectale	500	2	10	0.11
C2	E. rectale	500	2	11	0.108
C2	E. rectale	500	2	12	0.107
C2	E. rectale	500	2	13	0.107
C2	E. rectale	500	2	14	0.107
C2	E. rectale	500	2	15	0.106
C2	E. rectale	500	2	16	0.106
C2	E. rectale	500	2	17	0.106
C2	E. rectale	500	2	18	0.106
C2	E. rectale	500	2	19	0.105
C2	E. rectale	500	2	20	0.105
C2	E. rectale	500	2	21	0.105
C2	E. rectale	500	2	22	0.105
C2	E. rectale	500	2	23	0.105
C2	E. rectale	500	2	24	0.105
C2	E. rectale	500	3	0	0.142
C2	E. rectale	500	3	1	0.138
C2	E. rectale	500	3	2	0.136
C2	E. rectale	500	3	3	0.133
C2	E. rectale	500	3	4	0.129
C2	E. rectale	500	3	5	0.126
C2	E. rectale	500	3	6	0.123
C2	E. rectale	500	3	7	0.12
C2	E. rectale	500	3	8	0.117
C2	E. rectale	500	3	9	0.115
C2	E. rectale	500	3	10	0.113
C2	E. rectale	500	3	11	0.111
C2	E. rectale	500	3	12	0.11
C2	E. rectale	500	3	13	0.108
C2	E. rectale	500	3	14	0.107
C2	E. rectale	500	3	15	0.107
C2	E. rectale	500	3	16	0.106
C2	E. rectale	500	3	17	0.106
C2	E. rectale	500	3	18	0.106
C2	E. rectale	500	3	19	0.106
C2	E. rectale	500	3	20	0.105
C2	E. rectale	500	3	21	0.106
C2	E. rectale	500	3	22	0.105
C2	E. rectale	500	3	23	0.105
C2	E. rectale	500	3	24	0.105
C3	E. rectale	125	1	0	0.144
C3	E. rectale	125	1	1	0.138
C3	E. rectale	125	1	2	0.133
C3	E. rectale	125	1	3	0.129
C3	E. rectale	125	1	4	0.126
C3	E. rectale	125	1	5	0.123
C3	E. rectale	125	1	6	0.121
C3	E. rectale	125	1	7	0.118
C3	E. rectale	125	1	8	0.116
C3	E. rectale	125	1	9	0.114
C3	E. rectale	125	1	10	0.112
C3	E. rectale	125	1	11	0.111
C3	E. rectale	125	1	12	0.11
C3	E. rectale	125	1	13	0.109
C3	E. rectale	125	1	14	0.109
C3	E. rectale	125	1	15	0.109
C3	E. rectale	125	1	16	0.108
C3	E. rectale	125	1	17	0.108
C3	E. rectale	125	1	18	0.108
C3	E. rectale	125	1	19	0.108
C3	E. rectale	125	1	20	0.107
C3	E. rectale	125	1	21	0.107
C3	E. rectale	125	1	22	0.107
C3	E. rectale	125	1	23	0.107
C3	E. rectale	125	1	24	0.107
C3	E. rectale	125	2	0	0.146
C3	E. rectale	125	2	1	0.14
C3	E. rectale	125	2	2	0.134
C3	E. rectale	125	2	3	0.13
C3	E. rectale	125	2	4	0.127
C3	E. rectale	125	2	5	0.124
C3	E. rectale	125	2	6	0.121
C3	E. rectale	125	2	7	0.118
C3	E. rectale	125	2	8	0.116
C3	E. rectale	125	2	9	0.114
C3	E. rectale	125	2	10	0.113
C3	E. rectale	125	2	11	0.111
C3	E. rectale	125	2	12	0.11
C3	E. rectale	125	2	13	0.109
C3	E. rectale	125	2	14	0.109
C3	E. rectale	125	2	15	0.108
C3	E. rectale	125	2	16	0.108
C3	E. rectale	125	2	17	0.108
C3	E. rectale	125	2	18	0.107
C3	E. rectale	125	2	19	0.107
C3	E. rectale	125	2	20	0.107
C3	E. rectale	125	2	21	0.107
C3	E. rectale	125	2	22	0.107
C3	E. rectale	125	2	23	0.106
C3	E. rectale	125	2	24	0.106
C3	E. rectale	125	3	0	0.154
C3	E. rectale	125	3	1	0.147
C3	E. rectale	125	3	2	0.141
C3	E. rectale	125	3	3	0.137
C3	E. rectale	125	3	4	0.133
C3	E. rectale	125	3	5	0.13
C3	E. rectale	125	3	6	0.127
C3	E. rectale	125	3	7	0.124
C3	E. rectale	125	3	8	0.121
C3	E. rectale	125	3	9	0.119
C3	E. rectale	125	3	10	0.117
C3	E. rectale	125	3	11	0.116
C3	E. rectale	125	3	12	0.115
C3	E. rectale	125	3	13	0.114
C3	E. rectale	125	3	14	0.113
C3	E. rectale	125	3	15	0.112
C3	E. rectale	125	3	16	0.112
C3	E. rectale	125	3	17	0.111
C3	E. rectale	125	3	18	0.111
C3	E. rectale	125	3	19	0.111
C3	E. rectale	125	3	20	0.111
C3	E. rectale	125	3	21	0.111
C3	E. rectale	125	3	22	0.11
C3	E. rectale	125	3	23	0.11
C3	E. rectale	125	3	24	0.11
C4	E. rectale	75	1	0	0.144
C4	E. rectale	75	1	1	0.138
C4	E. rectale	75	1	2	0.132
C4	E. rectale	75	1	3	0.128
C4	E. rectale	75	1	4	0.124
C4	E. rectale	75	1	5	0.121
C4	E. rectale	75	1	6	0.119
C4	E. rectale	75	1	7	0.117
C4	E. rectale	75	1	8	0.115
C4	E. rectale	75	1	9	0.114
C4	E. rectale	75	1	10	0.113
C4	E. rectale	75	1	11	0.112
C4	E. rectale	75	1	12	0.111
C4	E. rectale	75	1	13	0.111
C4	E. rectale	75	1	14	0.111
C4	E. rectale	75	1	15	0.111
C4	E. rectale	75	1	16	0.111
C4	E. rectale	75	1	17	0.111
C4	E. rectale	75	1	18	0.111
C4	E. rectale	75	1	19	0.111
C4	E. rectale	75	1	20	0.111
C4	E. rectale	75	1	21	0.111
C4	E. rectale	75	1	22	0.111
C4	E. rectale	75	1	23	0.112
C4	E. rectale	75	1	24	0.112
C4	E. rectale	75	2	0	0.144
C4	E. rectale	75	2	1	0.139
C4	E. rectale	75	2	2	0.132
C4	E. rectale	75	2	3	0.127
C4	E. rectale	75	2	4	0.123
C4	E. rectale	75	2	5	0.121
C4	E. rectale	75	2	6	0.118
C4	E. rectale	75	2	7	0.116
C4	E. rectale	75	2	8	0.114
C4	E. rectale	75	2	9	0.113
C4	E. rectale	75	2	10	0.112
C4	E. rectale	75	2	11	0.111
C4	E. rectale	75	2	12	0.111
C4	E. rectale	75	2	13	0.11
C4	E. rectale	75	2	14	0.11
C4	E. rectale	75	2	15	0.11
C4	E. rectale	75	2	16	0.11
C4	E. rectale	75	2	17	0.111
C4	E. rectale	75	2	18	0.111
C4	E. rectale	75	2	19	0.111
C4	E. rectale	75	2	20	0.111
C4	E. rectale	75	2	21	0.112
C4	E. rectale	75	2	22	0.112
C4	E. rectale	75	2	23	0.112
C4	E. rectale	75	2	24	0.112
C4	E. rectale	75	3	0	0.151
C4	E. rectale	75	3	1	0.144
C4	E. rectale	75	3	2	0.137
C4	E. rectale	75	3	3	0.133
C4	E. rectale	75	3	4	0.128
C4	E. rectale	75	3	5	0.126
C4	E. rectale	75	3	6	0.123
C4	E. rectale	75	3	7	0.121
C4	E. rectale	75	3	8	0.119
C4	E. rectale	75	3	9	0.118
C4	E. rectale	75	3	10	0.117
C4	E. rectale	75	3	11	0.116
C4	E. rectale	75	3	12	0.115
C4	E. rectale	75	3	13	0.115
C4	E. rectale	75	3	14	0.114
C4	E. rectale	75	3	15	0.114
C4	E. rectale	75	3	16	0.114
C4	E. rectale	75	3	17	0.114
C4	E. rectale	75	3	18	0.114
C4	E. rectale	75	3	19	0.113
C4	E. rectale	75	3	20	0.113
C4	E. rectale	75	3	21	0.113
C4	E. rectale	75	3	22	0.113
C4	E. rectale	75	3	23	0.113
C4	E. rectale	75	3	24	0.113
C5	E. rectale	60	1	0	0.15
C5	E. rectale	60	1	1	0.144
C5	E. rectale	60	1	2	0.137
C5	E. rectale	60	1	3	0.132
C5	E. rectale	60	1	4	0.128
C5	E. rectale	60	1	5	0.125
C5	E. rectale	60	1	6	0.123
C5	E. rectale	60	1	7	0.121
C5	E. rectale	60	1	8	0.119
C5	E. rectale	60	1	9	0.118
C5	E. rectale	60	1	10	0.118
C5	E. rectale	60	1	11	0.117
C5	E. rectale	60	1	12	0.117
C5	E. rectale	60	1	13	0.118
C5	E. rectale	60	1	14	0.12
C5	E. rectale	60	1	15	0.122
C5	E. rectale	60	1	16	0.123
C5	E. rectale	60	1	17	0.126
C5	E. rectale	60	1	18	0.128
C5	E. rectale	60	1	19	0.131
C5	E. rectale	60	1	20	0.134
C5	E. rectale	60	1	21	0.137
C5	E. rectale	60	1	22	0.14
C5	E. rectale	60	1	23	0.144
C5	E. rectale	60	1	24	0.148
C5	E. rectale	60	2	0	0.143
C5	E. rectale	60	2	1	0.137
C5	E. rectale	60	2	2	0.13
C5	E. rectale	60	2	3	0.125
C5	E. rectale	60	2	4	0.121
C5	E. rectale	60	2	5	0.118
C5	E. rectale	60	2	6	0.116
C5	E. rectale	60	2	7	0.114
C5	E. rectale	60	2	8	0.113
C5	E. rectale	60	2	9	0.112
C5	E. rectale	60	2	10	0.112
C5	E. rectale	60	2	11	0.112
C5	E. rectale	60	2	12	0.113
C5	E. rectale	60	2	13	0.114
C5	E. rectale	60	2	14	0.116
C5	E. rectale	60	2	15	0.118
C5	E. rectale	60	2	16	0.12
C5	E. rectale	60	2	17	0.123
C5	E. rectale	60	2	18	0.126
C5	E. rectale	60	2	19	0.129
C5	E. rectale	60	2	20	0.132
C5	E. rectale	60	2	21	0.136
C5	E. rectale	60	2	22	0.141
C5	E. rectale	60	2	23	0.145
C5	E. rectale	60	2	24	0.151
C5	E. rectale	60	3	0	0.151
C5	E. rectale	60	3	1	0.142
C5	E. rectale	60	3	2	0.135
C5	E. rectale	60	3	3	0.13
C5	E. rectale	60	3	4	0.126
C5	E. rectale	60	3	5	0.123
C5	E. rectale	60	3	6	0.121
C5	E. rectale	60	3	7	0.118
C5	E. rectale	60	3	8	0.117
C5	E. rectale	60	3	9	0.116
C5	E. rectale	60	3	10	0.115
C5	E. rectale	60	3	11	0.115
C5	E. rectale	60	3	12	0.115
C5	E. rectale	60	3	13	0.115
C5	E. rectale	60	3	14	0.116
C5	E. rectale	60	3	15	0.117
C5	E. rectale	60	3	16	0.117
C5	E. rectale	60	3	17	0.118
C5	E. rectale	60	3	18	0.119
C5	E. rectale	60	3	19	0.12
C5	E. rectale	60	3	20	0.121
C5	E. rectale	60	3	21	0.122
C5	E. rectale	60	3	22	0.122
C5	E. rectale	60	3	23	0.123
C5	E. rectale	60	3	24	0.123
C6	E. rectale	50	1	0	0.147
C6	E. rectale	50	1	1	0.14
C6	E. rectale	50	1	2	0.133
C6	E. rectale	50	1	3	0.127
C6	E. rectale	50	1	4	0.123
C6	E. rectale	50	1	5	0.121
C6	E. rectale	50	1	6	0.119
C6	E. rectale	50	1	7	0.118
C6	E. rectale	50	1	8	0.118
C6	E. rectale	50	1	9	0.12
C6	E. rectale	50	1	10	0.122
C6	E. rectale	50	1	11	0.126
C6	E. rectale	50	1	12	0.131
C6	E. rectale	50	1	13	0.137
C6	E. rectale	50	1	14	0.144
C6	E. rectale	50	1	15	0.154
C6	E. rectale	50	1	16	0.166
C6	E. rectale	50	1	17	0.182
C6	E. rectale	50	1	18	0.203
C6	E. rectale	50	1	19	0.228
C6	E. rectale	50	1	20	0.258
C6	E. rectale	50	1	21	0.276
C6	E. rectale	50	1	22	0.284
C6	E. rectale	50	1	23	0.298
C6	E. rectale	50	1	24	0.312
C6	E. rectale	50	2	0	0.148
C6	E. rectale	50	2	1	0.141
C6	E. rectale	50	2	2	0.134
C6	E. rectale	50	2	3	0.129
C6	E. rectale	50	2	4	0.125
C6	E. rectale	50	2	5	0.123
C6	E. rectale	50	2	6	0.121
C6	E. rectale	50	2	7	0.12
C6	E. rectale	50	2	8	0.121
C6	E. rectale	50	2	9	0.123
C6	E. rectale	50	2	10	0.125
C6	E. rectale	50	2	11	0.129
C6	E. rectale	50	2	12	0.134
C6	E. rectale	50	2	13	0.14
C6	E. rectale	50	2	14	0.149
C6	E. rectale	50	2	15	0.159
C6	E. rectale	50	2	16	0.172
C6	E. rectale	50	2	17	0.189
C6	E. rectale	50	2	18	0.211
