Well	Species	Concentration	Replicate	Time	OD
F9	R. torques	20	1	11	0.718
F9	R. torques	20	1	12	0.849
F9	R. torques	20	1	13	1.542
F9	R. torques	20	1	14	1.497
F9	R. torques	20	1	15	1.429
F9	R. torques	20	1	16	1.345
F9	R. torques	20	1	17	1.279
F9	R. torques	20	1	18	0.701
F9	R. torques	20	1	19	1.175
F9	R. torques	20	1	20	1.152
F9	R. torques	20	1	21	0.972
F9	R. torques	20	1	22	0.851
F9	R. torques	20	1	23	0.656
F9	R. torques	20	1	24	0.907
F9	R. torques	20	2	0	0.144
F9	R. torques	20	2	1	0.141
F9	R. torques	20	2	2	0.14
F9	R. torques	20	2	3	0.141
F9	R. torques	20	2	4	0.142
F9	R. torques	20	2	5	0.147
F9	R. torques	20	2	6	0.185
F9	R. torques	20	2	7	0.465
F9	R. torques	20	2	8	0.848
F9	R. torques	20	2	9	1.062
F9	R. torques	20	2	10	1.514
F9	R. torques	20	2	11	1.436
F9	R. torques	20	2	12	1.541
F9	R. torques	20	2	13	1.624
F9	R. torques	20	2	14	1.556
F9	R. torques	20	2	15	1.538
F9	R. torques	20	2	16	1.467
F9	R. torques	20	2	17	1.41
F9	R. torques	20	2	18	1.375
F9	R. torques	20	2	19	0.845
F9	R. torques	20	2	20	1.245
F9	R. torques	20	2	21	1.26
F9	R. torques	20	2	22	0.717
F9	R. torques	20	2	23	0.94
F9	R. torques	20	2	24	0.987
F9	R. torques	20	3	0	0.15
F9	R. torques	20	3	1	0.148
F9	R. torques	20	3	2	0.146
F9	R. torques	20	3	3	0.146
F9	R. torques	20	3	4	0.147
F9	R. torques	20	3	5	0.167
F9	R. torques	20	3	6	0.212
F9	R. torques	20	3	7	0.386
F9	R. torques	20	3	8	0.424
F9	R. torques	20	3	9	1.17
F9	R. torques	20	3	10	1.158
F9	R. torques	20	3	11	1.347
F9	R. torques	20	3	12	1.1
F9	R. torques	20	3	13	1.613
F9	R. torques	20	3	14	1.531
F9	R. torques	20	3	15	1.467
F9	R. torques	20	3	16	1.478
F9	R. torques	20	3	17	1.386
F9	R. torques	20	3	18	1.415
F9	R. torques	20	3	19	1.444
F9	R. torques	20	3	20	1.409
F9	R. torques	20	3	21	1.411
F9	R. torques	20	3	22	1.264
F9	R. torques	20	3	23	1.208
F9	R. torques	20	3	24	1.14
F10	R. torques	10	1	0	0.147
F10	R. torques	10	1	1	0.144
F10	R. torques	10	1	2	0.142
F10	R. torques	10	1	3	0.142
F10	R. torques	10	1	4	0.141
F10	R. torques	10	1	5	0.154
F10	R. torques	10	1	6	0.193
F10	R. torques	10	1	7	0.438
F10	R. torques	10	1	8	0.678
F10	R. torques	10	1	9	1.263
F10	R. torques	10	1	10	1.497
F10	R. torques	10	1	11	1.177
F10	R. torques	10	1	12	1.117
F10	R. torques	10	1	13	1.491
F10	R. torques	10	1	14	1.355
F10	R. torques	10	1	15	1.297
F10	R. torques	10	1	16	0.905
F10	R. torques	10	1	17	1.062
F10	R. torques	10	1	18	1.035
F10	R. torques	10	1	19	0.911
F10	R. torques	10	1	20	0.979
F10	R. torques	10	1	21	0.642
F10	R. torques	10	1	22	0.812
F10	R. torques	10	1	23	0.447
F10	R. torques	10	1	24	0.771
F10	R. torques	10	2	0	0.148
F10	R. torques	10	2	1	0.145
F10	R. torques	10	2	2	0.143
F10	R. torques	10	2	3	0.142
F10	R. torques	10	2	4	0.142
F10	R. torques	10	2	5	0.143
F10	R. torques	10	2	6	0.21
F10	R. torques	10	2	7	0.354
F10	R. torques	10	2	8	0.972
F10	R. torques	10	2	9	1.148
F10	R. torques	10	2	10	1.63
F10	R. torques	10	2	11	1.088
F10	R. torques	10	2	12	1.556
F10	R. torques	10	2	13	1.477
F10	R. torques	10	2	14	1.244
F10	R. torques	10	2	15	1.267
F10	R. torques	10	2	16	1.099
F10	R. torques	10	2	17	0.876
F10	R. torques	10	2	18	0.721
F10	R. torques	10	2	19	0.811
F10	R. torques	10	2	20	0.715
F10	R. torques	10	2	21	0.855
F10	R. torques	10	2	22	0.721
F10	R. torques	10	2	23	0.794
F10	R. torques	10	2	24	0.765
F10	R. torques	10	3	0	0.152
F10	R. torques	10	3	1	0.149
F10	R. torques	10	3	2	0.147
F10	R. torques	10	3	3	0.147
F10	R. torques	10	3	4	0.146
F10	R. torques	10	3	5	0.154
F10	R. torques	10	3	6	0.208
F10	R. torques	10	3	7	0.504
F10	R. torques	10	3	8	0.873
F10	R. torques	10	3	9	1.261
F10	R. torques	10	3	10	1.53
F10	R. torques	10	3	11	1.434
F10	R. torques	10	3	12	1.443
F10	R. torques	10	3	13	1.587
F10	R. torques	10	3	14	1.54
F10	R. torques	10	3	15	1.479
F10	R. torques	10	3	16	1.399
F10	R. torques	10	3	17	1.435
F10	R. torques	10	3	18	1.314
F10	R. torques	10	3	19	1.323
F10	R. torques	10	3	20	1.26
F10	R. torques	10	3	21	0.988
F10	R. torques	10	3	22	0.894
F10	R. torques	10	3	23	0.551
F10	R. torques	10	3	24	1.1
F11	R. torques	5	1	0	0.142
F11	R. torques	5	1	1	0.139
F11	R. torques	5	1	2	0.137
F11	R. torques	5	1	3	0.137
F11	R. torques	5	1	4	0.14
F11	R. torques	5	1	5	0.15
F11	R. torques	5	1	6	0.228
F11	R. torques	5	1	7	0.48
F11	R. torques	5	1	8	0.752
F11	R. torques	5	1	9	1.292
F11	R. torques	5	1	10	0.888
F11	R. torques	5	1	11	0.367
F11	R. torques	5	1	12	1.594
F11	R. torques	5	1	13	1.525
F11	R. torques	5	1	14	1.437
F11	R. torques	5	1	15	1.384
F11	R. torques	5	1	16	1.158
F11	R. torques	5	1	17	0.846
F11	R. torques	5	1	18	1.003
F11	R. torques	5	1	19	1.034
F11	R. torques	5	1	20	1.083
F11	R. torques	5	1	21	0.868
F11	R. torques	5	1	22	0.968
F11	R. torques	5	1	23	0.954
F11	R. torques	5	1	24	0.806
F11	R. torques	5	2	0	0.141
F11	R. torques	5	2	1	0.138
F11	R. torques	5	2	2	0.137
F11	R. torques	5	2	3	0.136
F11	R. torques	5	2	4	0.142
F11	R. torques	5	2	5	0.15
F11	R. torques	5	2	6	0.258
F11	R. torques	5	2	7	0.41
F11	R. torques	5	2	8	1.071
F11	R. torques	5	2	9	1.365
F11	R. torques	5	2	10	1.471
F11	R. torques	5	2	11	0.502
F11	R. torques	5	2	12	1.296
F11	R. torques	5	2	13	1.524
F11	R. torques	5	2	14	1.454
F11	R. torques	5	2	15	1.401
F11	R. torques	5	2	16	1.25
F11	R. torques	5	2	17	0.898
F11	R. torques	5	2	18	1.054
F11	R. torques	5	2	19	1.048
F11	R. torques	5	2	20	1.02
F11	R. torques	5	2	21	0.962
F11	R. torques	5	2	22	0.921
F11	R. torques	5	2	23	0.855
F11	R. torques	5	2	24	0.838
F11	R. torques	5	3	0	0.143
F11	R. torques	5	3	1	0.141
F11	R. torques	5	3	2	0.139
F11	R. torques	5	3	3	0.14
F11	R. torques	5	3	4	0.142
F11	R. torques	5	3	5	0.153
F11	R. torques	5	3	6	0.223
F11	R. torques	5	3	7	0.267
F11	R. torques	5	3	8	0.615
F11	R. torques	5	3	9	1.099
F11	R. torques	5	3	10	1.412
F11	R. torques	5	3	11	1.17
F11	R. torques	5	3	12	1.589
F11	R. torques	5	3	13	1.561
F11	R. torques	5	3	14	1.529
F11	R. torques	5	3	15	1.512
F11	R. torques	5	3	16	1.468
F11	R. torques	5	3	17	1.47
F11	R. torques	5	3	18	1.246
F11	R. torques	5	3	19	1.394
F11	R. torques	5	3	20	1.337
F11	R. torques	5	3	21	1.257
F11	R. torques	5	3	22	1.135
F11	R. torques	5	3	23	0.929
F11	R. torques	5	3	24	0.979
F12	R. torques	0	1	0	0.146
F12	R. torques	0	1	1	0.143
F12	R. torques	0	1	2	0.141
F12	R. torques	0	1	3	0.14
F12	R. torques	0	1	4	0.143
F12	R. torques	0	1	5	0.15
F12	R. torques	0	1	6	0.287
F12	R. torques	0	1	7	0.52
F12	R. torques	0	1	8	0.541
F12	R. torques	0	1	9	0.914
F12	R. torques	0	1	10	1.312
F12	R. torques	0	1	11	1.639
F12	R. torques	0	1	12	1.605
F12	R. torques	0	1	13	1.591
F12	R. torques	0	1	14	1.543
F12	R. torques	0	1	15	1.494
F12	R. torques	0	1	16	1.428
F12	R. torques	0	1	17	1.448
F12	R. torques	0	1	18	1.399
F12	R. torques	0	1	19	1.343
F12	R. torques	0	1	20	1.259
F12	R. torques	0	1	21	1.206
F12	R. torques	0	1	22	1.103
F12	R. torques	0	1	23	1.016
F12	R. torques	0	1	24	1.186
F12	R. torques	0	2	0	0.152
F12	R. torques	0	2	1	0.149
F12	R. torques	0	2	2	0.147
F12	R. torques	0	2	3	0.146
F12	R. torques	0	2	4	0.148
F12	R. torques	0	2	5	0.166
F12	R. torques	0	2	6	0.258
F12	R. torques	0	2	7	0.45
F12	R. torques	0	2	8	0.882
F12	R. torques	0	2	9	1.308
F12	R. torques	0	2	10	1.486
F12	R. torques	0	2	11	1.398
F12	R. torques	0	2	12	1.394
F12	R. torques	0	2	13	1.568
F12	R. torques	0	2	14	1.533
F12	R. torques	0	2	15	1.383
F12	R. torques	0	2	16	1.393
F12	R. torques	0	2	17	1.413
F12	R. torques	0	2	18	1.032
F12	R. torques	0	2	19	1.306
F12	R. torques	0	2	20	1.308
F12	R. torques	0	2	21	1.279
F12	R. torques	0	2	22	1.327
F12	R. torques	0	2	23	1.341
F12	R. torques	0	2	24	1.192
F12	R. torques	0	3	0	0.144
F12	R. torques	0	3	1	0.141
F12	R. torques	0	3	2	0.14
F12	R. torques	0	3	3	0.14
F12	R. torques	0	3	4	0.147
F12	R. torques	0	3	5	0.174
F12	R. torques	0	3	6	0.221
F12	R. torques	0	3	7	0.419
F12	R. torques	0	3	8	0.911
F12	R. torques	0	3	9	0.812
F12	R. torques	0	3	10	1.447
F12	R. torques	0	3	11	1.236
F12	R. torques	0	3	12	1.624
F12	R. torques	0	3	13	1.563
F12	R. torques	0	3	14	1.548
F12	R. torques	0	3	15	1.514
F12	R. torques	0	3	16	1.494
F12	R. torques	0	3	17	1.447
F12	R. torques	0	3	18	1.513
F12	R. torques	0	3	19	1.504
F12	R. torques	0	3	20	1.43
F12	R. torques	0	3	21	1.364
F12	R. torques	0	3	22	1.366
F12	R. torques	0	3	23	1.158
F12	R. torques	0	3	24	0.941
G1	L. gasseri	1000	1	0	0.147
G1	L. gasseri	1000	1	1	0.144
G1	L. gasseri	1000	1	2	0.141
G1	L. gasseri	1000	1	3	0.139
G1	L. gasseri	1000	1	4	0.136
G1	L. gasseri	1000	1	5	0.133
G1	L. gasseri	1000	1	6	0.13
G1	L. gasseri	1000	1	7	0.127
G1	L. gasseri	1000	1	8	0.125
G1	L. gasseri	1000	1	9	0.122
G1	L. gasseri	1000	1	10	0.12
G1	L. gasseri	1000	1	11	0.117
G1	L. gasseri	1000	1	12	0.116
G1	L. gasseri	1000	1	13	0.114
G1	L. gasseri	1000	1	14	0.113
G1	L. gasseri	1000	1	15	0.112
G1	L. gasseri	1000	1	16	0.111
G1	L. gasseri	1000	1	17	0.11
G1	L. gasseri	1000	1	18	0.11
G1	L. gasseri	1000	1	19	0.109
G1	L. gasseri	1000	1	20	0.109
G1	L. gasseri	1000	1	21	0.108
G1	L. gasseri	1000	1	22	0.108
G1	L. gasseri	1000	1	23	0.108
G1	L. gasseri	1000	1	24	0.107
G1	L. gasseri	1000	2	0	0.141
G1	L. gasseri	1000	2	1	0.139
G1	L. gasseri	1000	2	2	0.137
G1	L. gasseri	1000	2	3	0.135
G1	L. gasseri	1000	2	4	0.132
G1	L. gasseri	1000	2	5	0.13
G1	L. gasseri	1000	2	6	0.127
G1	L. gasseri	1000	2	7	0.125
G1	L. gasseri	1000	2	8	0.122
G1	L. gasseri	1000	2	9	0.119
G1	L. gasseri	1000	2	10	0.117
G1	L. gasseri	1000	2	11	0.115
G1	L. gasseri	1000	2	12	0.113
G1	L. gasseri	1000	2	13	0.111
G1	L. gasseri	1000	2	14	0.11
G1	L. gasseri	1000	2	15	0.11
G1	L. gasseri	1000	2	16	0.109
G1	L. gasseri	1000	2	17	0.108
G1	L. gasseri	1000	2	18	0.107
G1	L. gasseri	1000	2	19	0.106
G1	L. gasseri	1000	2	20	0.106
G1	L. gasseri	1000	2	21	0.106
G1	L. gasseri	1000	2	22	0.105
G1	L. gasseri	1000	2	23	0.105
G1	L. gasseri	1000	2	24	0.105
G1	L. gasseri	1000	3	0	0.152
G1	L. gasseri	1000	3	1	0.148
G1	L. gasseri	1000	3	2	0.145
G1	L. gasseri	1000	3	3	0.143
G1	L. gasseri	1000	3	4	0.14
G1	L. gasseri	1000	3	5	0.137
G1	L. gasseri	1000	3	6	0.135
G1	L. gasseri	1000	3	7	0.131
G1	L. gasseri	1000	3	8	0.128
G1	L. gasseri	1000	3	9	0.125
G1	L. gasseri	1000	3	10	0.122
G1	L. gasseri	1000	3	11	0.12
G1	L. gasseri	1000	3	12	0.118
G1	L. gasseri	1000	3	13	0.117
G1	L. gasseri	1000	3	14	0.115
G1	L. gasseri	1000	3	15	0.114
G1	L. gasseri	1000	3	16	0.113
G1	L. gasseri	1000	3	17	0.112
G1	L. gasseri	1000	3	18	0.111
G1	L. gasseri	1000	3	19	0.111
G1	L. gasseri	1000	3	20	0.11
G1	L. gasseri	1000	3	21	0.11
G1	L. gasseri	1000	3	22	0.109
G1	L. gasseri	1000	3	23	0.109
G1	L. gasseri	1000	3	24	0.109
G2	L. gasseri	500	1	0	0.143
G2	L. gasseri	500	1	1	0.141
G2	L. gasseri	500	1	2	0.138
G2	L. gasseri	500	1	3	0.135
G2	L. gasseri	500	1	4	0.132
G2	L. gasseri	500	1	5	0.129
G2	L. gasseri	500	1	6	0.126
G2	L. gasseri	500	1	7	0.123
G2	L. gasseri	500	1	8	0.121
G2	L. gasseri	500	1	9	0.119
G2	L. gasseri	500	1	10	0.116
G2	L. gasseri	500	1	11	0.115
G2	L. gasseri	500	1	12	0.113
G2	L. gasseri	500	1	13	0.112
G2	L. gasseri	500	1	14	0.111
G2	L. gasseri	500	1	15	0.11
G2	L. gasseri	500	1	16	0.109
G2	L. gasseri	500	1	17	0.108
G2	L. gasseri	500	1	18	0.108
G2	L. gasseri	500	1	19	0.108
G2	L. gasseri	500	1	20	0.107
G2	L. gasseri	500	1	21	0.107
G2	L. gasseri	500	1	22	0.106
G2	L. gasseri	500	1	23	0.106
G2	L. gasseri	500	1	24	0.106
G2	L. gasseri	500	2	0	0.144
G2	L. gasseri	500	2	1	0.143
G2	L. gasseri	500	2	2	0.14
G2	L. gasseri	500	2	3	0.137
G2	L. gasseri	500	2	4	0.135
G2	L. gasseri	500	2	5	0.131
G2	L. gasseri	500	2	6	0.128
G2	L. gasseri	500	2	7	0.125
G2	L. gasseri	500	2	8	0.122
G2	L. gasseri	500	2	9	0.12
G2	L. gasseri	500	2	10	0.118
G2	L. gasseri	500	2	11	0.116
G2	L. gasseri	500	2	12	0.114
G2	L. gasseri	500	2	13	0.113
G2	L. gasseri	500	2	14	0.112
G2	L. gasseri	500	2	15	0.111
G2	L. gasseri	500	2	16	0.11
G2	L. gasseri	500	2	17	0.109
G2	L. gasseri	500	2	18	0.109
G2	L. gasseri	500	2	19	0.108
G2	L. gasseri	500	2	20	0.107
G2	L. gasseri	500	2	21	0.107
G2	L. gasseri	500	2	22	0.107
G2	L. gasseri	500	2	23	0.107
G2	L. gasseri	500	2	24	0.107
G2	L. gasseri	500	3	0	0.15
G2	L. gasseri	500	3	1	0.147
G2	L. gasseri	500	3	2	0.144
G2	L. gasseri	500	3	3	0.141
G2	L. gasseri	500	3	4	0.138
G2	L. gasseri	500	3	5	0.134
G2	L. gasseri	500	3	6	0.131
G2	L. gasseri	500	3	7	0.127
G2	L. gasseri	500	3	8	0.124
G2	L. gasseri	500	3	9	0.122
G2	L. gasseri	500	3	10	0.12
G2	L. gasseri	500	3	11	0.117
G2	L. gasseri	500	3	12	0.116
G2	L. gasseri	500	3	13	0.114
G2	L. gasseri	500	3	14	0.113
G2	L. gasseri	500	3	15	0.112
G2	L. gasseri	500	3	16	0.111
G2	L. gasseri	500	3	17	0.11
G2	L. gasseri	500	3	18	0.109
G2	L. gasseri	500	3	19	0.109
G2	L. gasseri	500	3	20	0.109
G2	L. gasseri	500	3	21	0.108
G2	L. gasseri	500	3	22	0.108
G2	L. gasseri	500	3	23	0.108
G2	L. gasseri	500	3	24	0.107
G3	L. gasseri	125	1	0	0.145
G3	L. gasseri	125	1	1	0.144
G3	L. gasseri	125	1	2	0.143
G3	L. gasseri	125	1	3	0.144
G3	L. gasseri	125	1	4	0.147
G3	L. gasseri	125	1	5	0.15
G3	L. gasseri	125	1	6	0.153
G3	L. gasseri	125	1	7	0.154
G3	L. gasseri	125	1	8	0.145
G3	L. gasseri	125	1	9	0.15
G3	L. gasseri	125	1	10	0.173
G3	L. gasseri	125	1	11	0.158
G3	L. gasseri	125	1	12	0.134
G3	L. gasseri	125	1	13	0.149
G3	L. gasseri	125	1	14	0.134
G3	L. gasseri	125	1	15	0.139
G3	L. gasseri	125	1	16	0.162
G3	L. gasseri	125	1	17	0.124
G3	L. gasseri	125	1	18	0.137
G3	L. gasseri	125	1	19	0.126
G3	L. gasseri	125	1	20	0.15
G3	L. gasseri	125	1	21	0.163
G3	L. gasseri	125	1	22	0.119
G3	L. gasseri	125	1	23	0.147
G3	L. gasseri	125	1	24	0.144
G3	L. gasseri	125	2	0	0.148
G3	L. gasseri	125	2	1	0.147
G3	L. gasseri	125	2	2	0.147
G3	L. gasseri	125	2	3	0.149
G3	L. gasseri	125	2	4	0.152
G3	L. gasseri	125	2	5	0.154
G3	L. gasseri	125	2	6	0.154
G3	L. gasseri	125	2	7	0.155
G3	L. gasseri	125	2	8	0.147
G3	L. gasseri	125	2	9	0.174
G3	L. gasseri	125	2	10	0.143
G3	L. gasseri	125	2	11	0.155
G3	L. gasseri	125	2	12	0.144
G3	L. gasseri	125	2	13	0.132
G3	L. gasseri	125	2	14	0.135
G3	L. gasseri	125	2	15	0.142
G3	L. gasseri	125	2	16	0.153
G3	L. gasseri	125	2	17	0.126
G3	L. gasseri	125	2	18	0.136
G3	L. gasseri	125	2	19	0.126
G3	L. gasseri	125	2	20	0.122
G3	L. gasseri	125	2	21	0.135
G3	L. gasseri	125	2	22	0.12
G3	L. gasseri	125	2	23	0.163
G3	L. gasseri	125	2	24	0.173
G3	L. gasseri	125	3	0	0.151
G3	L. gasseri	125	3	1	0.15
G3	L. gasseri	125	3	2	0.15
G3	L. gasseri	125	3	3	0.154
G3	L. gasseri	125	3	4	0.162
G3	L. gasseri	125	3	5	0.171
G3	L. gasseri	125	3	6	0.191
G3	L. gasseri	125	3	7	0.258
G3	L. gasseri	125	3	8	0.606
G3	L. gasseri	125	3	9	0.984
G3	L. gasseri	125	3	10	1.071
G3	L. gasseri	125	3	11	1.408
G3	L. gasseri	125	3	12	1.443
G3	L. gasseri	125	3	13	1.307
G3	L. gasseri	125	3	14	1.429
G3	L. gasseri	125	3	15	1.482
G3	L. gasseri	125	3	16	1.467
G3	L. gasseri	125	3	17	1.231
G3	L. gasseri	125	3	18	1.448
G3	L. gasseri	125	3	19	1.479
G3	L. gasseri	125	3	20	1.451
G3	L. gasseri	125	3	21	1.448
G3	L. gasseri	125	3	22	1.417
G3	L. gasseri	125	3	23	1.401
G3	L. gasseri	125	3	24	1.313
G4	L. gasseri	75	1	0	0.15
G4	L. gasseri	75	1	1	0.149
G4	L. gasseri	75	1	2	0.152
G4	L. gasseri	75	1	3	0.16
G4	L. gasseri	75	1	4	0.18
G4	L. gasseri	75	1	5	0.228
G4	L. gasseri	75	1	6	0.448
G4	L. gasseri	75	1	7	0.855
G4	L. gasseri	75	1	8	1.37
G4	L. gasseri	75	1	9	1.492
G4	L. gasseri	75	1	10	1.499
G4	L. gasseri	75	1	11	1.492
G4	L. gasseri	75	1	12	1.48
G4	L. gasseri	75	1	13	1.451
G4	L. gasseri	75	1	14	1.427
G4	L. gasseri	75	1	15	1.375
G4	L. gasseri	75	1	16	1.355
G4	L. gasseri	75	1	17	1.164
G4	L. gasseri	75	1	18	1.244
G4	L. gasseri	75	1	19	1.181
G4	L. gasseri	75	1	20	0.915
G4	L. gasseri	75	1	21	1.074
G4	L. gasseri	75	1	22	1.051
G4	L. gasseri	75	1	23	0.941
G4	L. gasseri	75	1	24	0.975
G4	L. gasseri	75	2	0	0.157
G4	L. gasseri	75	2	1	0.156
G4	L. gasseri	75	2	2	0.159
G4	L. gasseri	75	2	3	0.167
G4	L. gasseri	75	2	4	0.193
G4	L. gasseri	75	2	5	0.22
G4	L. gasseri	75	2	6	0.429
G4	L. gasseri	75	2	7	0.987
G4	L. gasseri	75	2	8	1.445
G4	L. gasseri	75	2	9	1.539
G4	L. gasseri	75	2	10	1.572
G4	L. gasseri	75	2	11	1.581
G4	L. gasseri	75	2	12	1.571
G4	L. gasseri	75	2	13	1.572
G4	L. gasseri	75	2	14	1.562
G4	L. gasseri	75	2	15	1.531
G4	L. gasseri	75	2	16	1.47
G4	L. gasseri	75	2	17	1.436
G4	L. gasseri	75	2	18	1.432
G4	L. gasseri	75	2	19	1.392
G4	L. gasseri	75	2	20	1.336
G4	L. gasseri	75	2	21	1.313
G4	L. gasseri	75	2	22	1.246
G4	L. gasseri	75	2	23	1.225
G4	L. gasseri	75	2	24	1.207
G4	L. gasseri	75	3	0	0.152
G4	L. gasseri	75	3	1	0.151
G4	L. gasseri	75	3	2	0.155
G4	L. gasseri	75	3	3	0.165
G4	L. gasseri	75	3	4	0.198
G4	L. gasseri	75	3	5	0.31
G4	L. gasseri	75	3	6	0.654
G4	L. gasseri	75	3	7	1.308
G4	L. gasseri	75	3	8	1.369
G4	L. gasseri	75	3	9	1.528
G4	L. gasseri	75	3	10	1.564
G4	L. gasseri	75	3	11	1.564
G4	L. gasseri	75	3	12	1.567
G4	L. gasseri	75	3	13	1.56
G4	L. gasseri	75	3	14	1.543
G4	L. gasseri	75	3	15	1.528
G4	L. gasseri	75	3	16	1.492
G4	L. gasseri	75	3	17	1.44
G4	L. gasseri	75	3	18	1.421
G4	L. gasseri	75	3	19	1.35
G4	L. gasseri	75	3	20	1.344
G4	L. gasseri	75	3	21	1.203
G4	L. gasseri	75	3	22	1.397
G4	L. gasseri	75	3	23	1.243
G4	L. gasseri	75	3	24	1.191
G5	L. gasseri	60	1	0	0.151
G5	L. gasseri	60	1	1	0.15
G5	L. gasseri	60	1	2	0.153
G5	L. gasseri	60	1	3	0.161
G5	L. gasseri	60	1	4	0.183
G5	L. gasseri	60	1	5	0.253
G5	L. gasseri	60	1	6	0.402
G5	L. gasseri	60	1	7	1.086
G5	L. gasseri	60	1	8	1.346
G5	L. gasseri	60	1	9	1.502
G5	L. gasseri	60	1	10	1.498
G5	L. gasseri	60	1	11	1.5
G5	L. gasseri	60	1	12	1.44
G5	L. gasseri	60	1	13	1.374
G5	L. gasseri	60	1	14	1.379
G5	L. gasseri	60	1	15	1.336
G5	L. gasseri	60	1	16	1.301
G5	L. gasseri	60	1	17	1.216
G5	L. gasseri	60	1	18	1.206
G5	L. gasseri	60	1	19	1.156
G5	L. gasseri	60	1	20	1.111
G5	L. gasseri	60	1	21	1.083
G5	L. gasseri	60	1	22	0.962
G5	L. gasseri	60	1	23	1.035
G5	L. gasseri	60	1	24	0.914
G5	L. gasseri	60	2	0	0.153
G5	L. gasseri	60	2	1	0.153
G5	L. gasseri	60	2	2	0.156
G5	L. gasseri	60	2	3	0.166
G5	L. gasseri	60	2	4	0.189
G5	L. gasseri	60	2	5	0.225
G5	L. gasseri	60	2	6	0.535
G5	L. gasseri	60	2	7	0.927
G5	L. gasseri	60	2	8	1.464
G5	L. gasseri	60	2	9	1.519
G5	L. gasseri	60	2	10	1.561
G5	L. gasseri	60	2	11	1.543
G5	L. gasseri	60	2	12	1.545
G5	L. gasseri	60	2	13	1.533
G5	L. gasseri	60	2	14	1.483
G5	L. gasseri	60	2	15	1.425
G5	L. gasseri	60	2	16	1.452
G5	L. gasseri	60	2	17	1.387
G5	L. gasseri	60	2	18	1.391
G5	L. gasseri	60	2	19	1.26
G5	L. gasseri	60	2	20	1.295
G5	L. gasseri	60	2	21	1.232
G5	L. gasseri	60	2	22	1.208
G5	L. gasseri	60	2	23	1.149
G5	L. gasseri	60	2	24	1.059
G5	L. gasseri	60	3	0	0.151
G5	L. gasseri	60	3	1	0.15
G5	L. gasseri	60	3	2	0.155
G5	L. gasseri	60	3	3	0.167
G5	L. gasseri	60	3	4	0.186
G5	L. gasseri	60	3	5	0.253
G5	L. gasseri	60	3	6	0.71
G5	L. gasseri	60	3	7	0.877
G5	L. gasseri	60	3	8	1.392
G5	L. gasseri	60	3	9	1.536
G5	L. gasseri	60	3	10	1.527
G5	L. gasseri	60	3	11	1.565
G5	L. gasseri	60	3	12	1.536
G5	L. gasseri	60	3	13	1.516
G5	L. gasseri	60	3	14	1.484
G5	L. gasseri	60	3	15	1.475
G5	L. gasseri	60	3	16	1.429
G5	L. gasseri	60	3	17	1.386
G5	L. gasseri	60	3	18	1.359
G5	L. gasseri	60	3	19	1.286
G5	L. gasseri	60	3	20	1.278
G5	L. gasseri	60	3	21	1.24
G5	L. gasseri	60	3	22	1.081
G5	L. gasseri	60	3	23	1.113
G5	L. gasseri	60	3	24	1.084
G6	L. gasseri	50	1	0	0.147
G6	L. gasseri	50	1	1	0.147
G6	L. gasseri	50	1	2	0.149
G6	L. gasseri	50	1	3	0.159
G6	L. gasseri	50	1	4	0.178
G6	L. gasseri	50	1	5	0.259
G6	L. gasseri	50	1	6	0.443
G6	L. gasseri	50	1	7	0.992
G6	L. gasseri	50	1	8	1.406
G6	L. gasseri	50	1	9	1.526
G6	L. gasseri	50	1	10	1.494
G6	L. gasseri	50	1	11	1.45
G6	L. gasseri	50	1	12	1.424
G6	L. gasseri	50	1	13	1.39
G6	L. gasseri	50	1	14	1.361
G6	L. gasseri	50	1	15	1.238
G6	L. gasseri	50	1	16	1.213
G6	L. gasseri	50	1	17	1.058
G6	L. gasseri	50	1	18	1.163
G6	L. gasseri	50	1	19	0.979
G6	L. gasseri	50	1	20	0.975
G6	L. gasseri	50	1	21	0.779
G6	L. gasseri	50	1	22	0.785
G6	L. gasseri	50	1	23	0.728
G6	L. gasseri	50	1	24	0.761
G6	L. gasseri	50	2	0	0.152
G6	L. gasseri	50	2	1	0.152
G6	L. gasseri	50	2	2	0.155
G6	L. gasseri	50	2	3	0.165
G6	L. gasseri	50	2	4	0.189
G6	L. gasseri	50	2	5	0.263
G6	L. gasseri	50	2	6	0.37
G6	L. gasseri	50	2	7	1.095
G6	L. gasseri	50	2	8	1.467
G6	L. gasseri	50	2	9	1.567
G6	L. gasseri	50	2	10	1.569
G6	L. gasseri	50	2	11	1.548
G6	L. gasseri	50	2	12	1.502
G6	L. gasseri	50	2	13	1.519
G6	L. gasseri	50	2	14	1.443
G6	L. gasseri	50	2	15	1.436
G6	L. gasseri	50	2	16	1.371
G6	L. gasseri	50	2	17	1.345
G6	L. gasseri	50	2	18	1.225
G6	L. gasseri	50	2	19	1.213
G6	L. gasseri	50	2	20	1.198
G6	L. gasseri	50	2	21	1.097
G6	L. gasseri	50	2	22	1.078
G6	L. gasseri	50	2	23	1.022
G6	L. gasseri	50	2	24	0.949
G6	L. gasseri	50	3	0	0.149
G6	L. gasseri	50	3	1	0.149
G6	L. gasseri	50	3	2	0.155
G6	L. gasseri	50	3	3	0.168
G6	L. gasseri	50	3	4	0.194
G6	L. gasseri	50	3	5	0.272
G6	L. gasseri	50	3	6	0.662
G6	L. gasseri	50	3	7	1.259
G6	L. gasseri	50	3	8	1.529
G6	L. gasseri	50	3	9	1.563
