Well	OD578	Hour	Plate	BugsGrow	Annotation	species.code	Concentration	Replicate	Condition
F1	0.126	0	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.125	1	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.699	18	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F1	0.684	19	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F1	0.671	20	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.663	21	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.651	22	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.644	23	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.639	24	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.634	25	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.629	26	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.626	27	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.624	28	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.622	29	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.622	30	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.622	31	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.622	32	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F1	0.623	33	Plate10_Er2	Er	0	Ctrl	0	1	fresh
F2	0.124	0	Plate10_Er2	Er	0	Ctrl	0	4	fresh
F2	0.121	1	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F2	0.71	18	Plate10_Er2	Er	0	Ctrl	0	6	fresh
F2	0.693	19	Plate10_Er2	Er	0	Ctrl	0	4	fresh
F2	0.681	20	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.671	21	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.668	22	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.66	23	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.651	24	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.646	25	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.644	26	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.639	27	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.637	28	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.637	29	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.634	30	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.636	31	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.636	32	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F2	0.635	33	Plate10_Er2	Er	0	Ctrl	0	2	fresh
F3	0.121	0	Plate10_Er2	Er	0	Ctrl	0	7	fresh
F3	0.121	1	Plate10_Er2	Er	0	Ctrl	0	5	fresh
F3	0.729	18	Plate10_Er2	Er	0	Ctrl	0	9	fresh
F3	0.711	19	Plate10_Er2	Er	0	Ctrl	0	6	fresh
F3	0.705	20	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.693	21	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.693	22	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.682	23	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.674	24	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.669	25	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.662	26	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.661	27	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.657	28	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.656	29	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.654	30	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.655	31	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.654	32	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F3	0.656	33	Plate10_Er2	Er	0	Ctrl	0	3	fresh
F4	0.128	0	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.125	1	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.768	18	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F4	0.753	19	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F4	0.748	20	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.741	21	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.738	22	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.731	23	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.729	24	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.723	25	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.722	26	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.722	27	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.723	28	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.727	29	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.734	30	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.737	31	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.744	32	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F4	0.751	33	Plate10_Er2	Er	10	Ctrl	10	1	fresh
F5	0.131	0	Plate10_Er2	Er	10	Ctrl	10	4	fresh
F5	0.126	1	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F5	0.812	18	Plate10_Er2	Er	10	Ctrl	10	6	fresh
F5	0.8	19	Plate10_Er2	Er	10	Ctrl	10	4	fresh
F5	0.797	20	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.79	21	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.79	22	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.783	23	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.78	24	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.78	25	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.776	26	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.774	27	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.78	28	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.783	29	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.787	30	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.795	31	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.804	32	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F5	0.815	33	Plate10_Er2	Er	10	Ctrl	10	2	fresh
F6	0.132	0	Plate10_Er2	Er	10	Ctrl	10	7	fresh
F6	0.124	1	Plate10_Er2	Er	10	Ctrl	10	5	fresh
F6	0.832	18	Plate10_Er2	Er	10	Ctrl	10	9	fresh
F6	0.821	19	Plate10_Er2	Er	10	Ctrl	10	6	fresh
F6	0.821	20	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.814	21	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.811	22	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.808	23	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.804	24	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.803	25	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.802	26	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.805	27	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.806	28	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.81	29	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.815	30	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.822	31	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.831	32	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F6	0.842	33	Plate10_Er2	Er	10	Ctrl	10	3	fresh
F7	0.14	0	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.124	1	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.796	18	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F7	0.787	19	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F7	0.784	20	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.776	21	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.773	22	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.769	23	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.767	24	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.768	25	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.768	26	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.768	27	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.771	28	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.776	29	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.785	30	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.788	31	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.802	32	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F7	0.812	33	Plate10_Er2	Er	20	Ctrl	20	1	fresh
F8	0.123	0	Plate10_Er2	Er	20	Ctrl	20	4	fresh
F8	0.116	1	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F8	0.824	18	Plate10_Er2	Er	20	Ctrl	20	6	fresh
F8	0.818	19	Plate10_Er2	Er	20	Ctrl	20	4	fresh
F8	0.818	20	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.817	21	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.815	22	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.81	23	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.808	24	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.809	25	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.808	26	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.81	27	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.813	28	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.816	29	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.823	30	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.828	31	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.837	32	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F8	0.848	33	Plate10_Er2	Er	20	Ctrl	20	2	fresh
F9	0.123	0	Plate10_Er2	Er	20	Ctrl	20	7	fresh
F9	0.117	1	Plate10_Er2	Er	20	Ctrl	20	5	fresh
F9	0.796	18	Plate10_Er2	Er	20	Ctrl	20	9	fresh
F9	0.792	19	Plate10_Er2	Er	20	Ctrl	20	6	fresh
F9	0.789	20	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.785	21	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.783	22	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.778	23	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.775	24	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.775	25	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.776	26	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.78	27	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.785	28	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.788	29	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.797	30	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.805	31	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.817	32	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F9	0.828	33	Plate10_Er2	Er	20	Ctrl	20	3	fresh
F10	0.129	0	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.117	1	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.589	18	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F10	0.598	19	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F10	0.591	20	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.588	21	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.585	22	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.581	23	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.578	24	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.575	25	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.572	26	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.571	27	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.57	28	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.568	29	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.568	30	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.569	31	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.569	32	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F10	0.57	33	Plate10_Er2	Er	50	Ctrl	50	1	fresh
F11	0.144	0	Plate10_Er2	Er	50	Ctrl	50	4	fresh
F11	0.135	1	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F11	0.607	18	Plate10_Er2	Er	50	Ctrl	50	6	fresh
F11	0.617	19	Plate10_Er2	Er	50	Ctrl	50	4	fresh
F11	0.613	20	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.607	21	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.608	22	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.6	23	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.596	24	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.594	25	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.591	26	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.59	27	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.589	28	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.588	29	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.587	30	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.587	31	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.587	32	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F11	0.587	33	Plate10_Er2	Er	50	Ctrl	50	2	fresh
F12	0.142	0	Plate10_Er2	Er	50	Ctrl	50	7	fresh
F12	0.129	1	Plate10_Er2	Er	50	Ctrl	50	5	fresh
F12	0.598	18	Plate10_Er2	Er	50	Ctrl	50	9	fresh
F12	0.6	19	Plate10_Er2	Er	50	Ctrl	50	6	fresh
F12	0.599	20	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.594	21	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.593	22	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.587	23	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.585	24	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.583	25	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.581	26	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.579	27	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.578	28	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.577	29	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.577	30	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.576	31	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.575	32	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F12	0.575	33	Plate10_Er2	Er	50	Ctrl	50	3	fresh
F1	0.138	0	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.132	1	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.653	18	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F1	0.642	19	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F1	0.634	20	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.625	21	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.617	22	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.61	23	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.603	24	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.598	25	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.594	26	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.589	27	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.586	28	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.583	29	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.58	30	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.578	31	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.577	32	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F1	0.577	33	Plate11_Er1	Er	0	Ctrl	0	1	fresh
F2	0.137	0	Plate11_Er1	Er	0	Ctrl	0	4	fresh
F2	0.131	1	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F2	0.671	18	Plate11_Er1	Er	0	Ctrl	0	6	fresh
F2	0.663	19	Plate11_Er1	Er	0	Ctrl	0	4	fresh
F2	0.653	20	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.642	21	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.633	22	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.629	23	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.624	24	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.616	25	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.612	26	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.606	27	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.606	28	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.603	29	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.601	30	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.599	31	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.597	32	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F2	0.599	33	Plate11_Er1	Er	0	Ctrl	0	2	fresh
F3	0.127	0	Plate11_Er1	Er	0	Ctrl	0	7	fresh
F3	0.121	1	Plate11_Er1	Er	0	Ctrl	0	5	fresh
F3	0.667	18	Plate11_Er1	Er	0	Ctrl	0	9	fresh
F3	0.651	19	Plate11_Er1	Er	0	Ctrl	0	6	fresh
F3	0.65	20	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.64	21	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.634	22	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.626	23	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.623	24	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.617	25	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.614	26	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.609	27	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.606	28	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.603	29	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.603	30	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.601	31	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.602	32	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F3	0.601	33	Plate11_Er1	Er	0	Ctrl	0	3	fresh
F4	0.132	0	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.127	1	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.722	18	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F4	0.708	19	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F4	0.705	20	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.698	21	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.693	22	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.691	23	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.685	24	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.682	25	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.683	26	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.681	27	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.682	28	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.684	29	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.686	30	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.691	31	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.694	32	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F4	0.702	33	Plate11_Er1	Er	10	Ctrl	10	1	fresh
F5	0.142	0	Plate11_Er1	Er	10	Ctrl	10	4	fresh
F5	0.133	1	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F5	0.749	18	Plate11_Er1	Er	10	Ctrl	10	6	fresh
F5	0.738	19	Plate11_Er1	Er	10	Ctrl	10	4	fresh
F5	0.74	20	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.731	21	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.727	22	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.725	23	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.722	24	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.717	25	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.717	26	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.717	27	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.72	28	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.719	29	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.724	30	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.73	31	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.732	32	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F5	0.742	33	Plate11_Er1	Er	10	Ctrl	10	2	fresh
F6	0.132	0	Plate11_Er1	Er	10	Ctrl	10	7	fresh
F6	0.127	1	Plate11_Er1	Er	10	Ctrl	10	5	fresh
F6	0.721	18	Plate11_Er1	Er	10	Ctrl	10	9	fresh
F6	0.711	19	Plate11_Er1	Er	10	Ctrl	10	6	fresh
F6	0.708	20	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.703	21	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.697	22	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.695	23	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.692	24	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.687	25	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.687	26	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.684	27	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.686	28	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.686	29	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.689	30	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.694	31	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.701	32	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F6	0.705	33	Plate11_Er1	Er	10	Ctrl	10	3	fresh
F7	0.161	0	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.144	1	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.72	18	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F7	0.712	19	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F7	0.71	20	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.71	21	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.705	22	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.705	23	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.701	24	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.699	25	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.7	26	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.703	27	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.707	28	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.708	29	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.713	30	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.719	31	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.727	32	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F7	0.735	33	Plate11_Er1	Er	20	Ctrl	20	1	fresh
F8	0.139	0	Plate11_Er1	Er	20	Ctrl	20	4	fresh
F8	0.129	1	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F8	0.714	18	Plate11_Er1	Er	20	Ctrl	20	6	fresh
F8	0.71	19	Plate11_Er1	Er	20	Ctrl	20	4	fresh
F8	0.71	20	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.705	21	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.702	22	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.699	23	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.694	24	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.695	25	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.695	26	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.693	27	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.698	28	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.698	29	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.704	30	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.707	31	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.713	32	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F8	0.719	33	Plate11_Er1	Er	20	Ctrl	20	2	fresh
F9	0.151	0	Plate11_Er1	Er	20	Ctrl	20	7	fresh
F9	0.14	1	Plate11_Er1	Er	20	Ctrl	20	5	fresh
F9	0.728	18	Plate11_Er1	Er	20	Ctrl	20	9	fresh
F9	0.718	19	Plate11_Er1	Er	20	Ctrl	20	6	fresh
F9	0.721	20	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.711	21	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.708	22	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.706	23	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.704	24	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.701	25	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.702	26	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.703	27	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.706	28	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.706	29	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.712	30	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.715	31	Plate11_Er1	Er	20	Ctrl	20	3	fresh
F9	0.72	32	Plate11_Er1	Er	20	Ctrl	20	3	fresh
